"Sample    : se_31505_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 19:32:12",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"9",
"27",
"22",
"25",
"20",
"19",
"30",
"29",
"18",
"39",
"24",
"32",
"18",
"22",
"16",
"29",
"26",
"22",
"30",
"31",
"12",
"14",
"12",
"13",
"22",
"26",
"11",
"25",
"20",
"17",
"17",
"17",
"19",
"13",
"18",
"6",
"15",
"12",
"13",
"11",
"12",
"13",
"9",
"14",
"10",
"15",
"10",
"13",
"12",
"12",
"10",
"10",
"15",
"9",
"15",
"9",
"12",
"10",
"16",
"8",
"12",
"18",
"13",
"15",
"17",
"16",
"15",
"16",
"13",
"15",
"6",
"14",
"16",
"10",
"13",
"14",
"7",
"11",
"12",
"13",
"25",
"19",
"25",
"35",
"39",
"56",
"51",
"59",
"61",
"86",
"79",
"93",
"78",
"84",
"84",
"86",
"78",
"114",
"119",
"180",
"204",
"330",
"390",
"617",
"670",
"888",
"994",
"1193",
"1182",
"1332",
"1271",
"1274",
"1125",
"1098",
"879",
"750",
"643",
"477",
"409",
"362",
"226",
"201",
"165",
"161",
"108",
"92",
"49",
"43",
"39",
"41",
"29",
"22",
"22",
"23",
"20",
"18",
"19",
"9",
"15",
"16",
"11",
"19",
"17",
"15",
"12",
"14",
"11",
"12",
"13",
"13",
"13",
"10",
"25",
"12",
"12",
"13",
"14",
"16",
"16",
"14",
"17",
"22",
"25",
"27",
"26",
"36",
"38",
"39",
"44",
"59",
"59",
"48",
"49",
"42",
"34",
"35",
"24",
"29",
"26",
"16",
"18",
"9",
"14",
"13",
"18",
"10",
"14",
"9",
"16",
"11",
"10",
"15",
"9",
"14",
"12",
"9",
"17",
"6",
"7",
"13",
"11",
"13",
"12",
"11",
"9",
"9",
"17",
"7",
"10",
"5",
"11",
"9",
"5",
"10",
"10",
"15",
"5",
"9",
"6",
"3",
"7",
"3",
"12",
"10",
"8",
"8",
"12",
"10",
"5",
"6",
"9",
"8",
"19",
"10",
"9",
"12",
"15",
"23",
"7",
"10",
"12",
"10",
"10",
"6",
"9",
"16",
"15",
"11",
"10",
"13",
"9",
"12",
"10",
"13",
"17",
"15",
"12",
"12",
"11",
"9",
"12",
"15",
"8",
"24",
"13",
"8",
"8",
"11",
"8",
"8",
"8",
"7",
"7",
"6",
"5",
"12",
"15",
"6",
"9",
"9",
"7",
"7",
"11",
"14",
"6",
"9",
"11",
"11",
"10",
"4",
"12",
"9",
"10",
"14",
"7",
"11",
"5",
"9",
"10",
"12",
"10",
"11",
"13",
"10",
"10",
"11",
"10",
"14",
"12",
"12",
"8",
"8",
"16",
"10",
"7",
"15",
"13",
"10",
"10",
"16",
"20",
"14",
"33",
"30",
"25",
"41",
"61",
"86",
"111",
"131",
"160",
"220",
"261",
"315",
"382",
"457",
"484",
"569",
"576",
"595",
"532",
"501",
"534",
"401",
"354",
"338",
"241",
"205",
"133",
"124",
"98",
"69",
"55",
"45",
"38",
"41",
"34",
"31",
"25",
"23",
"30",
"39",
"49",
"47",
"50",
"65",
"61",
"53",
"73",
"100",
"97",
"101",
"66",
"101",
"81",
"57",
"74",
"53",
"48",
"57",
"54",
"41",
"37",
"23",
"23",
"25",
"20",
"15",
"19",
"20",
"13",
"16",
"13",
"25",
"17",
"16",
"20",
"18",
"34",
"18",
"23",
"29",
"18",
"25",
"25",
"29",
"27",
"17",
"23",
"24",
"29",
"19",
"25",
"24",
"33",
"31",
"32",
"28",
"36",
"30",
"37",
"29",
"42",
"46",
"29",
"45",
"30",
"37",
"33",
"38",
"41",
"37",
"30",
"31",
"29",
"46",
"37",
"49",
"32",
"32",
"30",
"34",
"26",
"34",
"34",
"20",
"36",
"24",
"26",
"39",
"29",
"35",
"24",
"33",
"33",
"29",
"30",
"35",
"29",
"28",
"23",
"35",
"26",
"25",
"40",
"31",
"36",
"31",
"26",
"31",
"37",
"25",
"31",
"16",
"27",
"32",
"34",
"27",
"23",
"25",
"27",
"32",
"28",
"20",
"23",
"25",
"17",
"24",
"24",
"24",
"32",
"30",
"34",
"25",
"37",
"30",
"38",
"35",
"33",
"32",
"23",
"33",
"29",
"29",
"30",
"33",
"24",
"38",
"34",
"25",
"42",
"26",
"33",
"34",
"36",
"37",
"38",
"29",
"32",
"27",
"31",
"41",
"26",
"34",
"30",
"35",
"26",
"32",
"41",
"36",
"22",
"35",
"30",
"35",
"36",
"27",
"33",
"26",
"29",
"34",
"38",
"31",
"37",
"38",
"26",
"35",
"30",
"50",
"27",
"42",
"32",
"35",
"38",
"47",
"50",
"29",
"36",
"35",
"37",
"41",
"37",
"31",
"39",
"36",
"35",
"44",
"45",
"33",
"41",
"44",
"28",
"46",
"46",
"56",
"43",
"47",
"46",
"53",
"36",
"49",
"38",
"47",
"55",
"45",
"40",
"39",
"49",
"58",
"42",
"41",
"42",
"64",
"44",
"37",
"49",
"58",
"46",
"60",
"45",
"53",
"51",
"62",
"66",
"61",
"55",
"66",
"55",
"56",
"51",
"94",
"45",
"82",
"50",
"54",
"56",
"66",
"60",
"64",
"59",
"57",
"52",
"55",
"44",
"42",
"49",
"58",
"46",
"57",
"52",
"67",
"60",
"55",
"67",
"48",
"65",
"50",
"59",
"59",
"65",
"66",
"60",
"58",
"72",
"71",
"50",
"80",
"54",
"75",
"49",
"58",
"64",
"69",
"59",
"62",
"67",
"71",
"49",
"78",
"58",
"64",
"70",
"57",
"73",
"55",
"70",
"54",
"68",
"70",
"76",
"69",
"70",
"60",
"58",
"73",
"71",
"53",
"52",
"59",
"76",
"65",
"57",
"65",
"70",
"72",
"65",
"69",
"71",
"69",
"65",
"53",
"67",
"56",
"76",
"72",
"70",
"61",
"43",
"64",
"66",
"76",
"65",
"72",
"58",
"61",
"53",
"64",
"39",
"74",
"66",
"72",
"55",
"68",
"52",
"81",
"62",
"55",
"60",
"75",
"76",
"84",
"67",
"75",
"73",
"56",
"59",
"65",
"77",
"69",
"59",
"57",
"53",
"54",
"50",
"56",
"62",
"62",
"68",
"60",
"59",
"46",
"61",
"73",
"61",
"61",
"48",
"64",
"46",
"64",
"52",
"80",
"68",
"62",
"69",
"69",
"56",
"52",
"65",
"68",
"62",
"73",
"57",
"82",
"65",
"71",
"78",
"75",
"82",
"80",
"73",
"80",
"96",
"83",
"103",
"94",
"93",
"83",
"98",
"95",
"100",
"90",
"83",
"85",
"73",
"78",
"87",
"83",
"46",
"52",
"70",
"80",
"62",
"65",
"58",
"81",
"60",
"60",
"62",
"53",
"72",
"80",
"58",
"65",
"59",
"69",
"60",
"56",
"66",
"60",
"61",
"78",
"66",
"77",
"65",
"54",
"55",
"71",
"75",
"84",
"67",
"71",
"74",
"64",
"75",
"73",
"87",
"95",
"101",
"92",
"83",
"104",
"84",
"104",
"106",
"94",
"112",
"115",
"85",
"97",
"89",
"107",
"80",
"90",
"70",
"74",
"87",
"55",
"79",
"62",
"79",
"73",
"70",
"82",
"73",
"74",
"57",
"70",
"65",
"82",
"77",
"72",
"73",
"69",
"65",
"54",
"62",
"70",
"43",
"64",
"68",
"68",
"62",
"65",
"70",
"62",
"65",
"61",
"67",
"64",
"79",
"73",
"58",
"66",
"47",
"59",
"54",
"77",
"50",
"55",
