"Sample    : yf3_31506_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 20:00:29",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"16",
"40",
"46",
"42",
"28",
"35",
"33",
"36",
"31",
"37",
"37",
"29",
"32",
"22",
"34",
"42",
"28",
"33",
"24",
"35",
"30",
"41",
"36",
"24",
"36",
"32",
"42",
"28",
"42",
"30",
"35",
"29",
"45",
"46",
"50",
"37",
"49",
"47",
"43",
"55",
"49",
"55",
"34",
"40",
"45",
"41",
"28",
"46",
"31",
"36",
"36",
"31",
"25",
"36",
"48",
"39",
"23",
"37",
"34",
"28",
"31",
"34",
"24",
"35",
"36",
"31",
"30",
"32",
"17",
"28",
"33",
"32",
"22",
"32",
"33",
"26",
"24",
"34",
"28",
"22",
"24",
"25",
"28",
"42",
"25",
"23",
"17",
"20",
"20",
"22",
"26",
"23",
"22",
"13",
"32",
"22",
"21",
"24",
"21",
"23",
"28",
"28",
"19",
"20",
"19",
"24",
"22",
"21",
"23",
"34",
"21",
"26",
"16",
"28",
"37",
"37",
"31",
"30",
"32",
"40",
"34",
"47",
"44",
"47",
"47",
"58",
"36",
"50",
"50",
"71",
"68",
"91",
"111",
"93",
"124",
"140",
"151",
"194",
"197",
"194",
"167",
"195",
"209",
"213",
"224",
"208",
"188",
"214",
"207",
"211",
"237",
"301",
"280",
"398",
"492",
"663",
"790",
"939",
"1199",
"1413",
"1537",
"1733",
"1778",
"1965",
"1835",
"1860",
"1750",
"1710",
"1552",
"1524",
"1379",
"1224",
"1003",
"966",
"853",
"770",
"620",
"505",
"414",
"371",
"266",
"264",
"225",
"161",
"141",
"117",
"103",
"66",
"47",
"42",
"46",
"46",
"31",
"30",
"20",
"37",
"30",
"29",
"37",
"41",
"33",
"43",
"36",
"35",
"45",
"48",
"31",
"30",
"34",
"24",
"31",
"37",
"25",
"32",
"23",
"14",
"23",
"26",
"16",
"21",
"11",
"14",
"20",
"16",
"17",
"19",
"9",
"11",
"14",
"19",
"11",
"17",
"17",
"18",
"19",
"23",
"21",
"23",
"17",
"19",
"20",
"23",
"23",
"17",
"23",
"28",
"18",
"16",
"17",
"17",
"15",
"23",
"19",
"22",
"13",
"18",
"19",
"29",
"11",
"30",
"18",
"22",
"16",
"23",
"22",
"16",
"15",
"15",
"10",
"18",
"21",
"16",
"9",
"23",
"17",
"18",
"14",
"16",
"16",
"14",
"15",
"11",
"19",
"16",
"17",
"19",
"18",
"29",
"18",
"16",
"18",
"17",
"16",
"19",
"20",
"24",
"18",
"16",
"11",
"19",
"15",
"10",
"23",
"24",
"16",
"22",
"20",
"20",
"24",
"19",
"17",
"8",
"28",
"12",
"15",
"17",
"22",
"20",
"16",
"26",
"28",
"39",
"39",
"51",
"51",
"58",
"91",
"101",
"140",
"201",
"256",
"332",
"443",
"513",
"605",
"676",
"718",
"809",
"841",
"949",
"821",
"848",
"721",
"706",
"578",
"524",
"389",
"318",
"248",
"181",
"152",
"117",
"89",
"65",
"60",
"50",
"47",
"48",
"33",
"44",
"62",
"62",
"50",
"76",
"79",
"99",
"102",
"93",
"110",
"118",
"116",
"138",
"126",
"152",
"112",
"143",
"85",
"97",
"74",
"71",
"66",
"50",
"50",
"43",
"29",
"36",
"27",
"26",
"28",
"34",
"18",
"31",
"35",
"28",
"36",
"30",
"26",
"29",
"22",
"26",
"43",
"29",
"27",
"37",
"27",
"41",
"40",
"41",
"47",
"35",
"33",
"41",
"36",
"51",
"51",
"48",
"37",
"41",
"52",
"62",
"43",
"46",
"56",
"46",
"42",
"55",
"49",
"63",
"48",
"50",
"55",
"39",
"52",
"55",
"48",
"50",
"36",
"58",
"60",
"55",
"51",
"48",
"47",
"53",
"32",
"41",
"43",
"42",
"48",
"49",
"39",
"51",
"34",
"52",
"35",
"43",
"30",
"52",
"37",
"41",
"44",
"36",
"35",
"27",
"37",
"47",
"46",
"49",
"33",
"41",
"37",
"37",
"44",
"39",
"39",
"35",
"34",
"42",
"52",
"41",
"29",
"47",
"41",
"44",
"32",
"41",
"44",
"35",
"46",
"31",
"37",
"33",
"40",
"41",
"39",
"49",
"36",
"57",
"37",
"41",
"44",
"49",
"42",
"58",
"50",
"60",
"46",
"40",
"39",
"48",
"55",
"57",
"49",
"51",
"53",
"35",
"42",
"60",
"52",
"65",
"46",
"52",
"35",
"55",
"48",
"51",
"35",
"41",
"31",
"35",
"48",
"56",
"40",
"40",
"54",
"53",
"44",
"66",
"57",
"42",
"55",
"61",
"72",
"45",
"51",
"63",
"47",
"54",
"64",
"39",
"59",
"46",
"50",
"64",
"47",
"61",
"51",
"41",
"59",
"63",
"68",
"62",
"47",
"50",
"62",
"55",
"66",
"72",
"67",
"74",
"69",
"69",
"71",
"63",
"54",
"60",
"50",
"60",
"58",
"61",
"64",
"64",
"81",
"69",
"68",
"62",
"67",
"63",
"77",
"67",
"76",
"84",
"70",
"75",
"59",
"72",
"63",
"72",
"63",
"83",
"92",
"82",
"96",
"76",
"83",
"101",
"95",
"99",
"91",
"103",
"81",
"89",
"94",
"108",
"112",
"96",
"79",
"97",
"93",
"93",
"93",
"82",
"79",
"85",
"77",
"82",
"76",
"88",
"82",
"79",
"88",
"92",
"72",
"62",
"66",
"89",
"78",
"106",
"93",
"85",
"77",
"100",
"87",
"105",
"77",
"81",
"92",
"82",
"95",
"89",
"89",
"87",
"91",
"95",
"67",
"91",
"72",
"94",
"87",
"65",
"69",
"103",
"93",
"74",
"93",
"100",
"85",
"94",
"79",
"86",
"97",
"91",
"79",
"101",
"109",
"80",
"98",
"88",
"89",
"104",
"94",
"95",
"96",
"100",
"85",
"98",
"89",
"92",
"90",
"85",
"77",
"89",
"89",
"92",
"77",
"86",
"85",
"86",
"93",
"92",
"90",
"78",
"89",
"87",
"77",
"80",
"97",
"89",
"85",
"79",
"86",
"97",
"85",
"113",
"108",
"90",
"85",
"86",
"85",
"99",
"89",
"94",
"83",
"108",
"79",
"97",
"80",
"96",
"81",
"91",
"116",
"80",
"73",
"81",
"78",
"92",
"80",
"75",
"100",
"57",
"86",
"103",
"86",
"89",
"100",
"89",
"85",
"93",
"71",
"80",
"86",
"96",
"115",
"101",
"89",
"96",
"94",
"101",
"96",
"113",
"97",
"94",
"85",
"90",
"96",
"117",
"129",
"129",
"101",
"152",
"133",
"111",
"124",
"131",
"115",
"128",
"133",
"161",
"132",
"137",
"144",
"134",
"144",
"137",
"128",
"127",
"99",
"111",
"107",
"117",
"98",
"110",
"104",
"100",
"98",
"97",
"104",
"81",
"112",
"84",
"87",
"103",
"94",
"111",
"89",
"91",
"94",
"91",
"84",
"104",
"108",
"126",
"83",
"98",
"75",
"97",
"85",
"108",
"98",
"106",
"96",
"101",
"105",
"122",
"100",
"136",
"122",
"131",
"109",
"127",
"127",
"144",
"151",
"133",
"134",
"126",
"138",
"130",
"166",
"130",
"103",
"129",
"101",
"129",
"121",
"103",
"98",
"97",
"96",
"103",
"89",
"87",
"93",
"85",
"90",
"113",
"104",
"95",
"91",
"104",
"80",
"92",
"80",
"111",
"95",
"95",
"83",
"103",
"91",
"81",
"76",
"89",
"89",
"106",
"95",
"101",
"100",
"63",
"95",
"88",
"90",
"109",
"75",
"94",
"93",
"86",
