"Sample    : fe_6588_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 19:09:57",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"1",
"6",
"14",
"8",
"20",
"9",
"10",
"9",
"9",
"10",
"11",
"6",
"9",
"11",
"14",
"6",
"13",
"6",
"8",
"4",
"9",
"13",
"11",
"7",
"9",
"8",
"7",
"7",
"6",
"6",
"8",
"11",
"18",
"17",
"17",
"14",
"18",
"9",
"24",
"19",
"25",
"33",
"28",
"24",
"21",
"27",
"20",
"27",
"21",
"17",
"13",
"18",
"11",
"16",
"8",
"13",
"13",
"13",
"9",
"9",
"15",
"9",
"17",
"14",
"9",
"19",
"7",
"6",
"10",
"11",
"9",
"10",
"9",
"9",
"11",
"11",
"8",
"14",
"15",
"15",
"10",
"11",
"6",
"14",
"8",
"9",
"9",
"6",
"10",
"7",
"16",
"8",
"7",
"11",
"11",
"17",
"15",
"13",
"16",
"10",
"10",
"11",
"15",
"8",
"9",
"14",
"8",
"16",
"11",
"10",
"13",
"16",
"11",
"14",
"17",
"22",
"20",
"18",
"26",
"20",
"16",
"14",
"15",
"17",
"9",
"14",
"25",
"13",
"17",
"22",
"11",
"13",
"15",
"5",
"11",
"9",
"18",
"14",
"21",
"18",
"18",
"22",
"24",
"32",
"20",
"18",
"27",
"21",
"26",
"15",
"10",
"9",
"13",
"9",
"13",
"9",
"14",
"6",
"20",
"13",
"9",
"22",
"8",
"8",
"16",
"8",
"14",
"11",
"11",
"14",
"10",
"11",
"13",
"15",
"18",
"8",
"10",
"13",
"22",
"14",
"11",
"6",
"16",
"10",
"15",
"15",
"8",
"14",
"10",
"8",
"7",
"19",
"19",
"18",
"16",
"23",
"20",
"27",
"28",
"17",
"30",
"28",
"31",
"35",
"27",
"18",
"28",
"31",
"14",
"10",
"13",
"17",
"14",
"17",
"6",
"14",
"13",
"15",
"11",
"8",
"13",
"15",
"14",
"8",
"14",
"22",
"21",
"10",
"16",
"16",
"8",
"10",
"11",
"11",
"19",
"13",
"16",
"11",
"14",
"13",
"9",
"10",
"18",
"5",
"16",
"9",
"14",
"7",
"19",
"14",
"19",
"15",
"9",
"18",
"15",
"11",
"18",
"13",
"14",
"18",
"8",
"9",
"13",
"10",
"15",
"14",
"6",
"5",
"14",
"9",
"8",
"14",
"10",
"10",
"8",
"13",
"10",
"11",
"10",
"11",
"6",
"8",
"9",
"11",
"8",
"9",
"10",
"11",
"8",
"8",
"11",
"10",
"18",
"10",
"6",
"15",
"13",
"10",
"16",
"10",
"10",
"13",
"11",
"10",
"10",
"15",
"11",
"14",
"14",
"13",
"15",
"10",
"11",
"9",
"15",
"9",
"14",
"11",
"9",
"14",
"7",
"13",
"13",
"13",
"4",
"9",
"16",
"11",
"14",
"9",
"11",
"14",
"15",
"17",
"11",
"13",
"17",
"15",
"10",
"16",
"16",
"18",
"16",
"15",
"16",
"13",
"20",
"17",
"14",
"16",
"17",
"14",
"18",
"15",
"22",
"18",
"19",
"19",
"13",
"18",
"25",
"21",
"23",
"16",
"18",
"19",
"25",
"23",
"20",
"18",
"20",
"23",
"15",
"18",
"20",
"17",
"18",
"17",
"19",
"17",
"17",
"21",
"23",
"25",
"10",
"18",
"18",
"15",
"20",
"19",
"10",
"16",
"16",
"18",
"19",
"17",
"18",
"14",
"19",
"11",
"17",
"17",
"21",
"14",
"31",
"17",
"17",
"18",
"22",
"25",
"23",
"19",
"21",
"26",
"29",
"27",
"23",
"29",
"31",
"43",
"51",
"31",
"33",
"44",
"66",
"53",
"56",
"71",
"97",
"88",
"92",
"124",
"118",
"110",
"161",
"162",
"163",
"128",
"165",
"112",
"105",
"109",
"68",
"100",
"68",
"66",
"49",
"51",
"37",
"47",
"44",
"26",
"20",
"28",
"29",
"28",
"37",
"38",
"25",
"35",
"39",
"27",
"29",
"33",
"31",
"31",
"42",
"33",
"39",
"42",
"38",
"44",
"54",
"38",
"31",
"41",
"42",
"29",
"39",
"35",
"32",
"48",
"49",
"44",
"52",
"44",
"42",
"40",
"49",
"42",
"43",
"54",
"65",
"47",
"52",
"67",
"56",
"63",
"65",
"56",
"62",
"64",
"76",
"66",
"69",
"70",
"67",
"67",
"75",
"68",
"70",
"78",
"74",
"69",
"76",
"78",
"64",
"74",
"68",
"68",
"64",
"58",
"66",
"70",
"55",
"69",
"63",
"66",
"66",
"63",
"81",
"56",
"74",
"67",
"58",
"65",
"64",
"56",
"71",
"63",
"62",
"68",
"67",
"52",
"64",
"58",
"51",
"70",
"67",
"70",
"55",
"65",
"77",
"69",
"74",
"69",
"71",
"82",
"87",
"80",
"77",
"72",
"71",
"94",
"112",
"97",
"91",
"109",
"96",
"107",
"90",
"95",
"103",
"112",
"92",
"117",
"129",
"128",
"129",
"130",
"148",
"113",
"140",
"165",
"190",
"177",
"204",
"236",
"271",
"354",
"438",
"589",
"839",
"1151",
"1547",
"2148",
"2971",
"3991",
"5427",
"7133",
"9044",
"11129",
"14093",
"16955",
"20712",
"22608",
"26156",
"28808",
"31395",
"31714",
"35250",
"33306",
"34048",
"30911",
"30326",
"27244",
"25219",
"21508",
"19058",
"15840",
"13164",
"10371",
"8403",
"6315",
"4892",
"3574",
"2607",
"1769",
"1307",
"956",
"674",
"473",
"337",
"259",
"188",
"172",
"146",
"134",
"152",
"124",
"139",
"137",
"112",
"147",
"142",
"132",
"119",
"149",
"145",
"161",
"139",
"158",
"176",
"209",
"181",
"206",
"262",
"262",
"384",
"387",
"471",
"530",
"718",
"878",
"1129",
"1251",
"1568",
"1880",
"2200",
"2579",
"3013",
"3401",
"3644",
"3742",
"4129",
"4477",
"4552",
"4200",
"4140",
"3989",
"3945",
"3413",
"3027",
"2698",
"2482",
"1994",
"1708",
"1381",
"1179",
"914",
"747",
"548",
"428",
"313",
"257",
"202",
"147",
"109",
"105",
"85",
"67",
"77",
"85",
"79",
"91",
"69",
"71",
"81",
"89",
"88",
"78",
"92",
"122",
"111",
"122",
"123",
"142",
"130",
"150",
"151",
"141",
"122",
"136",
"112",
"134",
"100",
"100",
"78",
"111",
"80",
"76",
"74",
"75",
"68",
"61",
"64",
"71",
"55",
"58",
"61",
"70",
"54",
"59",
"63",
"62",
"48",
"68",
"59",
"58",
"81",
"53",
"64",
"70",
"57",
"58",
"58",
"59",
"46",
"68",
"51",
"68",
"71",
"70",
"74",
"71",
"56",
"70",
"61",
"73",
"69",
"70",
"74",
"69",
"76",
"76",
"79",
"82",
"92",
"56",
"77",
"75",
"68",
"49",
"78",
"74",
"58",
"73",
"62",
"65",
"66",
"82",
"77",
"62",
"61",
"59",
"57",
"61",
"70",
"67",
"74",
"78",
"59",
"74",
"87",
"81",
"67",
"72",
"52",
"66",
"62",
"56",
"71",
"65",
"79",
"58",
"62",
"74",
"67",
"52",
"68",
"69",
"76",
"64",
"75",
"72",
"78",
"75",
"58",
"75",
"68",
"64",
"75",
"77",
"76",
"78",
"71",
"80",
"55",
"72",
"83",
"70",
"68",
"70",
"59",
"63",
"77",
"66",
"72",
"66",
"62",
"55",
"58",
"55",
"54",
"61",
"68",
"66",
"63",
"62",
"75",
"56",
"56",
"53",
"67",
"69",
"56",
"64",
"64",
"72",
"47",
"65",
"63",
"56",
"50",
"65",
