"Sample    : cr_15756_t16",
"71",
"91",
"72",
"93",
"88",
"65",
"78",
"82",
"89",
"75",
"96",
"74",
"80",
"69",
"104",
"74",
"72",
"69",
"84",
"81",
"85",
"74",
"70",
"74",
"78",
"79",
"77",
"79",
"69",
"92",
"87",
"88",
"72",
"78",
"83",
"76",
"71",
"85",
"91",
"67",
"83",
"80",
"89",
"88",
"68",
"85",
"89",
"80",
"89",
"81",
"85",
"77",
"89",
"70",
"81",
"105",
"74",
"79",
"76",
"75",
"88",
"75",
"81",
"82",
"77",
"72",
"82",
"80",
"59",
"81",
"99",
"70",
"70",
"84",
"85",
"66",
"75",
"90",
"79",
"81",
"83",
"90",
"69",
"72",
"87",
"71",
"67",
"83",
"76",
"71",
"68",
"83",
"65",
"80",
"80",
"96",
"62",
"76",
"86",
"93",
"83",
"83",
"72",
"92",
"84",
"68",
"88",
"86",
"95",
"96",
"91",
"79",
"81",
"107",
"77",
"81",
"90",
"68",
"105",
"101",
"80",
"69",
"94",
"85",
"85",
"71",
"98",
"77",
"69",
"94",
"80",
"85",
"91",
"86",
"90",
"75",
"71",
"61",
"74",
"83",
"81",
"78",
"79",
"75",
"67",
"79",
"67",
"99",
"86",
"96",
"89",
"79",
"81",
"77",
"72",
"91",
"85",
"68",
"87",
"78",
"78",
"83",
"83",
"70",
"106",
"72",
"103",
"106",
"114",
"104",
"96",
"123",
"124",
"131",
"121",
"125",
"137",
"111",
"106",
"115",
"117",
"121",
"122",
"110",
"116",
"121",
"133",
"91",
"111",
"78",
"79",
"91",
"97",
"83",
"84",
"90",
"80",
"80",
"78",
"69",
"77",
"63",
"67",
"86",
"88",
"74",
"65",
"69",
"89",
"66",
"80",
"64",
"70",
"92",
"91",
"84",
"78",
"78",
"81",
"90",
"76",
"75",
"87",
"78",
"103",
"90",
"96",
"110",
"112",
"82",
"87",
"103",
"95",
"93",
"107",
"86",
"89",
"85",
"85",
"97",
"80",
"83",
"81",
"70",
"86",
"83",
"83",
"81",
"81",
"68",
"69",
"98",
"69",
"75",
"89",
"69",
"90",
"90",
"78",
"76",
"67",
"77",
"80",
"80",
"68",
"70",
"74",
"48",
"87",
"65",
"70",
"79",
"85",
"61",
"66",
"74",
"94",
"66",
"76",
"77",
"67",
"65",
"69",
"74",
"61",
"62",
"76",
"75",
"77",
"61",
"77",
"68",
"67",
"63",
"80",
"70",
"59",
"66",
"104",
"81",
"68",
"71",
"81",
"64",
"69",
"54",
"67",
"74",
"62",
"74",
"72",
"67",
"82",
"62",
"94",
"75",
"61",
"60",
"72",
"67",
"87",
"75",
"68",
"59",
"66",
"63",
"81",
"77",
"70",
"72",
"70",
"75",
"68",
"77",
"63",
"79",
"65",
"83",
"78",
"81",
"80",
"60",
"72",
"83",
"76",
"61",
"76",
"53",
"70",
"74",
"74",
"61",
"75",
"70",
"66",
"58",
"57",
"75",
"72",
"84",
"81",
"77",
"62",
"62",
"58",
"77",
"64",
"74",
"60",
"69",
"66",
"66",
"59",
"52",
"61",
"78",
"69",
"64",
"70",
"75",
"70",
"60",
"72",
"71",
"58",
"55",
"64",
"69",
"65",
"67",
"62",
"75",
"68",
"70",
"82",
"75",
"65",
"51",
"61",
"60",
"62",
"69",
"69",
"69",
"63",
"68",
"78",
"64",
"53",
"86",
"74",
"68",
"78",
"86",
"86",
"80",
"66",
"52",
"63",
"69",
"74",
"48",
"82",
"79",
"65",
"67",
"74",
"77",
"78",
"55",
"74",
"55",
"71",
"58",
"65",
"74",
"60",
"62",
"72",
"63",
"79",
"59",
"67",
"64",
"66",
"74",
"60",
"67",
"75",
"66",
"60",
"54",
"65",
"66",
"79",
"77",
"71",
"61",
"63",
"59",
"83",
"67",
"72",
"58",
"65",
"70",
"61",
"63",
"64",
"53",
"70",
"60",
"61",
"65",
"61",
"69",
"57",
"74",
"72",
"66",
"65",
"54",
"76",
"75",
"66",
"58",
"62",
"58",
"71",
"60",
"65",
"67",
"66",
"56",
"75",
"77",
"70",
"69",
"63",
"64",
"56",
"67",
"76",
"74",
"54",
"63",
"69",
"43",
"61",
"55",
"74",
"47",
"70",
"57",
"57",
"68",
"58",
"50",
"66",
"63",
"62",
"75",
"66",
"80",
"63",
"63",
"63",
"61",
"56",
"63",
"64",
"72",
"49",
"59",
"68",
"57",
"62",
"48",
"68",
"64",
"57",
"64",
"65",
"62",
"69",
"54",
"56",
"56",
"54",
"56",
"56",
"57",
"65",
"45",
"51",
"56",
"58",
"72",
"49",
"57",
"62",
"53",
"59",
"62",
"54",
"43",
"43",
"59",
"63",
"43",
"61",
"56",
"62",
"55",
"65",
"57",
"55",
"60",
"52",
"65",
"36",
"60",
"87",
"58",
"39",
"56",
"54",
"42",
"60",
"52",
"53",
"48",
"64",
"52",
"40",
"59",
"64",
"61",
"58",
"49",
"54",
"54",
"71",
"54",
"58",
"43",
"54",
"59",
"55",
"56",
"47",
"61",
"58",
"60",
"64",
"76",
"61",
"47",
"52",
"61",
"41",
"52",
"53",
"52",
"64",
"50",
"56",
"52",
"53",
"76",
"50",
"61",
"48",
"43",
"42",
"64",
"55",
"62",
"52",
"56",
"54",
"62",
"52",
"65",
"60",
"50",
"71",
"59",
"51",
"57",
"59",
"42",
"64",
"53",
"53",
"66",
"59",
"49",
"50",
"43",
"47",
"49",
"51",
"46",
"61",
"54",
"53",
"62",
"53",
"54",
"52",
"49",
"57",
"45",
"59",
"68",
"55",
"59",
"55",
"51",
"57",
"49",
"59",
"49",
"64",
"45",
"63",
"48",
"60",
"40",
"80",
"51",
"55",
"55",
"51",
"50",
"48",
"41",
"37",
"57",
"59",
"58",
"52",
"61",
"57",
"52",
"34",
"47",
"48",
"75",
"55",
"48",
"57",
"42",
"48",
"58",
"60",
"52",
"57",
"50",
"46",
"51",
"67",
"52",
"41",
"51",
"55",
"47",
"49",
"56",
"52",
"50",
"57",
"43",
"58",
"55",
"54",
"53",
"54",
"54",
"42",
"49",
"42",
"61",
"48",
"53",
"47",
"53",
"52",
"49",
"53",
"55",
"47",
"54",
"64",
"52",
"54",
"55",
"54",
"41",
"33",
"50",
"49",
"66",
"45",
"43",
"49",
"59",
"56",
"48",
"53",
"46",
"52",
"50",
"53",
"43",
"49",
"43",
"37",
"34",
"46",
"40",
"52",
"63",
"41",
"52",
"50",
"63",
"43",
"49",
"47",
"54",
"60",
"50",
"56",
"61",
"75",
"41",
"58",
"50",
"50",
"46",
"55",
"46",
"50",
"47",
"49",
"41",
"46",
"49",
"54",
"54",
"47",
"37",
"39",
"54",
"55",
"45",
"50",
"57",
"41",
"59",
"39",
"48",
"45",
"50",
"55",
"52",
"57",
"58",
"49",
"59",
"50",
"38",
"55",
"57",
"50",
"43",
"50",
"38",
"42",
"55",
"46",
"39",
"50",
"40",
"54",
"45",
"47",
"53",
"49",
"46",
"56",
"38",
"45",
"33",
"59",
"41",
"57",
"55",
"55",
"42",
"47",
"52",
"46",
"50",
"38",
"61",
"54",
"38",
"57",
"48",
"56",
"38",
"50",
"45",
"46",
"51",
"64",
"39",
"48",
"57",
"53",
"53",
"58",
"47",
"42",
"47",
"55",
"59",
"52",
"45",
"41",
"54",
"53",
"55",
"55",
"51",
"49",
"47",
"55",
"62",
"67",
"67",
"58",
"38",
"62",
"52",
"59",
"45",
"55",
"54",
"56",
"61",
"53",
"46",
"61",
"51",
"53",
"61",
"69",
"60",
"65",
"64",
"78",
"49",
"51",
"67",
"60",
"66",
"65",
"60",
"61",
"59",
"60",
"69",
"63",
"56",
"63",
"58",
"67",
"68",
"60",
"75",
"61",
"61",
"69",
"75",
"63",
"68",
"63",
"80",
"88",
"83",
"91",
"82",
"78",
"89",
"67",
"85",
"80",
"62",
"97",
"87",
"91",
"66",
"80",
"98",
"104",
"100",
"97",
"101",
"114",
"111",
"133",
"125",
"127",
"134",
"127",
"146",
"145",
"173",
"156",
"169",
"176",
"186",
"175",
"200",
"210",
"213",
"214",
"231",
"270",
"262",
"245",
"269",
"281",
"266",
"281",
"317",
"279",
"289",
"297",
"346",
"347",
"310",
"296",
"341",
"379",
"319",
"294",
"338",
"346",
"371",
"337",
"354",
"335",
"349",
"328",
"361",
"334",
"315",
"366",
"371",
"337",
"332",
"316",
"327",
"319",
"337",
"297",
"324",
"305",
"251",
"282",
"309",
"286",
"231",
"256",
"263",
"251",
"220",
"176",
"223",
"199",
"192",
"169",
"200",
"184",
"138",
"162",
"162",
"135",
"150",
"125",
"150",
"133",
"127",
"128",
"120",
"83",
"116",
"111",
"101",
"100",
"106",
"81",
"99",
"88",
"86",
"100",
"75",
"93",
"71",
"84",
"96",
"79",
"70",
"67",
"104",
"78",
"87",
"86",
"84",
"96",
"92",
"105",
"118",
"115",
"118",
"129",
"142",
"159",
"137",
"117",
"151",
"172",
"143",
"178",
"176",
"194",
"148",
"174",
"173",
"155",
"157",
"164",
"143",
"181",
"184",
"144",
"164",
"167",
"139",
"138",
"130",
"129",
"122",
"108",
"96",
"96",
"86",
"103",
"91",
"90",
"78",
"69",
"75",
"68",
"51",
"54",
"60",
"45",
"54",
"42",
"57",
"63",
"48",
"40",
"43",
"43",
"55",
"23992",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Cr, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.01     0.014",
"                      CaKa         3.68     0.228",
"                      CaKb         4.00     0.019",
"                      CrKa         5.41    13.220",
"                      CrKb         5.94     1.668",
"                      RuKa        19.21     0.126",
"                      ----        19.52     0.046",
"                      ----        20.04     0.065",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
