"Sample    : nb2o3_15763_t16",
"86",
"76",
"84",
"94",
"72",
"91",
"81",
"87",
"85",
"87",
"75",
"72",
"90",
"92",
"85",
"96",
"87",
"83",
"68",
"89",
"88",
"78",
"80",
"71",
"77",
"71",
"96",
"95",
"74",
"83",
"102",
"86",
"95",
"87",
"71",
"77",
"79",
"90",
"98",
"88",
"70",
"105",
"90",
"89",
"80",
"95",
"77",
"89",
"80",
"80",
"89",
"97",
"76",
"64",
"94",
"96",
"62",
"83",
"97",
"77",
"78",
"86",
"86",
"72",
"67",
"67",
"90",
"66",
"98",
"74",
"77",
"79",
"86",
"95",
"85",
"89",
"73",
"101",
"86",
"72",
"89",
"81",
"95",
"76",
"65",
"72",
"84",
"93",
"81",
"68",
"81",
"91",
"92",
"84",
"89",
"97",
"86",
"68",
"92",
"81",
"89",
"78",
"67",
"96",
"81",
"81",
"69",
"88",
"74",
"92",
"71",
"73",
"52",
"79",
"91",
"85",
"68",
"81",
"90",
"77",
"74",
"90",
"98",
"75",
"67",
"87",
"86",
"65",
"65",
"78",
"83",
"88",
"83",
"94",
"87",
"85",
"67",
"86",
"99",
"71",
"73",
"93",
"80",
"91",
"77",
"83",
"70",
"86",
"84",
"85",
"72",
"73",
"61",
"79",
"83",
"80",
"97",
"105",
"86",
"67",
"85",
"57",
"83",
"85",
"83",
"80",
"75",
"107",
"83",
"90",
"69",
"72",
"76",
"92",
"78",
"83",
"73",
"90",
"75",
"68",
"78",
"75",
"74",
"86",
"84",
"78",
"74",
"68",
"77",
"88",
"65",
"84",
"88",
"72",
"66",
"83",
"76",
"73",
"93",
"79",
"75",
"81",
"88",
"72",
"67",
"85",
"86",
"91",
"72",
"68",
"83",
"71",
"74",
"75",
"79",
"73",
"79",
"66",
"79",
"80",
"73",
"77",
"68",
"83",
"74",
"68",
"77",
"88",
"76",
"74",
"80",
"65",
"60",
"79",
"79",
"85",
"85",
"74",
"94",
"92",
"71",
"78",
"80",
"76",
"75",
"66",
"73",
"76",
"71",
"64",
"76",
"65",
"64",
"68",
"61",
"70",
"61",
"84",
"66",
"81",
"65",
"70",
"80",
"88",
"63",
"63",
"79",
"77",
"86",
"62",
"71",
"68",
"92",
"85",
"86",
"62",
"64",
"81",
"87",
"90",
"78",
"80",
"63",
"67",
"68",
"71",
"66",
"69",
"74",
"68",
"74",
"73",
"73",
"73",
"87",
"72",
"57",
"60",
"75",
"72",
"57",
"73",
"73",
"72",
"74",
"84",
"77",
"67",
"73",
"67",
"72",
"89",
"59",
"73",
"91",
"62",
"79",
"72",
"70",
"65",
"66",
"53",
"61",
"61",
"65",
"80",
"63",
"62",
"74",
"81",
"67",
"95",
"76",
"69",
"71",
"72",
"79",
"88",
"78",
"77",
"78",
"68",
"66",
"67",
"75",
"73",
"63",
"70",
"85",
"71",
"59",
"73",
"72",
"65",
"65",
"62",
"56",
"70",
"84",
"72",
"65",
"74",
"63",
"81",
"93",
"69",
"56",
"76",
"50",
"58",
"71",
"70",
"72",
"69",
"83",
"74",
"74",
"87",
"72",
"80",
"68",
"66",
"68",
"77",
"66",
"87",
"70",
"64",
"59",
"71",
"80",
"86",
"51",
"94",
"77",
"65",
"49",
"72",
"67",
"62",
"46",
"81",
"67",
"72",
"55",
"69",
"68",
"70",
"70",
"61",
"70",
"61",
"74",
"64",
"65",
"76",
"64",
"63",
"69",
"76",
"66",
"81",
"66",
"63",
"68",
"62",
"59",
"56",
"55",
"77",
"72",
"58",
"58",
"66",
"69",
"76",
"58",
"59",
"61",
"77",
"70",
"66",
"81",
"69",
"58",
"75",
"60",
"73",
"59",
"55",
"73",
"53",
"52",
"62",
"79",
"74",
"63",
"75",
"53",
"73",
"76",
"56",
"69",
"70",
"63",
"66",
"84",
"67",
"84",
"77",
"55",
"73",
"75",
"66",
"58",
"78",
"73",
"67",
"57",
"80",
"61",
"50",
"65",
"71",
"64",
"68",
"45",
"80",
"77",
"73",
"71",
"60",
"65",
"71",
"69",
"69",
"60",
"89",
"50",
"62",
"59",
"58",
"59",
"64",
"64",
"73",
"67",
"61",
"52",
"63",
"53",
"62",
"58",
"65",
"75",
"63",
"53",
"58",
"67",
"75",
"69",
"77",
"60",
"61",
"61",
"61",
"78",
"59",
"70",
"79",
"67",
"60",
"55",
"49",
"67",
"62",
"67",
"62",
"80",
"56",
"63",
"66",
"71",
"54",
"76",
"62",
"53",
"52",
"59",
"72",
"76",
"79",
"64",
"48",
"65",
"78",
"67",
"51",
"68",
"58",
"63",
"62",
"70",
"64",
"58",
"57",
"64",
"81",
"71",
"63",
"77",
"75",
"62",
"73",
"50",
"77",
"68",
"58",
"88",
"64",
"64",
"58",
"60",
"55",
"69",
"74",
"65",
"81",
"77",
"71",
"74",
"75",
"50",
"51",
"65",
"77",
"58",
"61",
"67",
"59",
"66",
"56",
"64",
"59",
"56",
"69",
"84",
"68",
"59",
"60",
"63",
"59",
"55",
"73",
"78",
"53",
"63",
"64",
"71",
"62",
"80",
"65",
"71",
"73",
"58",
"74",
"85",
"65",
"69",
"67",
"71",
"70",
"86",
"77",
"75",
"84",
"63",
"88",
"68",
"85",
"59",
"74",
"71",
"75",
"62",
"55",
"69",
"70",
"81",
"77",
"75",
"66",
"83",
"76",
"69",
"68",
"71",
"83",
"86",
"86",
"76",
"62",
"71",
"75",
"69",
"75",
"78",
"101",
"77",
"84",
"76",
"83",
"65",
"73",
"69",
"93",
"81",
"88",
"98",
"88",
"74",
"93",
"99",
"92",
"69",
"92",
"90",
"96",
"86",
"86",
"101",
"84",
"109",
"101",
"99",
"116",
"118",
"103",
"109",
"112",
"136",
"133",
"107",
"153",
"150",
"143",
"185",
"212",
"228",
"290",
"345",
"337",
"400",
"451",
"577",
"722",
"870",
"984",
"1316",
"1459",
"1718",
"2089",
"2427",
"2875",
"3024",
"3571",
"4214",
"4777",
"5042",
"5706",
"6289",
"7214",
"7415",
"8247",
"9095",
"9686",
"10094",
"10694",
"11072",
"12001",
"11610",
"12486",
"13107",
"12983",
"12544",
"12614",
"12724",
"12553",
"12256",
"12232",
"11860",
"11278",
"10381",
"9943",
"9385",
"9040",
"7964",
"7380",
"6822",
"6302",
"5445",
"4890",
"4309",
"3862",
"3253",
"2917",
"2413",
"2101",
"1744",
"1499",
"1291",
"1006",
"836",
"708",
"585",
"464",
"359",
"276",
"279",
"215",
"195",
"158",
"129",
"135",
"99",
"106",
"120",
"107",
"79",
"77",
"71",
"81",
"77",
"69",
"74",
"88",
"81",
"67",
"74",
"79",
"67",
"80",
"68",
"66",
"56",
"57",
"63",
"71",
"58",
"49",
"60",
"75",
"57",
"63",
"75",
"51",
"54",
"57",
"63",
"73",
"65",
"44",
"57",
"72",
"56",
"81",
"72",
"57",
"65",
"60",
"66",
"72",
"50",
"47",
"52",
"56",
"57",
"54",
"55",
"63",
"68",
"67",
"61",
"71",
"57",
"57",
"58",
"61",
"54",
"65",
"75",
"62",
"60",
"76",
"69",
"69",
"56",
"76",
"67",
"60",
"51",
"66",
"63",
"57",
"61",
"68",
"59",
"64",
"61",
"61",
"71",
"50",
"85",
"74",
"64",
"69",
"76",
"70",
"85",
"69",
"63",
"69",
"56",
"75",
"68",
"64",
"72",
"79",
"75",
"67",
"66",
"63",
"71",
"86",
"85",
"81",
"92",
"75",
"71",
"65",
"76",
"88",
"90",
"84",
"80",
"100",
"79",
"100",
"80",
"92",
"105",
"112",
"94",
"106",
"130",
"138",
"126",
"152",
"204",
"195",
"216",
"245",
"281",
"337",
"363",
"402",
"470",
"560",
"627",
"723",
"744",
"895",
"934",
"1073",
"1166",
"1358",
"1371",
"1479",
"1581",
"1753",
"1755",
"1861",
"2079",
"2074",
"2007",
"2072",
"2115",
"2204",
"2054",
"2091",
"2087",
"2196",
"2015",
"1982",
"1958",
"1834",
"1649",
"1699",
"1564",
"1555",
"1371",
"1307",
"1289",
"1192",
"1033",
"946",
"967",
"944",
"775",
"811",
"707",
"662",
"653",
"645",
"634",
"633",
"571",
"619",
"618",
"590",
"601",
"556",
"574",
"573",
"514",
"548",
"548",
"548",
"495",
"513",
"559",
"541",
"487",
"462",
"464",
"444",
"473",
"433",
"423",
"422",
"392",
"374",
"428",
"367",
"352",
"361",
"383",
"346",
"347",
"334",
"297",
"298",
"334",
"312",
"307",
"286",
"283",
"270",
"299",
"297",
"244",
"260",
"264",
"277",
"226",
"259",
"216",
"255",
"242",
"209",
"195",
"221",
"177",
"201",
"183",
"200",
"156",
"131",
"175",
"175",
"156",
"145",
"150",
"132",
"124",
"119",
"123",
"118",
"116",
"80",
"102",
"103",
"110",
"77",
"99",
"84",
"84",
"78",
"74",
"98",
"76",
"78",
"62",
"67",
"69",
"77",
"66",
"56",
"69",
"57",
"77",
"71",
"68",
"73",
"60",
"87",
"76",
"88",
"90",
"89",
"93",
"110",
"95",
"129",
"93",
"99",
"123",
"141",
"118",
"127",
"121",
"150",
"159",
"140",
"147",
"156",
"151",
"144",
"149",
"138",
"146",
"142",
"153",
"155",
"140",
"121",
"127",
"112",
"116",
"123",
"107",
"109",
"98",
"96",
"90",
"72",
"85",
"63",
"62",
"66",
"65",
"48",
"49",
"39",
"44",
"48",
"41",
"43",
"41",
"56",
"37",
"32",
"41",
"22959",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Nb, Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.43     0.015",
"                      ----         1.90     0.047",
"                      NbLa         2.17     0.771",
"                      CaKa         3.70     0.162",
"                      CaKb         4.01     0.021",
"                      NbKa        16.56     7.335",
"                      NbKb        18.64     1.125",
"                      ----        18.95     0.167",
"                      RhKa        20.08     0.054",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
