"Sample    : cu_c39_2046_t16",
"976",
"793",
"641",
"505",
"418",
"310",
"265",
"208",
"171",
"132",
"103",
"103",
"81",
"87",
"80",
"72",
"76",
"69",
"70",
"63",
"63",
"63",
"64",
"69",
"57",
"63",
"62",
"69",
"53",
"61",
"66",
"36",
"65",
"70",
"63",
"61",
"69",
"75",
"67",
"70",
"69",
"57",
"79",
"66",
"66",
"64",
"67",
"82",
"77",
"68",
"80",
"65",
"52",
"79",
"71",
"71",
"73",
"73",
"59",
"58",
"73",
"64",
"64",
"48",
"73",
"69",
"72",
"68",
"73",
"64",
"70",
"64",
"72",
"59",
"71",
"66",
"52",
"70",
"59",
"59",
"68",
"69",
"71",
"76",
"91",
"75",
"59",
"66",
"73",
"70",
"80",
"84",
"82",
"92",
"86",
"91",
"96",
"72",
"75",
"67",
"90",
"76",
"76",
"76",
"68",
"85",
"88",
"61",
"80",
"58",
"67",
"70",
"65",
"67",
"67",
"59",
"56",
"56",
"68",
"67",
"51",
"48",
"63",
"61",
"59",
"55",
"58",
"66",
"64",
"44",
"63",
"68",
"81",
"67",
"70",
"65",
"65",
"66",
"70",
"75",
"67",
"69",
"94",
"69",
"87",
"91",
"88",
"94",
"95",
"83",
"80",
"72",
"87",
"90",
"86",
"95",
"87",
"85",
"83",
"75",
"70",
"59",
"68",
"71",
"72",
"78",
"77",
"86",
"62",
"66",
"45",
"62",
"67",
"68",
"64",
"68",
"72",
"61",
"72",
"66",
"53",
"67",
"48",
"72",
"59",
"62",
"61",
"62",
"53",
"64",
"61",
"65",
"49",
"65",
"56",
"49",
"54",
"47",
"53",
"57",
"70",
"69",
"61",
"53",
"62",
"65",
"63",
"66",
"82",
"71",
"71",
"59",
"61",
"70",
"61",
"59",
"44",
"62",
"58",
"67",
"59",
"58",
"67",
"57",
"53",
"56",
"68",
"58",
"59",
"54",
"63",
"58",
"63",
"54",
"57",
"46",
"63",
"64",
"49",
"52",
"61",
"63",
"61",
"56",
"69",
"54",
"71",
"51",
"63",
"55",
"71",
"72",
"53",
"49",
"58",
"61",
"75",
"53",
"63",
"73",
"53",
"56",
"73",
"66",
"64",
"57",
"72",
"52",
"55",
"79",
"68",
"66",
"74",
"81",
"103",
"85",
"79",
"89",
"90",
"83",
"81",
"92",
"76",
"88",
"103",
"109",
"91",
"87",
"87",
"97",
"86",
"83",
"87",
"95",
"86",
"67",
"82",
"78",
"61",
"83",
"68",
"84",
"68",
"61",
"75",
"51",
"59",
"64",
"68",
"51",
"48",
"49",
"48",
"47",
"68",
"44",
"51",
"52",
"59",
"57",
"55",
"52",
"53",
"54",
"52",
"45",
"50",
"61",
"47",
"59",
"45",
"45",
"51",
"50",
"61",
"57",
"54",
"70",
"50",
"52",
"47",
"61",
"48",
"51",
"74",
"55",
"47",
"54",
"51",
"48",
"66",
"65",
"62",
"52",
"61",
"50",
"46",
"52",
"49",
"57",
"69",
"47",
"66",
"56",
"61",
"59",
"54",
"53",
"51",
"62",
"50",
"50",
"61",
"55",
"61",
"51",
"56",
"58",
"48",
"58",
"58",
"47",
"63",
"45",
"42",
"50",
"54",
"41",
"39",
"54",
"55",
"61",
"52",
"55",
"55",
"58",
"58",
"51",
"59",
"55",
"64",
"52",
"58",
"61",
"46",
"53",
"42",
"55",
"48",
"55",
"67",
"55",
"49",
"50",
"65",
"46",
"51",
"74",
"63",
"45",
"76",
"51",
"69",
"54",
"53",
"49",
"43",
"70",
"56",
"59",
"49",
"68",
"44",
"50",
"47",
"56",
"54",
"36",
"49",
"55",
"67",
"47",
"44",
"35",
"65",
"63",
"50",
"61",
"47",
"47",
"61",
"50",
"46",
"48",
"68",
"51",
"56",
"52",
"52",
"40",
"49",
"50",
"51",
"53",
"51",
"51",
"49",
"41",
"59",
"57",
"50",
"55",
"66",
"46",
"39",
"57",
"61",
"45",
"51",
"56",
"48",
"59",
"53",
"54",
"46",
"45",
"52",
"51",
"44",
"54",
"54",
"64",
"51",
"54",
"61",
"53",
"48",
"44",
"39",
"51",
"50",
"52",
"62",
"57",
"51",
"48",
"47",
"51",
"37",
"52",
"63",
"53",
"49",
"44",
"48",
"48",
"41",
"57",
"42",
"52",
"37",
"58",
"54",
"38",
"48",
"50",
"41",
"49",
"47",
"53",
"50",
"56",
"46",
"49",
"37",
"55",
"52",
"59",
"49",
"43",
"45",
"45",
"42",
"44",
"51",
"53",
"53",
"50",
"54",
"46",
"46",
"56",
"55",
"38",
"61",
"42",
"47",
"42",
"46",
"47",
"47",
"53",
"44",
"47",
"47",
"43",
"43",
"46",
"46",
"74",
"34",
"36",
"47",
"48",
"48",
"42",
"44",
"47",
"52",
"48",
"41",
"42",
"48",
"49",
"52",
"41",
"51",
"48",
"42",
"45",
"46",
"38",
"61",
"54",
"33",
"41",
"35",
"44",
"39",
"44",
"35",
"52",
"38",
"54",
"43",
"52",
"50",
"42",
"38",
"41",
"33",
"46",
"52",
"40",
"27",
"68",
"48",
"44",
"36",
"51",
"36",
"50",
"47",
"33",
"42",
"43",
"51",
"40",
"35",
"42",
"44",
"41",
"43",
"51",
"56",
"42",
"36",
"29",
"40",
"36",
"52",
"47",
"42",
"49",
"44",
"53",
"53",
"46",
"33",
"45",
"32",
"30",
"47",
"37",
"50",
"46",
"43",
"44",
"47",
"50",
"50",
"38",
"45",
"35",
"54",
"45",
"52",
"58",
"46",
"48",
"41",
"51",
"39",
"37",
"45",
"40",
"44",
"45",
"41",
"43",
"47",
"45",
"51",
"34",
"46",
"34",
"49",
"50",
"55",
"56",
"39",
"50",
"58",
"54",
"65",
"54",
"55",
"68",
"68",
"45",
"74",
"68",
"66",
"64",
"67",
"78",
"65",
"64",
"75",
"69",
"66",
"67",
"63",
"62",
"74",
"50",
"64",
"65",
"83",
"41",
"72",
"50",
"67",
"47",
"44",
"45",
"67",
"39",
"44",
"50",
"46",
"42",
"45",
"59",
"45",
"45",
"55",
"45",
"37",
"48",
"37",
"41",
"38",
"37",
"48",
"49",
"46",
"45",
"37",
"49",
"53",
"43",
"37",
"49",
"45",
"39",
"45",
"36",
"42",
"45",
"50",
"38",
"54",
"47",
"41",
"47",
"26",
"39",
"45",
"38",
"44",
"48",
"51",
"64",
"37",
"41",
"50",
"46",
"59",
"36",
"49",
"53",
"45",
"54",
"45",
"38",
"55",
"49",
"49",
"41",
"53",
"41",
"43",
"54",
"54",
"37",
"44",
"38",
"45",
"58",
"54",
"40",
"49",
"56",
"45",
"46",
"44",
"44",
"44",
"40",
"37",
"45",
"23",
"44",
"41",
"48",
"55",
"51",
"49",
"36",
"44",
"41",
"48",
"44",
"54",
"54",
"53",
"56",
"45",
"54",
"52",
"56",
"62",
"65",
"51",
"51",
"72",
"68",
"78",
"67",
"70",
"76",
"73",
"72",
"58",
"69",
"62",
"56",
"72",
"61",
"62",
"64",
"56",
"56",
"50",
"54",
"43",
"59",
"48",
"54",
"48",
"50",
"44",
"38",
"43",
"39",
"44",
"44",
"54",
"50",
"40",
"35",
"34",
"45",
"36",
"38",
"43",
"43",
"38",
"36",
"32",
"40",
"57",
"37",
"32",
"42",
"36",
"45",
"38",
"48",
"44",
"35",
"44",
"43",
"41",
"38",
"40",
"49",
"53",
"43",
"38",
"40",
"40",
"47",
"39",
"40",
"38",
"48",
"29",
"38",
"42",
"44",
"38",
"37",
"32",
"39",
"50",
"39",
"39",
"37",
"55",
"41",
"48",
"56",
"46",
"51",
"55",
"35",
"44",
"32",
"42",
"40",
"59",
"61",
"40",
"53",
"50",
"55",
"51",
"45",
"56",
"52",
"40",
"41",
"50",
"61",
"64",
"43",
"53",
"43",
"58",
"53",
"57",
"65",
"54",
"56",
"52",
"82",
"73",
"69",
"50",
"78",
"94",
"75",
"66",
"81",
"77",
"75",
"91",
"66",
"74",
"82",
"81",
"92",
"85",
"81",
"91",
"109",
"115",
"103",
"112",
"120",
"119",
"114",
"119",
"126",
"143",
"137",
"151",
"142",
"163",
"157",
"198",
"170",
"203",
"187",
"189",
"211",
"204",
"201",
"208",
"227",
"240",
"197",
"253",
"283",
"232",
"258",
"262",
"272",
"295",
"275",
"292",
"267",
"301",
"233",
"279",
"299",
"273",
"283",
"268",
"281",
"293",
"267",
"264",
"289",
"280",
"244",
"245",
"258",
"258",
"253",
"265",
"216",
"216",
"230",
"198",
"212",
"207",
"225",
"194",
"225",
"181",
"168",
"154",
"168",
"153",
"152",
"137",
"165",
"149",
"128",
"134",
"119",
"120",
"123",
"116",
"118",
"109",
"99",
"87",
"96",
"92",
"88",
"73",
"85",
"77",
"72",
"65",
"75",
"68",
"79",
"50",
"73",
"81",
"66",
"64",
"79",
"68",
"64",
"50",
"77",
"77",
"65",
"78",
"73",
"65",
"67",
"69",
"81",
"90",
"99",
"110",
"98",
"103",
"90",
"131",
"121",
"113",
"121",
"134",
"112",
"141",
"132",
"136",
"126",
"121",
"115",
"115",
"136",
"108",
"114",
"116",
"116",
"101",
"113",
"96",
"110",
"101",
"86",
"80",
"88",
"77",
"90",
"73",
"67",
"78",
"63",
"59",
"45",
"46",
"42",
"52",
"40",
"43",
"41",
"49",
"39",
"36",
"32",
"43",
"38",
"34",
"34",
"19063",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Cu, S , Cl, Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CuLa         0.94     0.037",
"                      S Ka         2.30     0.028",
"                      ClKa         2.64     0.007",
"                      CaKa         3.62     0.009",
"                      CuKaESC      6.35     0.019",
"                      CuKa         8.04     7.743",
"                      CuKb         8.89     1.003",
"                      RhKaC       19.25     0.080",
"                      RhKa        20.05     0.031",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
