"Sample    : cu_c39_2046_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 21:58:15",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  309-Auto Al  0 - 20    0.8 - 1.2   Live -  180   13",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"10",
"15",
"8",
"16",
"15",
"15",
"13",
"13",
"9",
"12",
"9",
"19",
"12",
"11",
"10",
"7",
"7",
"13",
"12",
"10",
"13",
"12",
"12",
"9",
"12",
"16",
"9",
"14",
"8",
"17",
"14",
"8",
"5",
"14",
"14",
"11",
"8",
"16",
"12",
"13",
"13",
"12",
"14",
"10",
"9",
"21",
"12",
"19",
"30",
"19",
"25",
"24",
"28",
"41",
"36",
"51",
"65",
"80",
"91",
"121",
"133",
"171",
"161",
"188",
"213",
"195",
"171",
"167",
"157",
"139",
"121",
"83",
"83",
"62",
"51",
"33",
"37",
"26",
"18",
"12",
"11",
"14",
"14",
"13",
"14",
"13",
"10",
"7",
"10",
"12",
"16",
"9",
"9",
"13",
"13",
"15",
"8",
"16",
"10",
"13",
"9",
"4",
"5",
"3",
"6",
"9",
"7",
"12",
"7",
"9",
"8",
"7",
"18",
"13",
"18",
"18",
"13",
"18",
"22",
"17",
"22",
"12",
"14",
"9",
"11",
"19",
"11",
"15",
"14",
"8",
"6",
"14",
"10",
"4",
"2",
"8",
"9",
"15",
"16",
"17",
"14",
"33",
"25",
"27",
"24",
"29",
"18",
"22",
"16",
"19",
"16",
"13",
"9",
"13",
"14",
"16",
"14",
"21",
"12",
"14",
"12",
"17",
"17",
"15",
"25",
"27",
"29",
"27",
"28",
"29",
"33",
"35",
"33",
"26",
"34",
"28",
"24",
"25",
"21",
"21",
"17",
"15",
"18",
"12",
"17",
"22",
"18",
"18",
"21",
"18",
"27",
"37",
"39",
"66",
"63",
"99",
"93",
"120",
"127",
"141",
"127",
"145",
"124",
"117",
"96",
"103",
"61",
"74",
"37",
"34",
"30",
"28",
"21",
"25",
"15",
"21",
"21",
"21",
"22",
"18",
"19",
"16",
"15",
"15",
"22",
"28",
"11",
"26",
"41",
"49",
"40",
"41",
"42",
"49",
"40",
"44",
"53",
"43",
"33",
"23",
"13",
"18",
"15",
"16",
"25",
"14",
"13",
"13",
"9",
"13",
"13",
"15",
"12",
"13",
"15",
"14",
"15",
"18",
"11",
"13",
"12",
"11",
"11",
"14",
"10",
"16",
"6",
"11",
"8",
"6",
"8",
"6",
"6",
"6",
"9",
"7",
"7",
"7",
"12",
"9",
"5",
"8",
"8",
"8",
"6",
"6",
"7",
"8",
"12",
"10",
"16",
"8",
"7",
"8",
"6",
"9",
"13",
"8",
"11",
"9",
"9",
"7",
"6",
"16",
"8",
"7",
"9",
"13",
"9",
"9",
"11",
"6",
"14",
"11",
"8",
"14",
"10",
"13",
"9",
"13",
"7",
"11",
"13",
"19",
"12",
"16",
"28",
"27",
"26",
"25",
"33",
"46",
"40",
"49",
"32",
"33",
"44",
"48",
"26",
"34",
"39",
"41",
"40",
"39",
"25",
"32",
"24",
"26",
"18",
"18",
"13",
"21",
"23",
"26",
"22",
"31",
"26",
"17",
"31",
"15",
"29",
"19",
"28",
"11",
"21",
"22",
"25",
"24",
"19",
"21",
"12",
"26",
"15",
"21",
"15",
"14",
"18",
"16",
"16",
"14",
"16",
"14",
"21",
"19",
"11",
"18",
"7",
"17",
"17",
"21",
"23",
"21",
"14",
"19",
"17",
"19",
"24",
"24",
"18",
"16",
"16",
"21",
"12",
"21",
"13",
"29",
"25",
"30",
"23",
"26",
"21",
"17",
"25",
"21",
"18",
"24",
"25",
"30",
"25",
"29",
"39",
"30",
"36",
"37",
"22",
"26",
"31",
"26",
"37",
"17",
"25",
"36",
"22",
"21",
"30",
"31",
"25",
"24",
"27",
"24",
"22",
"40",
"36",
"40",
"22",
"34",
"24",
"32",
"28",
"29",
"26",
"34",
"15",
"29",
"30",
"27",
"22",
"29",
"24",
"27",
"28",
"26",
"34",
"25",
"26",
"29",
"29",
"29",
"29",
"23",
"23",
"35",
"23",
"25",
"30",
"37",
"32",
"33",
"33",
"23",
"31",
"37",
"27",
"31",
"37",
"37",
"37",
"28",
"33",
"36",
"34",
"25",
"38",
"48",
"23",
"51",
"30",
"30",
"33",
"39",
"24",
"29",
"38",
"37",
"23",
"42",
"31",
"36",
"51",
"36",
"37",
"40",
"34",
"26",
"24",
"42",
"44",
"36",
"31",
"33",
"35",
"37",
"28",
"32",
"37",
"27",
"43",
"41",
"27",
"30",
"45",
"32",
"41",
"38",
"38",
"35",
"41",
"39",
"48",
"50",
"36",
"42",
"41",
"43",
"42",
"56",
"36",
"45",
"39",
"50",
"50",
"56",
"43",
"49",
"50",
"42",
"54",
"41",
"34",
"52",
"52",
"48",
"48",
"65",
"53",
"65",
"62",
"49",
"46",
"54",
"51",
"53",
"44",
"61",
"52",
"56",
"46",
"52",
"51",
"44",
"56",
"56",
"71",
"76",
"37",
"65",
"75",
"79",
"68",
"75",
"98",
"92",
"101",
"99",
"81",
"99",
"94",
"118",
"102",
"129",
"103",
"130",
"132",
"114",
"134",
"108",
"127",
"108",
"123",
"124",
"93",
"103",
"96",
"84",
"85",
"92",
"71",
"72",
"78",
"82",
"71",
"74",
"78",
"54",
"54",
"52",
"79",
"81",
"58",
"67",
"53",
"82",
"53",
"73",
"75",
"73",
"59",
"47",
"73",
"64",
"58",
"69",
"72",
"75",
"78",
"69",
"57",
"84",
"94",
"88",
"78",
"80",
"65",
"67",
"72",
"81",
"83",
"74",
"85",
"64",
"65",
"89",
"58",
"68",
"71",
"74",
"80",
"85",
"59",
"66",
"98",
"88",
"64",
"72",
"72",
"82",
"87",
"87",
"69",
"81",
"85",
"81",
"78",
"84",
"87",
"86",
"96",
"79",
"80",
"79",
"81",
"85",
"84",
"94",
"84",
"95",
"76",
"82",
"75",
"78",
"86",
"72",
"76",
"86",
"81",
"94",
"87",
"71",
"90",
"92",
"94",
"73",
"84",
"78",
"87",
"73",
"83",
"89",
"83",
"101",
"81",
"83",
"112",
"95",
"92",
"88",
"99",
"84",
"99",
"101",
"103",
"105",
"97",
"96",
"111",
"118",
"102",
"98",
"152",
"136",
"118",
"120",
"134",
"137",
"143",
"156",
"186",
"186",
"216",
"266",
"289",
"384",
"436",
"653",
"765",
"1104",
"1411",
"1943",
"2530",
"3257",
"4136",
"5422",
"6894",
"8617",
"9764",
"12020",
"13970",
"16498",
"17479",
"19966",
"21665",
"23718",
"23401",
"24636",
"24851",
"25316",
"23195",
"23380",
"21881",
"20324",
"17854",
"16299",
"13913",
"12487",
"10156",
"8998",
"7081",
"5813",
"4378",
"3438",
"2652",
"2035",
"1464",
"1069",
"849",
"653",
"436",
"347",
"258",
"203",
"162",
"125",
"121",
"116",
"82",
"117",
"129",
"137",
"105",
"117",
"108",
"112",
"114",
"95",
"110",
"91",
"94",
"87",
"105",
"130",
"133",
"123",
"115",
"150",
"114",
"123",
"143",
"142",
"146",
"157",
"164",
"161",
"175",
"176",
"189",
"204",
"177",
"211",
"212",
"248",
"274",
"318",
"371",
"454",
"515",
"608",
"719",
"902",
"1023",
"1228",
"1463",
"1739",
"1879",
"2158",
"2465",
"2610",
"2766",
"3035",
"3244",
"3193",
"3239",
"3170",
"3183",
"3080",
"2894",
"2883",
"2631",
"2321",
"1908",
"1855",
"1539",
"1402",
"1095",
