"Sample    : fe_31560_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 18:45:40",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  187-Auto Al  0 - 20    0.8 - 1.2   Live -  180   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"8",
"7",
"8",
"17",
"15",
"16",
"9",
"9",
"11",
"12",
"8",
"18",
"16",
"8",
"8",
"8",
"5",
"18",
"16",
"8",
"15",
"9",
"11",
"10",
"10",
"6",
"10",
"12",
"12",
"13",
"7",
"11",
"15",
"24",
"15",
"19",
"20",
"24",
"29",
"23",
"22",
"28",
"20",
"33",
"25",
"24",
"23",
"28",
"22",
"21",
"22",
"19",
"13",
"12",
"8",
"16",
"8",
"19",
"10",
"6",
"11",
"15",
"11",
"8",
"12",
"8",
"4",
"13",
"8",
"9",
"16",
"12",
"10",
"12",
"10",
"11",
"10",
"6",
"6",
"7",
"10",
"10",
"9",
"19",
"9",
"5",
"12",
"13",
"9",
"15",
"4",
"11",
"9",
"8",
"11",
"16",
"15",
"10",
"12",
"9",
"12",
"12",
"7",
"11",
"7",
"5",
"8",
"19",
"15",
"12",
"10",
"22",
"11",
"17",
"16",
"18",
"23",
"16",
"31",
"18",
"18",
"13",
"23",
"15",
"15",
"12",
"10",
"10",
"12",
"19",
"11",
"16",
"10",
"15",
"16",
"10",
"7",
"15",
"18",
"10",
"13",
"27",
"13",
"13",
"9",
"26",
"12",
"22",
"12",
"8",
"16",
"11",
"20",
"13",
"10",
"17",
"23",
"10",
"19",
"23",
"22",
"24",
"25",
"40",
"39",
"46",
"53",
"55",
"68",
"67",
"74",
"67",
"80",
"62",
"56",
"45",
"42",
"33",
"26",
"34",
"20",
"19",
"15",
"10",
"19",
"20",
"20",
"8",
"16",
"15",
"16",
"12",
"17",
"16",
"16",
"10",
"13",
"13",
"15",
"13",
"12",
"18",
"7",
"8",
"16",
"12",
"15",
"20",
"15",
"10",
"12",
"10",
"10",
"19",
"10",
"8",
"10",
"15",
"8",
"7",
"12",
"8",
"16",
"12",
"5",
"17",
"16",
"11",
"9",
"12",
"13",
"11",
"11",
"16",
"18",
"20",
"16",
"10",
"16",
"19",
"17",
"17",
"17",
"10",
"9",
"10",
"16",
"16",
"13",
"12",
"12",
"18",
"18",
"18",
"9",
"21",
"17",
"20",
"9",
"16",
"20",
"17",
"12",
"18",
"19",
"13",
"3",
"16",
"20",
"16",
"18",
"17",
"8",
"16",
"7",
"13",
"11",
"11",
"10",
"10",
"17",
"17",
"12",
"21",
"16",
"7",
"13",
"16",
"17",
"10",
"16",
"11",
"21",
"8",
"17",
"17",
"15",
"13",
"20",
"10",
"16",
"13",
"19",
"11",
"13",
"22",
"13",
"13",
"16",
"11",
"10",
"22",
"22",
"19",
"17",
"17",
"20",
"20",
"18",
"26",
"21",
"29",
"24",
"36",
"38",
"61",
"77",
"103",
"138",
"190",
"196",
"284",
"320",
"417",
"446",
"574",
"590",
"693",
"682",
"726",
"703",
"651",
"606",
"535",
"463",
"392",
"334",
"287",
"204",
"152",
"102",
"88",
"78",
"68",
"40",
"49",
"52",
"50",
"45",
"60",
"62",
"45",
"55",
"55",
"60",
"62",
"77",
"93",
"106",
"110",
"105",
"111",
"96",
"102",
"94",
"101",
"89",
"78",
"75",
"65",
"51",
"49",
"45",
"30",
"33",
"29",
"22",
"30",
"26",
"25",
"25",
"24",
"20",
"36",
"26",
"29",
"19",
"25",
"23",
"22",
"22",
"26",
"26",
"29",
"30",
"37",
"30",
"29",
"34",
"42",
"31",
"40",
"41",
"49",
"54",
"42",
"36",
"41",
"52",
"48",
"40",
"57",
"65",
"67",
"70",
"81",
"98",
"111",
"97",
"113",
"160",
"151",
"144",
"187",
"174",
"207",
"176",
"180",
"149",
"150",
"124",
"115",
"110",
"85",
"82",
"70",
"42",
"50",
"64",
"54",
"58",
"54",
"47",
"38",
"31",
"41",
"34",
"40",
"51",
"52",
"42",
"44",
"48",
"41",
"45",
"38",
"37",
"44",
"50",
"54",
"45",
"36",
"32",
"40",
"41",
"45",
"45",
"47",
"45",
"54",
"35",
"40",
"54",
"45",
"56",
"50",
"44",
"59",
"59",
"58",
"56",
"65",
"67",
"73",
"74",
"57",
"59",
"70",
"68",
"67",
"49",
"89",
"69",
"69",
"62",
"83",
"62",
"75",
"82",
"59",
"78",
"76",
"75",
"97",
"97",
"75",
"79",
"82",
"76",
"81",
"63",
"78",
"77",
"63",
"60",
"72",
"67",
"91",
"64",
"77",
"73",
"61",
"73",
"78",
"78",
"59",
"73",
"57",
"60",
"68",
"67",
"44",
"60",
"75",
"51",
"74",
"58",
"63",
"72",
"69",
"79",
"74",
"78",
"75",
"86",
"99",
"70",
"83",
"80",
"83",
"70",
"82",
"81",
"96",
"79",
"96",
"91",
"111",
"92",
"101",
"124",
"117",
"119",
"106",
"120",
"135",
"134",
"118",
"149",
"147",
"158",
"173",
"211",
"207",
"191",
"216",
"255",
"305",
"330",
"504",
"648",
"877",
"1140",
"1638",
"2233",
"3248",
"4193",
"5752",
"7521",
"9745",
"11866",
"15250",
"18197",
"22111",
"24057",
"27761",
"31131",
"33601",
"34197",
"38056",
"35684",
"36359",
"33156",
"32372",
"29700",
"27522",
"23018",
"20637",
"17203",
"14454",
"11189",
"9047",
"7085",
"5328",
"3740",
"2991",
"1998",
"1460",
"962",
"694",
"485",
"413",
"288",
"256",
"206",
"188",
"163",
"155",
"171",
"158",
"150",
"149",
"139",
"159",
"152",
"147",
"160",
"153",
"194",
"179",
"178",
"184",
"209",
"224",
"258",
"275",
"291",
"329",
"416",
"565",
"586",
"766",
"966",
"1096",
"1372",
"1805",
"2019",
"2465",
"2672",
"3156",
"3631",
"3985",
"4053",
"4323",
"4623",
"4686",
"4534",
"4517",
"4225",
"4144",
"3713",
"3427",
"3005",
"2651",
"2189",
"1887",
"1538",
"1392",
"993",
"775",
"599",
"485",
"342",
"283",
"239",
"178",
"124",
"103",
"83",
"85",
"67",
"72",
"65",
"42",
"57",
"63",
"63",
"56",
"64",
"70",
"70",
"58",
"75",
"59",
"79",
"46",
"67",
"77",
"70",
"59",
"75",
"72",
"56",
"84",
"63",
"68",
"70",
"56",
"63",
"69",
"62",
"76",
"54",
"58",
"65",
"61",
"58",
"66",
"72",
"55",
"62",
"64",
"63",
"54",
"63",
"60",
"64",
"75",
"60",
"68",
"63",
"72",
"80",
"56",
"70",
"75",
"73",
"73",
"67",
"64",
"57",
"63",
"58",
"75",
"67",
"76",
"67",
"82",
"69",
"78",
"79",
"74",
"75",
"68",
"75",
"84",
"63",
"61",
"75",
"74",
"63",
"62",
"81",
"55",
"78",
"67",
"74",
"60",
"65",
"76",
"61",
"54",
"52",
"64",
"72",
"73",
"56",
"62",
"61",
"64",
"56",
"80",
"69",
"56",
"52",
"72",
"45",
"61",
"60",
"66",
"67",
"68",
"58",
"72",
"75",
"77",
"68",
"72",
"65",
"78",
"85",
"88",
"78",
"87",
"93",
"96",
"89",
"92",
"98",
"106",
"86",
"112",
"88",
"89",
"97",
"109",
"89",
"116",
"104",
"88",
"90",
"94",
"75",
"72",
"84",
"67",
"61",
"89",
"72",
"64",
"57",
"67",
"64",
"60",
"68",
"68",
"67",
"59",
"77",
"78",
"60",
"79",
"66",
"62",
"69",
"64",
"72",
"67",
"65",
"60",
"57",
"80",
"54",
"74",
