"Sample    : ni_15757_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 19:15:59",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"4",
"12",
"11",
"10",
"14",
"7",
"15",
"9",
"10",
"3",
"7",
"6",
"6",
"10",
"6",
"19",
"7",
"8",
"12",
"10",
"7",
"3",
"8",
"3",
"8",
"5",
"7",
"9",
"10",
"10",
"7",
"6",
"6",
"14",
"5",
"4",
"10",
"17",
"9",
"12",
"12",
"16",
"12",
"20",
"19",
"26",
"34",
"43",
"46",
"44",
"61",
"73",
"87",
"109",
"97",
"119",
"110",
"126",
"110",
"98",
"106",
"91",
"83",
"60",
"47",
"37",
"32",
"23",
"12",
"16",
"12",
"14",
"11",
"16",
"7",
"7",
"16",
"8",
"8",
"11",
"4",
"14",
"12",
"5",
"11",
"7",
"6",
"7",
"11",
"8",
"14",
"6",
"6",
"7",
"5",
"11",
"9",
"7",
"12",
"8",
"7",
"14",
"5",
"10",
"4",
"8",
"11",
"5",
"9",
"10",
"7",
"10",
"12",
"10",
"6",
"12",
"10",
"17",
"12",
"10",
"15",
"6",
"15",
"16",
"9",
"14",
"8",
"8",
"14",
"11",
"12",
"10",
"8",
"11",
"11",
"10",
"8",
"11",
"18",
"12",
"12",
"9",
"12",
"14",
"12",
"15",
"11",
"17",
"21",
"21",
"11",
"12",
"17",
"12",
"6",
"9",
"9",
"16",
"11",
"16",
"15",
"14",
"20",
"18",
"12",
"27",
"29",
"32",
"29",
"35",
"51",
"46",
"28",
"32",
"34",
"27",
"19",
"26",
"20",
"12",
"12",
"8",
"12",
"16",
"9",
"7",
"10",
"10",
"12",
"16",
"15",
"8",
"12",
"8",
"11",
"14",
"16",
"9",
"17",
"9",
"9",
"9",
"10",
"14",
"5",
"12",
"7",
"11",
"18",
"11",
"7",
"9",
"14",
"8",
"5",
"6",
"5",
"10",
"4",
"5",
"10",
"10",
"10",
"7",
"9",
"8",
"4",
"14",
"11",
"14",
"20",
"9",
"8",
"8",
"15",
"10",
"9",
"22",
"14",
"7",
"19",
"12",
"16",
"10",
"14",
"18",
"14",
"18",
"8",
"12",
"9",
"7",
"14",
"15",
"10",
"11",
"11",
"7",
"16",
"12",
"6",
"14",
"10",
"8",
"8",
"10",
"12",
"7",
"16",
"10",
"14",
"12",
"10",
"5",
"7",
"14",
"7",
"6",
"9",
"10",
"10",
"12",
"16",
"14",
"6",
"12",
"10",
"9",
"8",
"4",
"12",
"11",
"9",
"8",
"9",
"9",
"11",
"8",
"10",
"7",
"11",
"16",
"6",
"15",
"14",
"14",
"9",
"12",
"11",
"11",
"16",
"12",
"4",
"18",
"12",
"16",
"11",
"16",
"18",
"20",
"20",
"21",
"21",
"39",
"20",
"38",
"38",
"77",
"64",
"87",
"129",
"159",
"172",
"232",
"232",
"282",
"299",
"395",
"342",
"375",
"348",
"302",
"303",
"290",
"215",
"175",
"169",
"158",
"80",
"84",
"49",
"55",
"52",
"41",
"34",
"45",
"25",
"32",
"36",
"42",
"35",
"36",
"38",
"41",
"42",
"41",
"51",
"54",
"63",
"69",
"47",
"61",
"71",
"62",
"54",
"64",
"39",
"46",
"45",
"21",
"30",
"27",
"31",
"22",
"23",
"18",
"23",
"22",
"21",
"20",
"17",
"20",
"17",
"22",
"17",
"19",
"22",
"31",
"21",
"22",
"22",
"20",
"23",
"26",
"20",
"24",
"33",
"34",
"23",
"18",
"38",
"28",
"27",
"31",
"23",
"24",
"35",
"29",
"26",
"33",
"30",
"32",
"30",
"47",
"31",
"32",
"41",
"30",
"36",
"25",
"37",
"28",
"31",
"32",
"25",
"33",
"29",
"28",
"35",
"29",
"23",
"32",
"27",
"35",
"22",
"28",
"24",
"15",
"23",
"27",
"31",
"24",
"25",
"25",
"29",
"28",
"18",
"28",
"25",
"28",
"27",
"34",
"20",
"24",
"30",
"27",
"22",
"30",
"14",
"22",
"11",
"24",
"17",
"18",
"25",
"29",
"22",
"19",
"24",
"22",
"27",
"24",
"19",
"19",
"20",
"29",
"35",
"32",
"22",
"30",
"27",
"26",
"29",
"27",
"31",
"27",
"30",
"38",
"30",
"27",
"37",
"22",
"33",
"38",
"34",
"35",
"35",
"30",
"30",
"31",
"36",
"51",
"37",
"34",
"34",
"43",
"22",
"42",
"20",
"34",
"43",
"33",
"35",
"35",
"29",
"34",
"37",
"39",
"47",
"54",
"62",
"52",
"64",
"72",
"69",
"65",
"98",
"91",
"86",
"101",
"110",
"114",
"104",
"123",
"114",
"123",
"114",
"65",
"87",
"114",
"82",
"77",
"60",
"62",
"54",
"52",
"54",
"39",
"50",
"63",
"47",
"43",
"48",
"46",
"36",
"63",
"55",
"49",
"50",
"62",
"52",
"47",
"48",
"59",
"59",
"49",
"50",
"59",
"62",
"68",
"49",
"52",
"70",
"80",
"76",
"68",
"65",
"65",
"53",
"58",
"76",
"60",
"59",
"74",
"68",
"73",
"78",
"77",
"64",
"72",
"89",
"75",
"87",
"83",
"99",
"88",
"97",
"107",
"101",
"105",
"96",
"84",
"98",
"99",
"80",
"87",
"103",
"102",
"81",
"96",
"83",
"61",
"86",
"84",
"81",
"77",
"73",
"77",
"66",
"72",
"62",
"63",
"70",
"72",
"78",
"52",
"70",
"68",
"84",
"62",
"68",
"63",
"69",
"79",
"54",
"72",
"79",
"63",
"55",
"62",
"82",
"71",
"75",
"66",
"63",
"70",
"69",
"70",
"84",
"74",
"69",
"66",
"90",
"78",
"79",
"80",
"78",
"86",
"107",
"95",
"105",
"100",
"89",
"110",
"111",
"128",
"106",
"119",
"153",
"105",
"114",
"123",
"148",
"145",
"134",
"155",
"164",
"169",
"197",
"157",
"180",
"224",
"202",
"287",
"323",
"408",
"570",
"716",
"1006",
"1459",
"1887",
"2487",
"3511",
"4581",
"5847",
"7419",
"9391",
"11848",
"13767",
"16471",
"19087",
"22434",
"23685",
"26883",
"28340",
"30089",
"29739",
"31044",
"30380",
"30279",
"27829",
"27409",
"24314",
"22792",
"18936",
"16852",
"14458",
"12275",
"9681",
"7839",
"6385",
"4969",
"3540",
"2766",
"2049",
"1551",
"986",
"768",
"595",
"411",
"295",
"236",
"180",
"168",
"151",
"134",
"110",
"102",
"115",
"118",
"97",
"128",
"113",
"106",
"76",
"111",
"108",
"99",
"127",
"118",
"101",
"107",
"119",
"109",
"134",
"148",
"152",
"162",
"164",
"155",
"172",
"193",
"158",
"204",
"218",
"243",
"254",
"358",
"373",
"489",
"576",
"631",
"897",
"1051",
"1202",
"1442",
"1750",
"2116",
"2155",
"2672",
"2810",
"3258",
"3307",
"3710",
"3786",
"4057",
"4023",
"3759",
"3895",
"3845",
"3476",
"3353",
"3112",
"2778",
"2329",
"2045",
"1803",
"1501",
"1162",
"952",
"813",
"664",
"470",
"416",
"291",
"252",
"194",
"150",
"127",
"86",
"90",
"81",
"85",
"82",
"72",
"47",
"61",
"70",
"74",
"84",
"80",
"100",
"71",
"84",
"94",
"72",
"73",
"74",
"83",
"90",
"60",
"81",
"65",
"73",
"63",
"68",
"55",
"57",
"46",
"59",
"50",
"58",
"52",
"50",
"61",
"64",
"56",
"53",
"39",
"52",
"72",
"62",
"41",
"50",
"53",
"60",
"70",
"63",
"50",
"63",
"53",
"53",
"66",
"50",
