"Sample    : ni_15757_t16",
"41",
"68",
"39",
"43",
"44",
"50",
"54",
"71",
"42",
"55",
"47",
"53",
"70",
"58",
"48",
"59",
"46",
"49",
"52",
"60",
"49",
"50",
"48",
"53",
"70",
"56",
"53",
"50",
"56",
"38",
"49",
"58",
"66",
"48",
"50",
"64",
"50",
"61",
"55",
"64",
"59",
"46",
"51",
"62",
"50",
"72",
"60",
"61",
"65",
"66",
"58",
"65",
"64",
"63",
"60",
"60",
"70",
"62",
"61",
"72",
"72",
"56",
"69",
"73",
"61",
"63",
"69",
"61",
"57",
"61",
"54",
"62",
"60",
"52",
"51",
"51",
"58",
"53",
"55",
"68",
"76",
"51",
"50",
"47",
"63",
"66",
"56",
"58",
"54",
"54",
"58",
"38",
"60",
"47",
"74",
"59",
"52",
"58",
"48",
"71",
"58",
"60",
"50",
"59",
"48",
"42",
"52",
"62",
"58",
"56",
"35",
"60",
"50",
"49",
"51",
"34",
"57",
"73",
"48",
"56",
"53",
"49",
"55",
"41",
"46",
"60",
"60",
"41",
"60",
"51",
"60",
"49",
"49",
"48",
"44",
"55",
"68",
"61",
"52",
"47",
"60",
"43",
"59",
"46",
"43",
"33",
"30",
"50",
"44",
"63",
"46",
"55",
"42",
"80",
"46",
"42",
"48",
"54",
"45",
"53",
"54",
"46",
"50",
"49",
"35",
"72",
"55",
"53",
"53",
"55",
"51",
"59",
"55",
"50",
"52",
"49",
"59",
"48",
"52",
"41",
"45",
"51",
"57",
"50",
"44",
"50",
"50",
"42",
"53",
"53",
"59",
"37",
"61",
"54",
"38",
"57",
"58",
"53",
"59",
"47",
"59",
"57",
"53",
"46",
"60",
"45",
"51",
"36",
"53",
"61",
"72",
"56",
"44",
"60",
"46",
"54",
"57",
"54",
"44",
"59",
"53",
"48",
"49",
"50",
"37",
"58",
"41",
"50",
"51",
"49",
"43",
"46",
"38",
"53",
"48",
"49",
"66",
"60",
"49",
"55",
"66",
"60",
"46",
"38",
"43",
"48",
"52",
"56",
"48",
"53",
"42",
"58",
"43",
"47",
"47",
"48",
"49",
"52",
"52",
"32",
"56",
"46",
"60",
"49",
"58",
"49",
"52",
"57",
"53",
"39",
"57",
"55",
"49",
"49",
"49",
"43",
"36",
"42",
"60",
"42",
"52",
"43",
"52",
"47",
"50",
"44",
"51",
"51",
"43",
"47",
"42",
"47",
"43",
"49",
"41",
"35",
"44",
"58",
"37",
"56",
"50",
"39",
"52",
"51",
"44",
"56",
"50",
"44",
"46",
"29",
"35",
"33",
"43",
"50",
"34",
"47",
"53",
"42",
"47",
"60",
"33",
"43",
"50",
"36",
"48",
"48",
"51",
"41",
"42",
"50",
"48",
"43",
"44",
"45",
"45",
"57",
"36",
"41",
"35",
"36",
"49",
"44",
"49",
"28",
"50",
"55",
"53",
"53",
"43",
"33",
"49",
"35",
"50",
"44",
"54",
"44",
"47",
"39",
"52",
"48",
"43",
"38",
"53",
"29",
"53",
"44",
"59",
"47",
"51",
"49",
"35",
"44",
"48",
"49",
"59",
"47",
"59",
"48",
"43",
"53",
"43",
"39",
"54",
"55",
"43",
"37",
"34",
"63",
"39",
"55",
"42",
"36",
"57",
"52",
"54",
"46",
"52",
"41",
"46",
"50",
"56",
"37",
"50",
"55",
"48",
"52",
"54",
"45",
"54",
"33",
"37",
"39",
"48",
"49",
"51",
"55",
"43",
"36",
"54",
"39",
"52",
"39",
"50",
"54",
"60",
"58",
"43",
"39",
"44",
"39",
"48",
"54",
"43",
"44",
"42",
"47",
"53",
"46",
"38",
"52",
"38",
"47",
"41",
"50",
"56",
"45",
"34",
"43",
"36",
"47",
"43",
"52",
"36",
"45",
"41",
"32",
"41",
"30",
"49",
"36",
"57",
"38",
"42",
"39",
"42",
"46",
"37",
"38",
"56",
"51",
"52",
"37",
"39",
"37",
"38",
"36",
"43",
"34",
"34",
"34",
"45",
"52",
"50",
"36",
"45",
"39",
"47",
"47",
"39",
"48",
"31",
"50",
"36",
"39",
"38",
"42",
"44",
"53",
"43",
"36",
"44",
"39",
"25",
"36",
"33",
"51",
"39",
"41",
"32",
"31",
"41",
"39",
"46",
"42",
"37",
"31",
"51",
"46",
"43",
"46",
"55",
"35",
"39",
"28",
"43",
"47",
"35",
"44",
"37",
"42",
"35",
"34",
"34",
"47",
"35",
"38",
"50",
"37",
"34",
"43",
"41",
"48",
"38",
"47",
"53",
"58",
"41",
"36",
"26",
"52",
"37",
"38",
"29",
"45",
"27",
"34",
"49",
"33",
"48",
"33",
"24",
"41",
"36",
"53",
"38",
"37",
"39",
"34",
"46",
"48",
"45",
"44",
"47",
"47",
"47",
"54",
"55",
"63",
"66",
"62",
"64",
"62",
"68",
"62",
"83",
"83",
"69",
"68",
"87",
"96",
"83",
"63",
"90",
"85",
"74",
"63",
"83",
"72",
"77",
"54",
"84",
"79",
"69",
"62",
"64",
"51",
"47",
"65",
"56",
"56",
"46",
"30",
"46",
"46",
"48",
"45",
"34",
"51",
"47",
"44",
"45",
"43",
"35",
"43",
"39",
"43",
"39",
"31",
"47",
"47",
"35",
"36",
"46",
"37",
"44",
"31",
"42",
"26",
"32",
"41",
"45",
"43",
"29",
"28",
"44",
"45",
"46",
"32",
"42",
"39",
"33",
"46",
"37",
"38",
"51",
"46",
"41",
"44",
"32",
"48",
"44",
"32",
"38",
"41",
"50",
"50",
"43",
"47",
"56",
"61",
"38",
"37",
"39",
"45",
"44",
"33",
"49",
"33",
"50",
"42",
"37",
"41",
"52",
"55",
"53",
"43",
"38",
"47",
"36",
"31",
"34",
"33",
"34",
"42",
"39",
"37",
"46",
"46",
"35",
"35",
"38",
"33",
"38",
"34",
"34",
"47",
"30",
"41",
"28",
"36",
"20",
"46",
"34",
"42",
"37",
"47",
"24",
"32",
"43",
"34",
"43",
"36",
"34",
"41",
"34",
"32",
"39",
"34",
"47",
"37",
"38",
"32",
"33",
"49",
"27",
"29",
"35",
"55",
"32",
"37",
"38",
"29",
"27",
"26",
"38",
"28",
"32",
"37",
"49",
"41",
"32",
"41",
"33",
"31",
"31",
"35",
"37",
"25",
"33",
"44",
"31",
"34",
"39",
"28",
"32",
"35",
"39",
"27",
"39",
"27",
"46",
"42",
"39",
"33",
"37",
"34",
"43",
"38",
"36",
"30",
"33",
"25",
"21",
"31",
"27",
"41",
"38",
"33",
"37",
"39",
"28",
"27",
"32",
"41",
"39",
"25",
"36",
"32",
"32",
"42",
"29",
"35",
"42",
"37",
"37",
"41",
"33",
"28",
"33",
"35",
"22",
"36",
"34",
"35",
"29",
"39",
"30",
"32",
"31",
"45",
"37",
"31",
"41",
"36",
"36",
"36",
"24",
"33",
"31",
"33",
"28",
"43",
"34",
"34",
"28",
"45",
"25",
"32",
"32",
"36",
"30",
"29",
"32",
"32",
"29",
"30",
"47",
"35",
"38",
"28",
"28",
"32",
"44",
"36",
"23",
"18",
"39",
"41",
"41",
"35",
"42",
"33",
"30",
"38",
"38",
"32",
"33",
"33",
"41",
"28",
"25",
"37",
"25",
"27",
"34",
"46",
"31",
"38",
"38",
"29",
"45",
"39",
"29",
"37",
"35",
"32",
"36",
"36",
"44",
"46",
"28",
"42",
"36",
"36",
"41",
"34",
"39",
"32",
"33",
"43",
"36",
"44",
"26",
"27",
"29",
"45",
"42",
"29",
"41",
"32",
"30",
"26",
"38",
"32",
"30",
"43",
"32",
"46",
"37",
"45",
"38",
"27",
"41",
"43",
"39",
"33",
"34",
"43",
"37",
"36",
"48",
"45",
"44",
"42",
"39",
"45",
"30",
"37",
"43",
"35",
"43",
"51",
"35",
"31",
"36",
"47",
"39",
"43",
"47",
"47",
"49",
"59",
"34",
"54",
"52",
"55",
"47",
"59",
"59",
"51",
"59",
"64",
"57",
"43",
"73",
"70",
"49",
"66",
"78",
"65",
"69",
"68",
"79",
"88",
"88",
"78",
"83",
"95",
"82",
"84",
"117",
"117",
"103",
"96",
"112",
"117",
"124",
"111",
"140",
"122",
"132",
"140",
"150",
"154",
"151",
"155",
"160",
"179",
"175",
"181",
"195",
"189",
"218",
"197",
"213",
"219",
"232",
"217",
"250",
"206",
"216",
"203",
"220",
"189",
"215",
"218",
"236",
"274",
"208",
"228",
"209",
"211",
"219",
"217",
"226",
"217",
"236",
"213",
"232",
"213",
"196",
"189",
"161",
"190",
"184",
"191",
"168",
"168",
"174",
"145",
"169",
"137",
"145",
"136",
"139",
"128",
"127",
"112",
"119",
"117",
"101",
"108",
"82",
"118",
"92",
"78",
"85",
"82",
"85",
"76",
"73",
"72",
"60",
"79",
"62",
"64",
"56",
"69",
"55",
"59",
"55",
"52",
"46",
"59",
"51",
"47",
"58",
"69",
"65",
"64",
"61",
"55",
"49",
"62",
"76",
"73",
"71",
"74",
"97",
"80",
"82",
"71",
"81",
"87",
"88",
"91",
"100",
"100",
"115",
"123",
"110",
"113",
"125",
"122",
"136",
"111",
"119",
"110",
"105",
"113",
"110",
"113",
"116",
"101",
"92",
"91",
"113",
"89",
"82",
"75",
"81",
"54",
"62",
"58",
"50",
"70",
"33",
"54",
"53",
"47",
"42",
"46",
"36",
"39",
"47",
"27",
"27",
"27",
"25",
"36",
"35",
"30",
"25",
"16143",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Ni, P , Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    NiLa         0.86     0.042",
"                      P Ka         2.00     0.017",
"                      CaKa         3.68     0.181",
"                      CaKb         4.02     0.025",
"                      NiKaESC      5.73     0.042",
"                      NiKa         7.48    18.896",
"                      NiKb         8.25     2.481",
"                      NiKaSUM     14.93     0.044",
"                      RhKaC       19.20     0.144",
"                      RhKa        20.06     0.065",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
