"Sample    : cu_31521_t16",
"1142",
"906",
"752",
"556",
"442",
"381",
"297",
"200",
"170",
"158",
"110",
"87",
"83",
"65",
"82",
"67",
"56",
"59",
"62",
"35",
"63",
"56",
"59",
"67",
"51",
"61",
"53",
"57",
"69",
"54",
"72",
"60",
"51",
"58",
"59",
"53",
"50",
"51",
"52",
"56",
"58",
"53",
"50",
"55",
"54",
"51",
"34",
"63",
"49",
"61",
"47",
"53",
"56",
"64",
"55",
"52",
"47",
"56",
"58",
"50",
"62",
"58",
"58",
"55",
"67",
"63",
"62",
"64",
"63",
"57",
"57",
"52",
"55",
"51",
"45",
"55",
"52",
"56",
"47",
"62",
"49",
"57",
"39",
"39",
"45",
"48",
"48",
"50",
"54",
"38",
"48",
"47",
"45",
"40",
"52",
"36",
"52",
"41",
"38",
"53",
"49",
"40",
"53",
"37",
"51",
"40",
"59",
"42",
"51",
"54",
"49",
"50",
"58",
"49",
"48",
"52",
"53",
"40",
"61",
"47",
"40",
"53",
"48",
"31",
"45",
"51",
"62",
"55",
"47",
"51",
"53",
"47",
"52",
"45",
"40",
"35",
"48",
"53",
"47",
"49",
"47",
"48",
"61",
"59",
"47",
"41",
"54",
"55",
"49",
"57",
"51",
"56",
"55",
"57",
"60",
"48",
"56",
"45",
"46",
"40",
"42",
"52",
"39",
"48",
"41",
"51",
"49",
"48",
"52",
"64",
"56",
"51",
"48",
"42",
"55",
"53",
"51",
"51",
"35",
"48",
"36",
"42",
"40",
"49",
"58",
"45",
"56",
"48",
"56",
"42",
"64",
"42",
"52",
"50",
"50",
"41",
"52",
"41",
"38",
"47",
"55",
"43",
"55",
"51",
"52",
"48",
"48",
"48",
"54",
"56",
"57",
"46",
"42",
"49",
"47",
"54",
"40",
"43",
"42",
"39",
"53",
"46",
"47",
"52",
"48",
"58",
"45",
"38",
"29",
"52",
"54",
"46",
"51",
"57",
"52",
"57",
"37",
"49",
"41",
"38",
"50",
"48",
"55",
"50",
"38",
"52",
"53",
"42",
"35",
"51",
"41",
"36",
"49",
"38",
"45",
"48",
"46",
"41",
"46",
"47",
"31",
"42",
"49",
"48",
"40",
"39",
"58",
"51",
"42",
"45",
"39",
"41",
"38",
"56",
"53",
"45",
"37",
"53",
"49",
"46",
"40",
"45",
"41",
"50",
"35",
"39",
"53",
"41",
"60",
"49",
"52",
"47",
"31",
"42",
"52",
"45",
"42",
"52",
"36",
"30",
"41",
"41",
"35",
"43",
"48",
"47",
"29",
"41",
"35",
"39",
"54",
"52",
"46",
"37",
"43",
"39",
"46",
"35",
"28",
"36",
"53",
"45",
"41",
"40",
"48",
"52",
"42",
"40",
"41",
"54",
"51",
"49",
"51",
"50",
"50",
"37",
"38",
"55",
"46",
"40",
"53",
"38",
"49",
"30",
"48",
"51",
"42",
"37",
"40",
"35",
"50",
"47",
"42",
"45",
"47",
"37",
"46",
"51",
"43",
"49",
"60",
"49",
"59",
"54",
"53",
"48",
"50",
"55",
"45",
"48",
"41",
"35",
"53",
"36",
"42",
"51",
"46",
"38",
"52",
"42",
"50",
"50",
"41",
"36",
"34",
"41",
"51",
"40",
"37",
"42",
"40",
"47",
"42",
"35",
"48",
"48",
"54",
"39",
"49",
"43",
"40",
"37",
"55",
"32",
"42",
"40",
"37",
"31",
"53",
"41",
"38",
"37",
"30",
"55",
"39",
"49",
"35",
"35",
"50",
"46",
"43",
"47",
"38",
"38",
"49",
"35",
"37",
"35",
"37",
"46",
"48",
"40",
"26",
"50",
"45",
"55",
"27",
"26",
"36",
"37",
"40",
"49",
"43",
"42",
"46",
"38",
"41",
"38",
"37",
"35",
"25",
"33",
"36",
"41",
"28",
"49",
"41",
"41",
"43",
"39",
"41",
"39",
"48",
"46",
"34",
"28",
"57",
"39",
"48",
"30",
"42",
"40",
"42",
"46",
"39",
"46",
"36",
"52",
"33",
"37",
"32",
"40",
"49",
"53",
"52",
"39",
"35",
"33",
"37",
"50",
"35",
"37",
"32",
"48",
"26",
"43",
"41",
"40",
"32",
"40",
"38",
"38",
"47",
"35",
"32",
"39",
"30",
"40",
"42",
"32",
"37",
"40",
"37",
"32",
"32",
"35",
"36",
"31",
"36",
"34",
"34",
"38",
"47",
"34",
"47",
"48",
"37",
"39",
"41",
"49",
"42",
"43",
"36",
"46",
"35",
"37",
"29",
"25",
"41",
"22",
"48",
"36",
"35",
"43",
"37",
"39",
"35",
"30",
"37",
"51",
"56",
"61",
"38",
"29",
"48",
"34",
"42",
"34",
"41",
"37",
"42",
"41",
"35",
"32",
"43",
"34",
"46",
"36",
"27",
"35",
"42",
"33",
"41",
"39",
"39",
"39",
"39",
"41",
"27",
"33",
"41",
"32",
"43",
"40",
"38",
"38",
"31",
"26",
"45",
"38",
"30",
"39",
"37",
"39",
"32",
"38",
"31",
"34",
"35",
"39",
"33",
"36",
"32",
"36",
"33",
"40",
"47",
"29",
"33",
"29",
"37",
"28",
"34",
"34",
"35",
"34",
"35",
"40",
"41",
"32",
"35",
"35",
"41",
"34",
"27",
"35",
"41",
"40",
"31",
"32",
"38",
"32",
"35",
"37",
"37",
"39",
"27",
"29",
"28",
"32",
"37",
"38",
"34",
"45",
"36",
"47",
"27",
"47",
"29",
"36",
"36",
"31",
"47",
"26",
"26",
"40",
"28",
"48",
"37",
"32",
"33",
"40",
"41",
"34",
"34",
"37",
"37",
"26",
"27",
"33",
"36",
"35",
"26",
"39",
"22",
"32",
"45",
"39",
"34",
"31",
"31",
"53",
"41",
"23",
"40",
"49",
"40",
"39",
"39",
"52",
"45",
"40",
"49",
"52",
"63",
"74",
"52",
"55",
"60",
"65",
"74",
"66",
"67",
"76",
"69",
"63",
"70",
"76",
"83",
"68",
"79",
"68",
"68",
"81",
"70",
"76",
"48",
"48",
"71",
"47",
"51",
"47",
"47",
"54",
"27",
"43",
"46",
"33",
"60",
"37",
"41",
"31",
"34",
"33",
"46",
"25",
"29",
"34",
"29",
"30",
"34",
"35",
"37",
"40",
"37",
"31",
"37",
"36",
"30",
"38",
"35",
"39",
"37",
"40",
"34",
"32",
"30",
"28",
"37",
"26",
"31",
"38",
"33",
"31",
"49",
"31",
"29",
"33",
"32",
"29",
"41",
"33",
"37",
"34",
"25",
"29",
"41",
"42",
"42",
"40",
"49",
"37",
"35",
"41",
"43",
"52",
"39",
"36",
"33",
"32",
"47",
"42",
"43",
"47",
"50",
"33",
"60",
"41",
"46",
"43",
"41",
"38",
"49",
"35",
"37",
"38",
"39",
"27",
"42",
"32",
"33",
"34",
"36",
"20",
"43",
"45",
"37",
"32",
"34",
"45",
"43",
"50",
"37",
"45",
"57",
"55",
"50",
"40",
"39",
"45",
"51",
"48",
"63",
"52",
"51",
"61",
"80",
"51",
"51",
"59",
"56",
"39",
"72",
"66",
"53",
"62",
"70",
"50",
"55",
"61",
"41",
"48",
"56",
"53",
"43",
"56",
"39",
"52",
"43",
"37",
"41",
"49",
"35",
"39",
"40",
"45",
"25",
"33",
"38",
"41",
"42",
"31",
"30",
"29",
"27",
"35",
"31",
"35",
"34",
"26",
"38",
"28",
"26",
"31",
"28",
"37",
"40",
"33",
"25",
"40",
"34",
"34",
"31",
"28",
"28",
"28",
"41",
"43",
"27",
"28",
"37",
"40",
"34",
"38",
"31",
"45",
"43",
"32",
"27",
"34",
"26",
"33",
"42",
"31",
"34",
"29",
"38",
"40",
"25",
"41",
"32",
"39",
"40",
"45",
"35",
"31",
"36",
"37",
"28",
"42",
"43",
"46",
"40",
"41",
"54",
"43",
"48",
"41",
"25",
"38",
"45",
"33",
"29",
"47",
"48",
"46",
"56",
"37",
"36",
"51",
"35",
"39",
"39",
"35",
"47",
"37",
"54",
"52",
"59",
"55",
"59",
"66",
"53",
"57",
"62",
"61",
"59",
"62",
"60",
"67",
"62",
"81",
"67",
"64",
"80",
"78",
"65",
"74",
"87",
"81",
"80",
"106",
"103",
"99",
"106",
"88",
"111",
"113",
"142",
"134",
"134",
"144",
"143",
"141",
"145",
"127",
"148",
"179",
"168",
"173",
"178",
"193",
"164",
"198",
"188",
"208",
"185",
"173",
"203",
"201",
"201",
"207",
"224",
"222",
"206",
"226",
"201",
"222",
"238",
"192",
"214",
"193",
"200",
"197",
"217",
"226",
"209",
"206",
"210",
"192",
"193",
"177",
"197",
"164",
"205",
"168",
"170",
"168",
"138",
"133",
"144",
"176",
"122",
"119",
"130",
"118",
"122",
"115",
"99",
"115",
"94",
"80",
"93",
"111",
"92",
"96",
"89",
"91",
"79",
"64",
"67",
"79",
"64",
"53",
"80",
"86",
"60",
"64",
"56",
"61",
"57",
"50",
"74",
"43",
"43",
"48",
"41",
"61",
"63",
"48",
"40",
"72",
"74",
"69",
"79",
"45",
"77",
"64",
"85",
"80",
"81",
"75",
"81",
"75",
"77",
"86",
"79",
"96",
"94",
"94",
"117",
"114",
"94",
"121",
"108",
"104",
"103",
"118",
"101",
"99",
"112",
"104",
"97",
"107",
"91",
"98",
"86",
"83",
"72",
"70",
"70",
"68",
"84",
"62",
"59",
"58",
"60",
"53",
"41",
"38",
"38",
"32",
"43",
"33",
"35",
"29",
"34",
"36",
"36",
"33",
"29",
"23",
"24",
"29",
"15062",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Cu, P , Ca, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CuLa         0.95     0.087",
"                      P Ka         2.00     0.020",
"                      CaKa         3.68     0.274",
"                      CaKb         4.02     0.030",
"                      CuKaESC      6.28     0.046",
"                      CuKa         8.04    18.890",
"                      CuKb         8.89     2.440",
"                      CuKaSUM     16.06     0.032",
"                      RuKa        19.18     0.117",
"                      ----        20.03     0.057",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
