"Sample    : cu_31521_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 19:20:00",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"8",
"8",
"12",
"10",
"14",
"11",
"8",
"14",
"7",
"8",
"19",
"8",
"12",
"21",
"9",
"11",
"12",
"9",
"6",
"12",
"7",
"9",
"5",
"7",
"9",
"16",
"11",
"9",
"12",
"9",
"7",
"5",
"11",
"7",
"7",
"11",
"8",
"14",
"11",
"9",
"7",
"12",
"13",
"9",
"14",
"16",
"13",
"18",
"13",
"27",
"28",
"30",
"30",
"47",
"38",
"50",
"72",
"95",
"105",
"135",
"184",
"181",
"191",
"218",
"225",
"250",
"220",
"200",
"173",
"136",
"134",
"111",
"85",
"75",
"34",
"40",
"28",
"22",
"29",
"23",
"22",
"13",
"11",
"7",
"13",
"7",
"12",
"12",
"18",
"8",
"6",
"8",
"8",
"8",
"9",
"10",
"14",
"10",
"8",
"6",
"7",
"5",
"8",
"11",
"9",
"13",
"12",
"6",
"8",
"5",
"6",
"9",
"7",
"11",
"8",
"13",
"14",
"14",
"13",
"7",
"8",
"10",
"14",
"11",
"7",
"8",
"9",
"16",
"11",
"5",
"8",
"7",
"11",
"14",
"9",
"12",
"14",
"8",
"7",
"18",
"16",
"17",
"12",
"14",
"14",
"18",
"9",
"19",
"9",
"20",
"19",
"19",
"13",
"17",
"9",
"13",
"12",
"12",
"13",
"11",
"14",
"24",
"22",
"20",
"29",
"35",
"29",
"47",
"48",
"53",
"52",
"55",
"40",
"35",
"36",
"27",
"27",
"25",
"26",
"13",
"17",
"9",
"13",
"13",
"8",
"12",
"21",
"18",
"16",
"10",
"14",
"12",
"17",
"12",
"17",
"20",
"20",
"26",
"25",
"26",
"31",
"26",
"22",
"24",
"23",
"22",
"16",
"18",
"22",
"17",
"14",
"12",
"11",
"20",
"9",
"18",
"11",
"19",
"14",
"12",
"7",
"12",
"19",
"14",
"10",
"5",
"4",
"12",
"16",
"11",
"11",
"17",
"11",
"16",
"9",
"11",
"13",
"17",
"9",
"10",
"13",
"10",
"9",
"6",
"9",
"10",
"9",
"9",
"5",
"6",
"8",
"11",
"9",
"16",
"10",
"8",
"12",
"5",
"10",
"11",
"6",
"12",
"13",
"14",
"10",
"13",
"6",
"14",
"10",
"9",
"11",
"7",
"7",
"7",
"11",
"4",
"5",
"9",
"9",
"7",
"18",
"9",
"6",
"14",
"7",
"7",
"9",
"16",
"10",
"11",
"9",
"16",
"9",
"11",
"11",
"5",
"8",
"9",
"9",
"12",
"7",
"12",
"13",
"12",
"7",
"10",
"13",
"6",
"11",
"13",
"8",
"12",
"12",
"12",
"11",
"8",
"8",
"13",
"16",
"21",
"13",
"23",
"26",
"28",
"32",
"53",
"61",
"84",
"105",
"155",
"162",
"222",
"234",
"364",
"370",
"415",
"463",
"542",
"527",
"586",
"534",
"532",
"501",
"420",
"347",
"333",
"270",
"200",
"143",
"111",
"104",
"68",
"53",
"45",
"38",
"27",
"34",
"28",
"38",
"43",
"43",
"33",
"33",
"42",
"49",
"56",
"51",
"65",
"62",
"76",
"71",
"71",
"75",
"77",
"69",
"76",
"59",
"60",
"52",
"39",
"46",
"36",
"38",
"12",
"19",
"13",
"28",
"18",
"12",
"18",
"21",
"12",
"21",
"11",
"20",
"23",
"17",
"20",
"17",
"22",
"19",
"39",
"32",
"23",
"21",
"35",
"22",
"22",
"23",
"34",
"19",
"26",
"29",
"27",
"25",
"33",
"31",
"35",
"36",
"30",
"26",
"40",
"38",
"27",
"29",
"22",
"30",
"33",
"39",
"31",
"34",
"24",
"35",
"35",
"31",
"26",
"32",
"26",
"37",
"32",
"38",
"31",
"24",
"31",
"34",
"26",
"22",
"21",
"27",
"25",
"24",
"28",
"23",
"31",
"34",
"30",
"29",
"32",
"23",
"24",
"24",
"22",
"24",
"32",
"17",
"21",
"22",
"21",
"27",
"14",
"29",
"36",
"27",
"35",
"23",
"27",
"26",
"14",
"19",
"23",
"28",
"25",
"27",
"21",
"33",
"28",
"29",
"27",
"13",
"35",
"30",
"27",
"29",
"23",
"31",
"37",
"29",
"26",
"19",
"24",
"27",
"41",
"32",
"32",
"30",
"28",
"31",
"30",
"28",
"30",
"34",
"34",
"33",
"30",
"30",
"31",
"30",
"33",
"26",
"32",
"32",
"28",
"34",
"14",
"29",
"33",
"25",
"27",
"30",
"42",
"35",
"18",
"33",
"28",
"32",
"35",
"28",
"33",
"23",
"26",
"35",
"29",
"27",
"31",
"38",
"46",
"26",
"38",
"39",
"36",
"38",
"40",
"49",
"49",
"41",
"50",
"39",
"38",
"39",
"56",
"51",
"50",
"31",
"60",
"42",
"40",
"42",
"57",
"51",
"48",
"46",
"53",
"48",
"55",
"41",
"50",
"61",
"63",
"70",
"68",
"54",
"61",
"63",
"71",
"53",
"68",
"67",
"69",
"71",
"81",
"79",
"83",
"104",
"114",
"96",
"126",
"98",
"141",
"109",
"127",
"113",
"134",
"104",
"115",
"114",
"90",
"98",
"100",
"81",
"83",
"94",
"93",
"69",
"78",
"66",
"68",
"62",
"61",
"58",
"62",
"70",
"43",
"52",
"60",
"46",
"63",
"43",
"65",
"58",
"58",
"57",
"48",
"66",
"60",
"45",
"70",
"58",
"50",
"62",
"56",
"67",
"63",
"53",
"65",
"62",
"63",
"59",
"69",
"55",
"64",
"70",
"55",
"62",
"79",
"68",
"77",
"70",
"62",
"63",
"77",
"75",
"72",
"78",
"72",
"101",
"79",
"86",
"86",
"74",
"91",
"69",
"86",
"84",
"90",
"71",
"83",
"83",
"58",
"89",
"77",
"87",
"76",
"82",
"61",
"77",
"74",
"75",
"114",
"88",
"96",
"85",
"77",
"92",
"70",
"75",
"79",
"78",
"85",
"68",
"88",
"83",
"83",
"72",
"67",
"83",
"66",
"77",
"75",
"82",
"79",
"76",
"77",
"87",
"99",
"72",
"84",
"79",
"87",
"88",
"96",
"84",
"84",
"88",
"112",
"77",
"94",
"88",
"101",
"107",
"84",
"97",
"111",
"91",
"113",
"93",
"104",
"115",
"126",
"117",
"128",
"143",
"129",
"152",
"138",
"153",
"169",
"193",
"235",
"236",
"251",
"300",
"377",
"494",
"667",
"979",
"1270",
"1684",
"2322",
"2945",
"3988",
"5026",
"6732",
"8267",
"10437",
"11916",
"14602",
"16819",
"19721",
"21221",
"24254",
"26366",
"28701",
"28164",
"29731",
"29777",
"29980",
"27994",
"27530",
"25823",
"24286",
"20736",
"19090",
"16507",
"14608",
"11662",
"10269",
"8077",
"6661",
"4819",
"3990",
"3009",
"2262",
"1607",
"1190",
"899",
"630",
"449",
"361",
"260",
"201",
"163",
"150",
"132",
"152",
"93",
"90",
"93",
"92",
"110",
"101",
"89",
"112",
"103",
"94",
"85",
"112",
"97",
"101",
"116",
"107",
"98",
"107",
"110",
"117",
"122",
"127",
"146",
"122",
"132",
"154",
"149",
"168",
"166",
"188",
"177",
"181",
"199",
"213",
"227",
"255",
"291",
"383",
"439",
"490",
"550",
"698",
"887",
"1121",
"1218",
"1475",
"1752",
"2034",
"2239",
"2472",
"2903",
"3251",
"3226",
"3484",
"3732",
"3872",
"3800",
"3764",
"3857",
"3687",
"3404",
"3215",
"3158",
"2845",
"2313",
"2181",
"1850",
"1597",
"1283",
