"Sample    : moo3_15764_t16",
"Operator  : americo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-11 20:08:32",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"0",
"12",
"46",
"39",
"45",
"36",
"39",
"31",
"31",
"37",
"36",
"36",
"34",
"38",
"37",
"39",
"50",
"44",
"44",
"53",
"57",
"74",
"96",
"86",
"91",
"74",
"102",
"86",
"77",
"63",
"76",
"86",
"67",
"68",
"49",
"77",
"80",
"62",
"73",
"55",
"63",
"50",
"61",
"56",
"53",
"61",
"46",
"58",
"47",
"46",
"46",
"59",
"57",
"55",
"47",
"55",
"54",
"44",
"60",
"67",
"49",
"53",
"56",
"54",
"46",
"52",
"62",
"65",
"49",
"47",
"53",
"51",
"51",
"45",
"41",
"48",
"48",
"48",
"54",
"57",
"52",
"54",
"53",
"53",
"49",
"52",
"34",
"35",
"47",
"51",
"51",
"40",
"34",
"32",
"35",
"37",
"30",
"41",
"32",
"43",
"49",
"45",
"33",
"29",
"26",
"41",
"40",
"32",
"41",
"42",
"40",
"41",
"36",
"45",
"36",
"30",
"39",
"32",
"32",
"39",
"43",
"34",
"41",
"34",
"43",
"29",
"34",
"31",
"29",
"25",
"46",
"33",
"34",
"33",
"36",
"30",
"27",
"44",
"47",
"46",
"38",
"36",
"37",
"40",
"43",
"38",
"38",
"36",
"51",
"49",
"52",
"53",
"49",
"55",
"54",
"61",
"58",
"69",
"76",
"67",
"65",
"88",
"104",
"84",
"111",
"127",
"153",
"149",
"180",
"186",
"232",
"241",
"245",
"238",
"253",
"255",
"228",
"218",
"224",
"191",
"217",
"182",
"195",
"189",
"206",
"201",
"222",
"225",
"262",
"325",
"379",
"473",
"735",
"890",
"1222",
"1541",
"1894",
"2026",
"2360",
"2621",
"2712",
"2565",
"2747",
"2569",
"2531",
"2205",
"2107",
"2020",
"1864",
"1623",
"1640",
"1472",
"1490",
"1297",
"1275",
"1080",
"1040",
"814",
"779",
"699",
"623",
"494",
"475",
"345",
"332",
"285",
"272",
"187",
"185",
"166",
"128",
"142",
"118",
"94",
"101",
"90",
"76",
"80",
"84",
"61",
"75",
"42",
"61",
"45",
"48",
"40",
"39",
"31",
"55",
"50",
"83",
"76",
"86",
"74",
"68",
"65",
"83",
"62",
"71",
"62",
"53",
"44",
"36",
"31",
"36",
"35",
"25",
"23",
"21",
"26",
"25",
"25",
"16",
"16",
"14",
"20",
"23",
"20",
"23",
"28",
"17",
"10",
"27",
"23",
"17",
"20",
"21",
"15",
"27",
"18",
"22",
"13",
"31",
"23",
"28",
"17",
"21",
"36",
"21",
"25",
"13",
"31",
"26",
"22",
"22",
"20",
"31",
"17",
"22",
"29",
"16",
"27",
"16",
"17",
"22",
"31",
"19",
"16",
"27",
"31",
"20",
"31",
"34",
"32",
"41",
"50",
"61",
"57",
"71",
"103",
"145",
"170",
"203",
"222",
"319",
"323",
"378",
"395",
"465",
"439",
"467",
"418",
"422",
"403",
"368",
"292",
"237",
"226",
"180",
"141",
"112",
"89",
"84",
"69",
"54",
"48",
"42",
"53",
"48",
"36",
"54",
"51",
"46",
"63",
"63",
"54",
"60",
"67",
"63",
"85",
"83",
"82",
"87",
"84",
"84",
"70",
"75",
"73",
"61",
"59",
"50",
"54",
"40",
"42",
"28",
"39",
"27",
"32",
"28",
"27",
"34",
"29",
"30",
"31",
"28",
"31",
"22",
"38",
"32",
"40",
"36",
"31",
"29",
"34",
"38",
"36",
"34",
"33",
"29",
"30",
"42",
"34",
"47",
"35",
"44",
"51",
"47",
"38",
"43",
"42",
"40",
"47",
"44",
"55",
"53",
"48",
"41",
"54",
"53",
"57",
"51",
"53",
"53",
"51",
"56",
"55",
"50",
"55",
"50",
"58",
"51",
"46",
"46",
"32",
"45",
"41",
"52",
"53",
"41",
"44",
"55",
"44",
"35",
"58",
"44",
"44",
"26",
"43",
"40",
"40",
"47",
"36",
"39",
"39",
"37",
"42",
"62",
"49",
"45",
"52",
"30",
"28",
"39",
"45",
"48",
"56",
"52",
"45",
"41",
"45",
"43",
"39",
"48",
"22",
"48",
"50",
"46",
"47",
"44",
"47",
"45",
"51",
"50",
"41",
"49",
"45",
"38",
"51",
"41",
"35",
"57",
"46",
"47",
"48",
"60",
"47",
"50",
"54",
"53",
"52",
"50",
"57",
"63",
"45",
"60",
"35",
"48",
"54",
"47",
"47",
"52",
"44",
"51",
"46",
"66",
"56",
"57",
"41",
"71",
"48",
"57",
"50",
"51",
"41",
"49",
"52",
"48",
"43",
"61",
"55",
"53",
"45",
"63",
"57",
"44",
"57",
"45",
"54",
"55",
"61",
"63",
"48",
"65",
"55",
"59",
"53",
"55",
"48",
"55",
"55",
"68",
"59",
"50",
"55",
"52",
"62",
"47",
"71",
"61",
"68",
"66",
"64",
"79",
"61",
"68",
"37",
"57",
"56",
"58",
"74",
"53",
"47",
"74",
"56",
"50",
"59",
"75",
"60",
"59",
"74",
"71",
"71",
"63",
"83",
"67",
"58",
"73",
"73",
"66",
"80",
"83",
"75",
"70",
"90",
"80",
"67",
"85",
"82",
"102",
"84",
"101",
"107",
"104",
"88",
"90",
"80",
"89",
"87",
"79",
"89",
"81",
"93",
"90",
"75",
"85",
"75",
"76",
"76",
"73",
"59",
"76",
"78",
"87",
"86",
"82",
"75",
"77",
"67",
"80",
"84",
"92",
"81",
"89",
"88",
"81",
"87",
"79",
"85",
"90",
"82",
"85",
"81",
"89",
"70",
"97",
"83",
"82",
"86",
"104",
"102",
"102",
"78",
"86",
"73",
"74",
"85",
"95",
"83",
"91",
"91",
"78",
"85",
"84",
"73",
"74",
"68",
"82",
"92",
"81",
"93",
"97",
"81",
"95",
"82",
"100",
"94",
"99",
"100",
"86",
"73",
"89",
"84",
"92",
"69",
"90",
"78",
"92",
"82",
"70",
"85",
"89",
"76",
"63",
"84",
"81",
"85",
"73",
"97",
"93",
"82",
"76",
"92",
"105",
"103",
"83",
"100",
"85",
"81",
"88",
"100",
"82",
"71",
"64",
"82",
"93",
"69",
"91",
"94",
"80",
"88",
"92",
"98",
"89",
"85",
"77",
"70",
"79",
"69",
"85",
"88",
"75",
"84",
"89",
"102",
"91",
"79",
"86",
"79",
"92",
"99",
"104",
"79",
"95",
"86",
"95",
"89",
"93",
"80",
"90",
"113",
"116",
"81",
"102",
"93",
"109",
"106",
"107",
"108",
"104",
"110",
"115",
"99",
"108",
"129",
"110",
"121",
"111",
"118",
"91",
"113",
"128",
"121",
"92",
"107",
"89",
"99",
"102",
"74",
"94",
"79",
"101",
"79",
"87",
"86",
"97",
"90",
"91",
"84",
"87",
"100",
"91",
"88",
"85",
"88",
"107",
"80",
"91",
"75",
"98",
"73",
"100",
"76",
"109",
"97",
"68",
"84",
"92",
"84",
"81",
"80",
"94",
"117",
"98",
"86",
"97",
"95",
"139",
"108",
"113",
"103",
"117",
"103",
"99",
"130",
"116",
"134",
"145",
"114",
"110",
"114",
"129",
"119",
"121",
"111",
"111",
"91",
"97",
"98",
"102",
"113",
"103",
"104",
"96",
"108",
"85",
"80",
"87",
"84",
"105",
"99",
"103",
"89",
"121",
"81",
"84",
"94",
"95",
"86",
"82",
"101",
"86",
"94",
"81",
"84",
"89",
"84",
"83",
"67",
"89",
"64",
"99",
"88",
"100",
"87",
"85",
