"Sample    : moo3_15764_t16",
"78",
"83",
"92",
"66",
"89",
"75",
"80",
"83",
"74",
"71",
"84",
"89",
"73",
"90",
"75",
"92",
"97",
"93",
"93",
"88",
"77",
"79",
"77",
"79",
"75",
"85",
"99",
"89",
"77",
"98",
"106",
"69",
"97",
"88",
"97",
"99",
"98",
"70",
"67",
"100",
"77",
"98",
"69",
"91",
"99",
"94",
"85",
"94",
"81",
"99",
"85",
"81",
"93",
"90",
"95",
"91",
"86",
"92",
"82",
"95",
"70",
"68",
"86",
"76",
"67",
"94",
"75",
"99",
"82",
"89",
"105",
"96",
"64",
"92",
"97",
"70",
"84",
"71",
"90",
"65",
"82",
"63",
"89",
"80",
"87",
"86",
"91",
"89",
"75",
"96",
"81",
"78",
"89",
"76",
"84",
"78",
"59",
"79",
"76",
"87",
"75",
"79",
"75",
"88",
"82",
"71",
"99",
"84",
"86",
"81",
"88",
"80",
"85",
"79",
"79",
"75",
"101",
"102",
"73",
"74",
"89",
"63",
"90",
"84",
"84",
"77",
"85",
"83",
"61",
"68",
"87",
"77",
"80",
"95",
"68",
"84",
"85",
"84",
"97",
"95",
"85",
"99",
"63",
"86",
"84",
"88",
"74",
"68",
"75",
"86",
"74",
"88",
"91",
"64",
"82",
"75",
"79",
"87",
"70",
"92",
"67",
"78",
"92",
"86",
"70",
"75",
"73",
"79",
"68",
"81",
"79",
"78",
"68",
"86",
"73",
"83",
"67",
"62",
"71",
"106",
"71",
"70",
"87",
"84",
"90",
"83",
"73",
"90",
"71",
"70",
"79",
"74",
"58",
"85",
"78",
"80",
"82",
"79",
"69",
"82",
"85",
"79",
"83",
"62",
"82",
"90",
"80",
"91",
"68",
"73",
"86",
"90",
"71",
"76",
"57",
"86",
"68",
"89",
"82",
"94",
"65",
"99",
"77",
"63",
"74",
"83",
"88",
"86",
"60",
"85",
"69",
"77",
"78",
"84",
"81",
"64",
"80",
"62",
"67",
"79",
"67",
"66",
"73",
"81",
"66",
"83",
"69",
"91",
"71",
"89",
"91",
"76",
"79",
"80",
"81",
"68",
"61",
"80",
"65",
"82",
"71",
"81",
"74",
"63",
"77",
"88",
"86",
"62",
"71",
"80",
"80",
"96",
"71",
"76",
"73",
"88",
"67",
"82",
"92",
"83",
"54",
"77",
"78",
"74",
"58",
"62",
"84",
"92",
"88",
"79",
"82",
"80",
"81",
"79",
"70",
"64",
"74",
"66",
"78",
"78",
"81",
"91",
"79",
"69",
"68",
"79",
"77",
"71",
"76",
"86",
"67",
"75",
"88",
"53",
"80",
"78",
"73",
"71",
"67",
"77",
"59",
"78",
"62",
"86",
"70",
"75",
"75",
"74",
"60",
"69",
"73",
"71",
"71",
"65",
"81",
"94",
"80",
"78",
"64",
"83",
"71",
"82",
"69",
"75",
"55",
"73",
"70",
"80",
"69",
"71",
"62",
"71",
"63",
"69",
"79",
"97",
"67",
"68",
"92",
"73",
"69",
"70",
"65",
"69",
"61",
"68",
"80",
"74",
"77",
"73",
"63",
"92",
"59",
"77",
"79",
"79",
"62",
"79",
"68",
"74",
"81",
"76",
"73",
"67",
"74",
"68",
"65",
"63",
"58",
"67",
"67",
"74",
"61",
"68",
"85",
"70",
"66",
"83",
"79",
"68",
"67",
"60",
"69",
"58",
"80",
"66",
"75",
"83",
"66",
"76",
"60",
"73",
"74",
"75",
"74",
"84",
"62",
"65",
"81",
"70",
"69",
"62",
"74",
"60",
"55",
"64",
"76",
"87",
"69",
"66",
"73",
"58",
"74",
"75",
"63",
"66",
"59",
"65",
"78",
"66",
"79",
"65",
"65",
"69",
"65",
"76",
"58",
"76",
"63",
"74",
"73",
"77",
"67",
"85",
"66",
"86",
"65",
"67",
"68",
"70",
"59",
"80",
"85",
"73",
"67",
"62",
"65",
"76",
"57",
"56",
"71",
"75",
"61",
"63",
"62",
"69",
"62",
"58",
"75",
"63",
"68",
"70",
"54",
"61",
"68",
"80",
"74",
"68",
"75",
"55",
"63",
"70",
"52",
"80",
"56",
"76",
"67",
"70",
"70",
"70",
"50",
"73",
"65",
"54",
"75",
"60",
"62",
"71",
"55",
"65",
"56",
"75",
"74",
"67",
"54",
"48",
"65",
"59",
"65",
"57",
"48",
"79",
"50",
"86",
"73",
"57",
"67",
"60",
"60",
"70",
"70",
"68",
"68",
"62",
"55",
"60",
"63",
"61",
"54",
"53",
"61",
"64",
"59",
"68",
"68",
"62",
"61",
"70",
"64",
"65",
"67",
"59",
"63",
"75",
"79",
"58",
"71",
"81",
"62",
"67",
"54",
"62",
"59",
"69",
"57",
"60",
"57",
"60",
"71",
"55",
"58",
"64",
"57",
"71",
"60",
"59",
"78",
"75",
"59",
"67",
"65",
"64",
"57",
"66",
"61",
"46",
"59",
"55",
"52",
"78",
"64",
"54",
"48",
"60",
"68",
"41",
"68",
"75",
"59",
"66",
"53",
"80",
"58",
"79",
"74",
"68",
"66",
"55",
"61",
"57",
"69",
"55",
"74",
"71",
"65",
"59",
"53",
"69",
"70",
"69",
"62",
"55",
"53",
"73",
"56",
"57",
"60",
"65",
"50",
"52",
"67",
"62",
"64",
"58",
"58",
"59",
"69",
"61",
"59",
"66",
"71",
"63",
"70",
"78",
"74",
"68",
"67",
"61",
"54",
"58",
"49",
"68",
"73",
"61",
"69",
"62",
"61",
"54",
"60",
"57",
"65",
"69",
"70",
"73",
"57",
"65",
"68",
"64",
"60",
"59",
"78",
"51",
"58",
"60",
"58",
"69",
"55",
"66",
"61",
"58",
"62",
"76",
"67",
"63",
"48",
"67",
"55",
"77",
"64",
"64",
"69",
"66",
"77",
"74",
"61",
"62",
"61",
"57",
"63",
"81",
"65",
"67",
"73",
"62",
"60",
"65",
"76",
"67",
"71",
"67",
"74",
"69",
"66",
"74",
"63",
"78",
"70",
"68",
"78",
"84",
"74",
"53",
"74",
"53",
"67",
"71",
"90",
"73",
"76",
"61",
"80",
"68",
"92",
"86",
"73",
"77",
"80",
"81",
"66",
"95",
"83",
"63",
"79",
"94",
"75",
"66",
"88",
"93",
"78",
"86",
"80",
"77",
"89",
"86",
"81",
"91",
"75",
"81",
"104",
"88",
"73",
"82",
"86",
"70",
"82",
"94",
"85",
"95",
"81",
"105",
"103",
"79",
"91",
"109",
"100",
"106",
"91",
"100",
"101",
"99",
"105",
"119",
"97",
"111",
"110",
"121",
"147",
"127",
"134",
"146",
"188",
"186",
"208",
"243",
"270",
"317",
"367",
"432",
"567",
"669",
"720",
"922",
"1044",
"1219",
"1348",
"1722",
"2063",
"2311",
"2453",
"2907",
"3322",
"3897",
"4099",
"4606",
"5581",
"6047",
"6332",
"6980",
"7406",
"8342",
"8537",
"9123",
"9987",
"10374",
"10559",
"11200",
"11429",
"12116",
"11716",
"12259",
"12174",
"12542",
"11838",
"11984",
"11822",
"11597",
"10852",
"10660",
"10395",
"10078",
"8937",
"8667",
"8140",
"7596",
"6697",
"6075",
"6074",
"5237",
"4578",
"4097",
"3640",
"3134",
"2678",
"2460",
"2049",
"1765",
"1416",
"1129",
"953",
"845",
"711",
"514",
"436",
"417",
"333",
"288",
"242",
"200",
"169",
"131",
"102",
"111",
"86",
"85",
"65",
"70",
"71",
"78",
"78",
"73",
"73",
"76",
"82",
"58",
"69",
"68",
"65",
"67",
"60",
"66",
"65",
"55",
"70",
"67",
"67",
"54",
"60",
"74",
"54",
"57",
"61",
"61",
"67",
"55",
"70",
"67",
"58",
"68",
"58",
"56",
"59",
"64",
"71",
"73",
"66",
"83",
"70",
"61",
"66",
"63",
"76",
"62",
"80",
"76",
"68",
"60",
"49",
"63",
"75",
"66",
"75",
"65",
"80",
"85",
"67",
"73",
"67",
"65",
"93",
"70",
"74",
"75",
"82",
"89",
"89",
"78",
"75",
"87",
"89",
"85",
"90",
"100",
"89",
"76",
"106",
"113",
"94",
"114",
"101",
"104",
"113",
"132",
"115",
"139",
"124",
"98",
"133",
"141",
"146",
"144",
"141",
"153",
"138",
"172",
"174",
"183",
"197",
"185",
"194",
"188",
"212",
"214",
"225",
"248",
"218",
"225",
"274",
"282",
"230",
"271",
"269",
"279",
"284",
"304",
"291",
"306",
"312",
"304",
"347",
"329",
"324",
"346",
"360",
"344",
"345",
"338",
"363",
"342",
"346",
"404",
"378",
"396",
"382",
"362",
"429",
"403",
"398",
"432",
"445",
"510",
"519",
"551",
"605",
"637",
"674",
"755",
"829",
"950",
"946",
"1025",
"1235",
"1252",
"1273",
"1425",
"1524",
"1705",
"1707",
"1739",
"1977",
"1957",
"1969",
"2037",
"2107",
"2199",
"2099",
"2192",
"2167",
"2184",
"2046",
"2018",
"2081",
"1951",
"1929",
"1782",
"1797",
"1683",
"1496",
"1408",
"1367",
"1270",
"1199",
"1120",
"965",
"889",
"848",
"789",
"757",
"667",
"620",
"585",
"599",
"532",
"508",
"574",
"555",
"520",
"469",
"444",
"476",
"441",
"441",
"435",
"446",
"429",
"436",
"427",
"422",
"406",
"399",
"352",
"376",
"358",
"328",
"313",
"290",
"243",
"248",
"241",
"233",
"218",
"180",
"166",
"193",
"165",
"158",
"135",
"138",
"119",
"118",
"98",
"121",
"108",
"80",
"77",
"86",
"90",
"63",
"70",
"65",
"58",
"61",
"49",
"63",
"46",
"49",
"52",
"48",
"59",
"44",
"42",
"42",
"47",
"42",
"22957",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , S , Ca",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.52     0.014",
"                      P Ka         2.02     0.056",
"                      S Ka         2.30     0.846",
"                      S Kb         2.44     0.352",
"                      CaKa         3.68     0.160",
"                      CaKb         4.02     0.021",
"                      ----        17.44     7.091",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
