"Sample    : ni_34679_16p",
"Operator  : ",
"Comment  : micromater ni 50.6ug/cm2",
"Group     : kerr2007ab13liv300al",
"Date       : 2013-03-06 19:06:29",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  190-Auto Al  0 - 20    0.8 - 1.2   Live -  179   20",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"3",
"13",
"15",
"13",
"13",
"20",
"11",
"21",
"11",
"17",
"9",
"10",
"9",
"11",
"16",
"10",
"16",
"7",
"13",
"10",
"12",
"18",
"13",
"6",
"9",
"15",
"14",
"12",
"7",
"19",
"5",
"9",
"10",
"10",
"14",
"17",
"16",
"12",
"16",
"16",
"15",
"21",
"17",
"26",
"20",
"27",
"33",
"34",
"43",
"63",
"73",
"103",
"108",
"123",
"142",
"164",
"186",
"173",
"143",
"164",
"126",
"111",
"95",
"88",
"74",
"42",
"47",
"28",
"32",
"26",
"28",
"15",
"16",
"9",
"16",
"17",
"14",
"15",
"6",
"16",
"13",
"14",
"15",
"7",
"13",
"11",
"13",
"13",
"12",
"6",
"3",
"16",
"19",
"6",
"13",
"7",
"15",
"6",
"7",
"11",
"17",
"14",
"11",
"13",
"19",
"7",
"14",
"10",
"10",
"15",
"9",
"13",
"7",
"17",
"11",
"18",
"17",
"15",
"26",
"31",
"19",
"13",
"21",
"17",
"20",
"17",
"15",
"17",
"20",
"15",
"16",
"10",
"13",
"18",
"11",
"17",
"13",
"21",
"16",
"12",
"19",
"25",
"21",
"24",
"22",
"19",
"25",
"22",
"21",
"22",
"21",
"21",
"16",
"17",
"20",
"16",
"20",
"22",
"16",
"36",
"25",
"27",
"32",
"42",
"42",
"47",
"60",
"63",
"74",
"61",
"79",
"71",
"81",
"61",
"63",
"59",
"42",
"25",
"30",
"26",
"21",
"18",
"16",
"18",
"18",
"11",
"13",
"16",
"17",
"16",
"9",
"15",
"16",
"17",
"12",
"14",
"13",
"24",
"18",
"11",
"13",
"17",
"13",
"10",
"20",
"13",
"20",
"7",
"12",
"12",
"12",
"12",
"12",
"14",
"13",
"7",
"18",
"14",
"10",
"17",
"13",
"22",
"11",
"13",
"11",
"10",
"12",
"14",
"15",
"15",
"14",
"15",
"19",
"18",
"13",
"17",
"18",
"20",
"20",
"13",
"13",
"18",
"22",
"12",
"14",
"21",
"15",
"13",
"21",
"19",
"18",
"11",
"12",
"20",
"20",
"14",
"19",
"14",
"15",
"11",
"9",
"18",
"16",
"7",
"11",
"9",
"13",
"13",
"13",
"16",
"19",
"15",
"14",
"14",
"12",
"12",
"15",
"17",
"13",
"19",
"12",
"11",
"20",
"17",
"14",
"19",
"13",
"12",
"13",
"19",
"22",
"13",
"5",
"24",
"14",
"16",
"17",
"16",
"13",
"13",
"15",
"22",
"19",
"14",
"14",
"6",
"13",
"22",
"19",
"15",
"15",
"18",
"26",
"26",
"21",
"19",
"16",
"16",
"17",
"26",
"28",
"24",
"18",
"48",
"51",
"65",
"76",
"90",
"138",
"204",
"205",
"270",
"362",
"416",
"501",
"632",
"666",
"726",
"746",
"734",
"820",
"668",
"573",
"564",
"471",
"429",
"337",
"259",
"197",
"126",
"140",
"88",
"71",
"64",
"51",
"52",
"59",
"52",
"47",
"42",
"43",
"42",
"37",
"61",
"57",
"95",
"93",
"93",
"126",
"108",
"135",
"116",
"97",
"113",
"95",
"113",
"104",
"67",
"57",
"64",
"40",
"46",
"42",
"35",
"31",
"26",
"25",
"18",
"29",
"27",
"14",
"25",
"22",
"31",
"18",
"29",
"22",
"29",
"28",
"32",
"30",
"21",
"37",
"34",
"32",
"31",
"32",
"31",
"36",
"49",
"37",
"46",
"48",
"32",
"35",
"49",
"42",
"49",
"61",
"55",
"44",
"35",
"39",
"48",
"46",
"48",
"43",
"46",
"48",
"47",
"53",
"53",
"47",
"43",
"45",
"45",
"41",
"42",
"40",
"43",
"31",
"57",
"30",
"36",
"36",
"35",
"33",
"40",
"43",
"37",
"37",
"42",
"30",
"33",
"43",
"26",
"39",
"28",
"33",
"30",
"25",
"42",
"30",
"35",
"28",
"39",
"35",
"25",
"40",
"34",
"30",
"28",
"36",
"34",
"35",
"31",
"36",
"30",
"32",
"37",
"35",
"32",
"57",
"31",
"52",
"26",
"31",
"32",
"46",
"44",
"27",
"37",
"33",
"34",
"36",
"33",
"39",
"33",
"42",
"29",
"41",
"35",
"47",
"33",
"42",
"40",
"27",
"45",
"39",
"49",
"35",
"44",
"51",
"46",
"53",
"51",
"57",
"53",
"43",
"48",
"49",
"43",
"49",
"53",
"46",
"41",
"50",
"51",
"62",
"77",
"71",
"81",
"97",
"86",
"98",
"111",
"102",
"148",
"159",
"135",
"181",
"138",
"126",
"165",
"140",
"124",
"139",
"131",
"111",
"111",
"120",
"78",
"79",
"72",
"66",
"44",
"59",
"71",
"68",
"50",
"65",
"60",
"68",
"48",
"62",
"58",
"71",
"72",
"62",
"63",
"83",
"80",
"82",
"66",
"85",
"76",
"79",
"72",
"77",
"96",
"98",
"79",
"74",
"87",
"77",
"86",
"96",
"81",
"88",
"103",
"95",
"104",
"95",
"92",
"93",
"110",
"120",
"85",
"108",
"113",
"122",
"116",
"136",
"141",
"172",
"144",
"152",
"166",
"167",
"146",
"166",
"181",
"162",
"141",
"141",
"136",
"144",
"141",
"120",
"138",
"117",
"103",
"123",
"100",
"96",
"86",
"74",
"103",
"88",
"65",
"110",
"87",
"89",
"87",
"92",
"88",
"81",
"109",
"93",
"103",
"102",
"85",
"102",
"92",
"79",
"90",
"102",
"98",
"101",
"107",
"83",
"109",
"94",
"97",
"92",
"100",
"114",
"94",
"123",
"118",
"108",
"90",
"120",
"98",
"139",
"157",
"134",
"123",
"108",
"129",
"127",
"134",
"131",
"127",
"158",
"144",
"149",
"133",
"154",
"184",
"175",
"184",
"155",
"174",
"197",
"202",
"226",
"233",
"233",
"257",
"302",
"295",
"345",
"387",
"532",
"663",
"954",
"1229",
"1733",
"2434",
"3356",
"4209",
"5720",
"7581",
"9643",
"12022",
"14686",
"19022",
"21526",
"24625",
"28349",
"32493",
"35552",
"37566",
"40456",
"42053",
"43038",
"41693",
"40764",
"40108",
"37714",
"34080",
"31451",
"28069",
"24151",
"20285",
"16908",
"14295",
"11557",
"9005",
"6978",
"5500",
"3958",
"3011",
"2171",
"1597",
"1213",
"823",
"590",
"457",
"337",
"266",
"208",
"195",
"173",
"171",
"148",
"124",
"148",
"124",
"128",
"143",
"139",
"132",
"144",
"136",
"148",
"129",
"114",
"148",
"148",
"154",
"155",
"162",
"175",
"175",
"182",
"181",
"181",
"211",
"224",
"232",
"241",
"277",
"328",
"388",
"439",
"511",
"638",
"776",
"945",
"1088",
"1273",
"1666",
"1980",
"2247",
"2834",
"3223",
"3551",
"3995",
"4379",
"4672",
"5130",
"5211",
"5488",
"5603",
"5508",
"5417",
"5077",
"4885",
"4509",
"4151",
"3700",
"3314",
"2881",
"2397",
"2036",
"1710",
"1379",
"1127",
"908",
"702",
"554",
"400",
"341",
"272",
"239",
"174",
"155",
"141",
"124",
"101",
"104",
"80",
"86",
"90",
"113",
"93",
"96",
"102",
"104",
"100",
"105",
"121",
"113",
"104",
"94",
"95",
"89",
"75",
"91",
"77",
"86",
"73",
"60",
"86",
"73",
"91",
"65",
"60",
"60",
"83",
"72",
"63",
"68",
"63",
"57",
"79",
"59",
"72",
"62",
"68",
"68",
"65",
"76",
"74",
"86",
"58",
"78",
"53",
"62",
"49",
"56",
"60",
"61",
"59",
"67",
"68",
"70",
"78",
"77",
"58",
"68",
"75",
"62",
"42",
"66",
"58",
"70",
"60",
"68",
"68",
"60",
"80",
"58",
"70",
"70",
"65",
"74",
"77",
"65",
"62",
"56",
"67",
"74",
"61",
"70",
"67",
"76",
"76",
"72",
"66",
"71",
"82",
"75",
"63",
"77",
"66",
"82",
"87",
"78",
"65",
"80",
"90",
"81",
"70",
"80",
"77",
"81",
"80",
"91",
"92",
"75",
"73",
"91",
"93",
"71",
"88",
"88",
"65",
"59",
"65",
"79",
"79",
"79",
"70",
"81",
"88",
"78",
"81",
"88",
"73",
"75",
"65",
"78",
"77",
"65",
"58",
"85",
"71",
"92",
"79",
"74",
"82",
"86",
"78",
"102",
"50",
"63",
"74",
"61",
"74",
"72",
"73",
"80",
"81",
"61",
"62",
"74",
"73",
"75",
"58",
"62",
"75",
"67",
"51",
"71",
"74",
"65",
"55",
"51",
"77",
"61",
"73",
"68",
"59",
"75",
"55",
"82",
"65",
"71",
"56",
"66",
"53",
"49",
"59",
"86",
"75",
"85",
"73",
"70",
"73",
"53",
"59",
"67",
"59",
"74",
"78",
"53",
"66",
"47",
"65",
"57",
"62",
"63",
"74",
"44",
"63",
"67",
"63",
"64",
"51",
"63",
"59",
"65",
"70",
"78",
"62",
"66",
"64",
"63",
"66",
"67",
"57",
"61",
"64",
"63",
"71",
"67",
"61",
"63",
"61",
"53",
"63",
"60",
"73",
"64",
"68",
"58",
"71",
"59",
"60",
"61",
"78",
"62",
"72",
"65",
"63",
"56",
"64",
"63",
"70",
"70",
"62",
"49",
"64",
"68",
"57",
"64",
"61",
"79",
"56",
"61",
"64",
"71",
"75",
"83",
"64",
"59",
"61",
"64",
"65",
"77",
"58",
"68",
"85",
"76",
"67",
"83",
"62",
"52",
"67",
"62",
"53",
"67",
"68",
"64",
"53",
"73",
"66",
"79",
"58",
"65",
"63",
"46",
"65",
"66",
"56",
"72",
"57",
"80",
"61",
"60",
"63",
"70",
"52",
"73",
"66",
"67",
"62",
"48",
"58",
"55",
"60",
"62",
"64",
"65",
"55",
"55",
"56",
"47",
"58",
"75",
"66",
"79",
"65",
"61",
"48",
"75",
"64",
"58",
"60",
"55",
"72",
"50",
"64",
"56",
"59",
"49",
"62",
"49",
"65",
"51",
"45",
"65",
"53",
"50",
"60",
"67",
"61",
"52",
"65",
"53",
"62",
"62",
"76",
"65",
"53",
"48",
"65",
"50",
"37",
"55",
"57",
"50",
"49",
"45",
"60",
"61",
"47",
"45",
"46",
"68",
"59",
"53",
"71",
"58",
"52",
"43",
"62",
"62",
"53",
"43",
"59",
"53",
"59",
"57",
"63",
"52",
"67",
"46",
"60",
"62",
"65",
"57",
"50",
"66",
"59",
"63",
"70",
"67",
"49",
"58",
"57",
"49",
"45",
"68",
"71",
"60",
"47",
"55",
"48",
"56",
"61",
"56",
"58",
"63",
"67",
"47",
"59",
"66",
"53",
"53",
"55",
"67",
"58",
"61",
"63",
"62",
"58",
"57",
"62",
"50",
"67",
"59",
"67",
"61",
"55",
"37",
"67",
"68",
"68",
"55",
"62",
"65",
