"Sample    : se 48187",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:22:06",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"16",
"18",
"16",
"26",
"25",
"22",
"25",
"18",
"28",
"35",
"17",
"26",
"25",
"20",
"24",
"18",
"27",
"29",
"27",
"25",
"18",
"17",
"17",
"23",
"25",
"37",
"17",
"20",
"23",
"18",
"9",
"14",
"19",
"21",
"17",
"18",
"12",
"13",
"11",
"12",
"17",
"19",
"16",
"16",
"14",
"24",
"17",
"22",
"7",
"15",
"13",
"16",
"8",
"10",
"10",
"12",
"13",
"13",
"12",
"15",
"15",
"11",
"8",
"6",
"12",
"16",
"12",
"17",
"19",
"11",
"12",
"15",
"12",
"13",
"19",
"12",
"20",
"28",
"13",
"17",
"27",
"24",
"24",
"34",
"40",
"50",
"52",
"43",
"59",
"58",
"82",
"87",
"84",
"90",
"88",
"98",
"90",
"141",
"143",
"209",
"276",
"367",
"423",
"582",
"623",
"899",
"924",
"1078",
"1118",
"1267",
"1146",
"1161",
"1125",
"1079",
"865",
"862",
"722",
"679",
"466",
"423",
"354",
"264",
"223",
"181",
"112",
"101",
"89",
"57",
"69",
"47",
"31",
"31",
"22",
"33",
"33",
"24",
"21",
"21",
"17",
"20",
"15",
"16",
"22",
"19",
"13",
"7",
"22",
"20",
"7",
"12",
"15",
"9",
"9",
"12",
"14",
"15",
"12",
"18",
"15",
"15",
"17",
"27",
"21",
"26",
"22",
"33",
"32",
"42",
"39",
"36",
"38",
"41",
"36",
"23",
"39",
"34",
"28",
"22",
"20",
"17",
"19",
"14",
"13",
"14",
"13",
"9",
"16",
"7",
"12",
"12",
"11",
"13",
"9",
"10",
"14",
"14",
"16",
"9",
"8",
"11",
"16",
"11",
"11",
"12",
"13",
"9",
"10",
"4",
"10",
"12",
"7",
"8",
"9",
"14",
"3",
"14",
"11",
"13",
"8",
"12",
"9",
"7",
"4",
"17",
"6",
"10",
"13",
"11",
"15",
"13",
"15",
"8",
"12",
"7",
"7",
"12",
"7",
"9",
"17",
"15",
"14",
"13",
"12",
"9",
"11",
"13",
"13",
"9",
"14",
"18",
"7",
"12",
"11",
"10",
"11",
"10",
"5",
"10",
"15",
"10",
"9",
"13",
"6",
"14",
"9",
"6",
"5",
"11",
"11",
"12",
"13",
"15",
"9",
"8",
"8",
"12",
"8",
"10",
"8",
"7",
"8",
"4",
"9",
"12",
"11",
"14",
"14",
"11",
"7",
"8",
"10",
"7",
"9",
"12",
"13",
"16",
"10",
"7",
"10",
"7",
"7",
"11",
"10",
"7",
"8",
"11",
"8",
"11",
"11",
"11",
"10",
"13",
"8",
"10",
"8",
"17",
"16",
"14",
"7",
"9",
"13",
"21",
"14",
"20",
"27",
"49",
"41",
"59",
"78",
"87",
"93",
"150",
"192",
"229",
"305",
"300",
"308",
"381",
"388",
"416",
"377",
"424",
"378",
"402",
"346",
"311",
"257",
"243",
"194",
"159",
"138",
"105",
"74",
"77",
"54",
"46",
"44",
"37",
"35",
"35",
"46",
"28",
"39",
"38",
"50",
"44",
"45",
"60",
"62",
"68",
"57",
"72",
"64",
"66",
"67",
"72",
"44",
"54",
"47",
"45",
"47",
"23",
"35",
"23",
"31",
"29",
"18",
"25",
"27",
"15",
"21",
"17",
"16",
"21",
"18",
"28",
"14",
"15",
"16",
"22",
"22",
"23",
"24",
"27",
"16",
"34",
"27",
"26",
"20",
"18",
"26",
"22",
"14",
"33",
"33",
"46",
"41",
"48",
"35",
"44",
"39",
"43",
"48",
"50",
"43",
"51",
"28",
"29",
"34",
"37",
"22",
"48",
"34",
"44",
"24",
"25",
"37",
"40",
"34",
"37",
"25",
"21",
"29",
"29",
"23",
"28",
"23",
"38",
"31",
"23",
"29",
"24",
"15",
"27",
"33",
"40",
"28",
"16",
"24",
"24",
"28",
"40",
"26",
"25",
"21",
"35",
"28",
"34",
"22",
"23",
"26",
"34",
"25",
"32",
"22",
"24",
"28",
"24",
"25",
"36",
"23",
"31",
"18",
"34",
"23",
"34",
"26",
"19",
"35",
"31",
"27",
"35",
"25",
"35",
"41",
"23",
"28",
"27",
"23",
"40",
"48",
"38",
"52",
"46",
"37",
"59",
"49",
"57",
"69",
"51",
"60",
"68",
"54",
"56",
"61",
"66",
"69",
"48",
"51",
"58",
"45",
"53",
"47",
"41",
"34",
"46",
"37",
"27",
"29",
"33",
"36",
"34",
"42",
"38",
"29",
"29",
"38",
"44",
"22",
"29",
"50",
"36",
"27",
"39",
"35",
"24",
"45",
"31",
"27",
"41",
"46",
"48",
"23",
"24",
"22",
"31",
"37",
"55",
"44",
"35",
"39",
"39",
"45",
"53",
"41",
"51",
"45",
"47",
"38",
"53",
"53",
"53",
"43",
"45",
"56",
"47",
"43",
"61",
"56",
"46",
"46",
"61",
"54",
"45",
"41",
"56",
"51",
"50",
"57",
"60",
"48",
"59",
"69",
"61",
"51",
"72",
"69",
"57",
"70",
"74",
"92",
"95",
"83",
"100",
"101",
"104",
"128",
"124",
"138",
"169",
"156",
"169",
"147",
"171",
"165",
"145",
"153",
"142",
"136",
"125",
"114",
"100",
"88",
"80",
"68",
"69",
"77",
"76",
"54",
"56",
"67",
"60",
"67",
"77",
"72",
"72",
"70",
"67",
"68",
"57",
"58",
"72",
"61",
"67",
"66",
"52",
"59",
"62",
"58",
"53",
"63",
"63",
"66",
"54",
"66",
"64",
"74",
"51",
"59",
"72",
"57",
"55",
"52",
"63",
"61",
"66",
"73",
"80",
"74",
"83",
"61",
"79",
"63",
"70",
"62",
"75",
"63",
"67",
"111",
"85",
"78",
"79",
"73",
"71",
"45",
"65",
"59",
"62",
"56",
"61",
"51",
"47",
"71",
"51",
"52",
"59",
"59",
"57",
"58",
"67",
"63",
"56",
"57",
"60",
"51",
"55",
"61",
"64",
"67",
"75",
"52",
"72",
"73",
"79",
"69",
"69",
"70",
"77",
"60",
"71",
"72",
"80",
"73",
"86",
"65",
"64",
"77",
"59",
"65",
"62",
"60",
"77",
"76",
"53",
"70",
"53",
"60",
"62",
"72",
"58",
"62",
"71",
"61",
"64",
"57",
"67",
"65",
"75",
"72",
"77",
"56",
"62",
"55",
"60",
"66",
"79",
"61",
"68",
"68",
"62",
"68",
"84",
"73",
"73",
"87",
"89",
"97",
"92",
"100",
"98",
"99",
"93",
"96",
"103",
"96",
"103",
"95",
"115",
"109",
"114",
"89",
"84",
"95",
"83",
"98",
"100",
"75",
"81",
"72",
"90",
"67",
"92",
"66",
"64",
"71",
"80",
"53",
"68",
"69",
"63",
"67",
"79",
"63",
"59",
"69",
"64",
"57",
"62",
"64",
"51",
"61",
"87",
"61",
"48",
"68",
"56",
"73",
"59",
"58",
"72",
"48",
"54",
"64",
"68",
"77",
"68",
"76",
"78",
"71",
"104",
"76",
"74",
"84",
"82",
"81",
"77",
"81",
"83",
"81",
"87",
"67",
"72",
"95",
"69",
"74",
"77",
"84",
"74",
"69",
"68",
"59",
"66",
"74",
"68",
"59",
"72",
"63",
"64",
"64",
"85",
"67",
"66",
"55",
"60",
"75",
"69",
"76",
"84",
"61",
"60",
"71",
"63",
"60",
"72",
"57",
"68",
"68",
"59",
"67",
"59",
"53",
"70",
"53",
"66",
"66",
"77",
"51",
"75",
"64",
"55",
"67",
"78",
"60",
"62",
"59",
"77",
"59",
"57",
"71",
"82",
"66",
"65",
"68",
"68",
"58",
"62",
"64",
"66",
"69",
"64",
"81",
"78",
"78",
"64",
"64",
"78",
"74",
"75",
"75",
"82",
"75",
"74",
"82",
"77",
"82",
"85",
"72",
"78",
"77",
"70",
"71",
"66",
"64",
"73",
"65",
"71",
"66",
"79",
"72",
"58",
"46",
"65",
"50",
"68",
"75",
"73",
"50",
"55",
"57",
"62",
"68",
"59",
"48",
"59",
"72",
"58",
"50",
"65",
"65",
"54",
"81",
"64",
"60",
"56",
"58",
"51",
"55",
"57",
"57",
"63",
"71",
"67",
"77",
"62",
"56",
"60",
"68",
"65",
"65",
"60",
"66",
"67",
"60",
"70",
"59",
"61",
"57",
"65",
"62",
"64",
"67",
"53",
"56",
"60",
"51",
"57",
"58",
"71",
"63",
"68",
"50",
"58",
"77",
"70",
"65",
"64",
"67",
"60",
"60",
"58",
"62",
"65",
"61",
"67",
"60",
"73",
"72",
"59",
"79",
"65",
"54",
"67",
"71",
"75",
"64",
"79",
"72",
"100",
"77",
"59",
"80",
"61",
"75",
"58",
"85",
"81",
"67",
"59",
"79",
"89",
"95",
"94",
"89",
"102",
"80",
"90",
"88",
"80",
"84",
"103",
"98",
"96",
"103",
"78",
"116",
"107",
"98",
"120",
"126",
"122",
"147",
"154",
"140",
"186",
"193",
"224",
"294",
"317",
"411",
"592",
"669",
"945",
"1056",
"1504",
"1843",
"2289",
"2758",
"3480",
"4310",
"5212",
"5990",
"7241",
"8394",
"9774",
"10608",
"12316",
"13653",
"15222",
"16033",
"17372",
"18917",
"19977",
"19480",
"21056",
"20629",
"21622",
"20163",
"20076",
"19595",
"18837",
"17069",
"16563",
