"Sample    : se 48187",
"15203",
"14141",
"12372",
"11395",
"9934",
"8785",
"7340",
"6490",
"5304",
"4592",
"3546",
"3035",
"2476",
"1948",
"1511",
"1195",
"946",
"734",
"557",
"469",
"318",
"293",
"200",
"142",
"153",
"156",
"119",
"112",
"90",
"96",
"93",
"92",
"78",
"94",
"86",
"83",
"79",
"88",
"73",
"69",
"85",
"76",
"65",
"94",
"56",
"76",
"71",
"73",
"78",
"67",
"71",
"89",
"59",
"78",
"81",
"71",
"82",
"75",
"73",
"96",
"86",
"66",
"83",
"77",
"81",
"84",
"78",
"74",
"80",
"72",
"81",
"105",
"77",
"100",
"92",
"75",
"86",
"88",
"87",
"82",
"89",
"92",
"105",
"89",
"102",
"104",
"115",
"100",
"98",
"109",
"93",
"125",
"130",
"181",
"139",
"161",
"193",
"204",
"248",
"320",
"306",
"427",
"490",
"586",
"724",
"787",
"922",
"1058",
"1202",
"1395",
"1558",
"1781",
"1992",
"2154",
"2217",
"2402",
"2785",
"2793",
"2807",
"2890",
"3022",
"3081",
"2990",
"3068",
"3008",
"2876",
"2802",
"2708",
"2605",
"2350",
"2136",
"2064",
"1820",
"1754",
"1460",
"1404",
"1198",
"1064",
"906",
"804",
"713",
"651",
"481",
"486",
"424",
"329",
"296",
"267",
"250",
"210",
"186",
"168",
"145",
"116",
"102",
"110",
"84",
"74",
"56",
"55",
"47",
"63",
"62",
"58",
"39",
"37",
"50",
"42",
"40",
"42",
"56",
"53",
"41",
"33",
"43",
"45",
"51",
"55",
"45",
"42",
"33",
"43",
"34",
"50",
"40",
"48",
"46",
"52",
"41",
"51",
"53",
"49",
"58",
"43",
"44",
"36",
"39",
"32",
"39",
"49",
"40",
"40",
"49",
"46",
"38",
"38",
"38",
"29",
"50",
"54",
"46",
"47",
"49",
"48",
"47",
"52",
"40",
"44",
"45",
"35",
"39",
"45",
"45",
"43",
"33",
"32",
"43",
"31",
"45",
"39",
"44",
"42",
"34",
"38",
"43",
"40",
"42",
"50",
"35",
"36",
"41",
"52",
"34",
"36",
"42",
"51",
"41",
"39",
"45",
"41",
"38",
"43",
"46",
"50",
"44",
"43",
"42",
"32",
"40",
"52",
"46",
"32",
"46",
"38",
"39",
"43",
"32",
"51",
"34",
"37",
"43",
"38",
"50",
"41",
"34",
"37",
"49",
"44",
"37",
"41",
"43",
"47",
"35",
"27",
"38",
"45",
"36",
"40",
"40",
"36",
"36",
"33",
"43",
"42",
"41",
"50",
"41",
"45",
"44",
"38",
"39",
"38",
"26",
"34",
"41",
"37",
"35",
"38",
"44",
"44",
"37",
"44",
"47",
"32",
"39",
"34",
"42",
"26",
"47",
"46",
"46",
"34",
"34",
"50",
"50",
"36",
"44",
"38",
"36",
"36",
"32",
"50",
"41",
"40",
"44",
"28",
"36",
"31",
"42",
"37",
"40",
"35",
"40",
"46",
"34",
"31",
"45",
"40",
"39",
"43",
"41",
"39",
"36",
"40",
"36",
"39",
"35",
"34",
"29",
"44",
"42",
"32",
"26",
"34",
"36",
"50",
"38",
"34",
"35",
"39",
"37",
"31",
"36",
"37",
"40",
"51",
"38",
"31",
"28",
"35",
"35",
"49",
"39",
"38",
"27",
"38",
"33",
"27",
"32",
"29",
"26",
"29",
"37",
"40",
"34",
"48",
"49",
"42",
"41",
"47",
"34",
"37",
"35",
"29",
"34",
"35",
"27",
"43",
"33",
"31",
"31",
"35",
"36",
"40",
"37",
"35",
"21",
"29",
"33",
"35",
"36",
"43",
"39",
"36",
"40",
"32",
"39",
"32",
"35",
"44",
"44",
"43",
"37",
"27",
"22",
"44",
"28",
"33",
"25",
"33",
"31",
"28",
"35",
"46",
"32",
"26",
"49",
"33",
"35",
"40",
"35",
"39",
"40",
"34",
"24",
"29",
"23",
"31",
"36",
"34",
"40",
"35",
"36",
"42",
"31",
"37",
"39",
"38",
"28",
"37",
"46",
"33",
"36",
"47",
"24",
"35",
"35",
"43",
"27",
"36",
"35",
"28",
"31",
"45",
"23",
"28",
"27",
"32",
"33",
"34",
"31",
"32",
"37",
"35",
"27",
"41",
"34",
"36",
"28",
"29",
"56",
"29",
"34",
"28",
"35",
"35",
"33",
"29",
"24",
"31",
"33",
"36",
"40",
"36",
"28",
"37",
"39",
"33",
"27",
"37",
"37",
"41",
"29",
"39",
"49",
"37",
"23",
"28",
"39",
"32",
"41",
"26",
"32",
"27",
"24",
"32",
"35",
"31",
"23",
"36",
"36",
"38",
"28",
"28",
"32",
"28",
"22",
"37",
"27",
"29",
"36",
"34",
"26",
"29",
"32",
"40",
"28",
"34",
"22",
"26",
"36",
"34",
"40",
"24",
"25",
"29",
"20",
"31",
"23",
"29",
"35",
"35",
"25",
"25",
"36",
"25",
"35",
"31",
"20",
"31",
"34",
"34",
"21",
"34",
"32",
"38",
"33",
"35",
"26",
"28",
"29",
"29",
"38",
"35",
"31",
"29",
"28",
"46",
"33",
"22",
"41",
"32",
"22",
"32",
"37",
"38",
"35",
"18",
"28",
"37",
"26",
"34",
"39",
"25",
"33",
"31",
"18",
"32",
"28",
"27",
"44",
"35",
"41",
"31",
"18",
"26",
"36",
"26",
"32",
"38",
"40",
"31",
"47",
"25",
"36",
"31",
"25",
"36",
"40",
"25",
"22",
"23",
"29",
"32",
"28",
"38",
"35",
"22",
"44",
"26",
"40",
"24",
"28",
"23",
"27",
"41",
"28",
"44",
"29",
"29",
"40",
"31",
"37",
"32",
"35",
"26",
"26",
"36",
"38",
"37",
"29",
"31",
"29",
"32",
"23",
"43",
"42",
"37",
"39",
"20",
"36",
"34",
"27",
"36",
"37",
"39",
"37",
"39",
"35",
"38",
"31",
"36",
"36",
"36",
"40",
"39",
"43",
"34",
"45",
"34",
"38",
"38",
"33",
"36",
"46",
"44",
"37",
"44",
"32",
"39",
"36",
"43",
"32",
"44",
"42",
"40",
"38",
"43",
"32",
"34",
"35",
"35",
"51",
"46",
"46",
"49",
"44",
"42",
"41",
"51",
"48",
"50",
"50",
"43",
"52",
"51",
"60",
"45",
"48",
"59",
"56",
"64",
"70",
"47",
"69",
"67",
"64",
"54",
"68",
"72",
"69",
"89",
"84",
"85",
"83",
"81",
"85",
"90",
"84",
"110",
"118",
"113",
"109",
"112",
"133",
"141",
"105",
"121",
"124",
"168",
"155",
"150",
"155",
"157",
"163",
"172",
"161",
"173",
"202",
"171",
"193",
"192",
"202",
"179",
"218",
"214",
"195",
"177",
"209",
"230",
"191",
"181",
"195",
"213",
"223",
"184",
"202",
"220",
"173",
"202",
"189",
"191",
"200",
"174",
"169",
"185",
"186",
"168",
"149",
"194",
"179",
"160",
"171",
"155",
"139",
"140",
"128",
"138",
"125",
"118",
"131",
"118",
"80",
"113",
"98",
"105",
"76",
"89",
"105",
"95",
"87",
"76",
"79",
"82",
"53",
"68",
"66",
"62",
"52",
"52",
"62",
"56",
"63",
"49",
"53",
"58",
"46",
"64",
"62",
"47",
"54",
"53",
"42",
"41",
"40",
"43",
"41",
"37",
"52",
"53",
"51",
"37",
"53",
"57",
"59",
"49",
"57",
"50",
"79",
"71",
"65",
"70",
"69",
"88",
"103",
"83",
"92",
"107",
"97",
"104",
"126",
"104",
"117",
"87",
"109",
"98",
"102",
"109",
"103",
"85",
"103",
"117",
"89",
"92",
"84",
"88",
"92",
"67",
"67",
"93",
"57",
"67",
"53",
"54",
"43",
"51",
"42",
"32",
"46",
"46",
"42",
"37",
"31",
"32",
"26",
"16479",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Se, P , Ca, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    SeLa         1.39     0.308",
"                      P Ka         2.00     0.007",
"                      CaKa         3.70     0.127",
"                      CaKb         4.02     0.017",
"                      ----         6.43     0.043",
"                      SeKa        11.24     9.470",
"                      SeKb        12.53     1.375",
"                      RuKa        19.17     0.079",
"                      ----        19.42     0.063",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
