"Sample    : srf2 48190",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:36:32",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  309-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"2",
"7",
"31",
"33",
"31",
"19",
"25",
"32",
"33",
"23",
"29",
"40",
"28",
"33",
"31",
"37",
"42",
"32",
"39",
"36",
"42",
"35",
"32",
"36",
"32",
"22",
"51",
"38",
"40",
"36",
"27",
"33",
"41",
"40",
"40",
"33",
"36",
"38",
"38",
"48",
"30",
"23",
"32",
"40",
"43",
"39",
"29",
"37",
"42",
"30",
"38",
"48",
"30",
"28",
"31",
"27",
"17",
"26",
"30",
"28",
"40",
"23",
"24",
"24",
"24",
"29",
"23",
"23",
"28",
"15",
"19",
"24",
"17",
"20",
"23",
"16",
"17",
"20",
"18",
"20",
"22",
"15",
"29",
"18",
"19",
"20",
"30",
"20",
"21",
"21",
"17",
"21",
"24",
"20",
"21",
"23",
"20",
"17",
"33",
"26",
"21",
"17",
"15",
"21",
"31",
"16",
"22",
"27",
"32",
"19",
"39",
"21",
"24",
"27",
"24",
"26",
"24",
"36",
"26",
"40",
"56",
"46",
"55",
"81",
"71",
"90",
"108",
"90",
"135",
"116",
"131",
"140",
"165",
"137",
"144",
"151",
"144",
"139",
"162",
"176",
"218",
"249",
"333",
"405",
"586",
"735",
"942",
"1097",
"1240",
"1335",
"1602",
"1607",
"1819",
"1839",
"1883",
"1812",
"1764",
"1590",
"1551",
"1375",
"1272",
"1021",
"1011",
"769",
"734",
"604",
"500",
"452",
"348",
"272",
"280",
"206",
"183",
"158",
"118",
"105",
"101",
"75",
"66",
"43",
"54",
"44",
"28",
"33",
"35",
"33",
"28",
"36",
"20",
"34",
"21",
"38",
"47",
"27",
"33",
"32",
"27",
"20",
"22",
"25",
"22",
"20",
"18",
"18",
"23",
"15",
"19",
"16",
"12",
"9",
"14",
"15",
"11",
"13",
"13",
"15",
"13",
"15",
"13",
"14",
"14",
"12",
"8",
"11",
"13",
"7",
"11",
"15",
"12",
"10",
"11",
"14",
"15",
"16",
"17",
"9",
"17",
"14",
"11",
"11",
"15",
"11",
"21",
"18",
"18",
"23",
"13",
"22",
"22",
"12",
"18",
"17",
"18",
"15",
"16",
"18",
"16",
"13",
"16",
"13",
"11",
"20",
"12",
"12",
"11",
"15",
"19",
"10",
"11",
"20",
"12",
"15",
"14",
"18",
"13",
"9",
"13",
"13",
"14",
"11",
"8",
"10",
"15",
"21",
"15",
"18",
"13",
"22",
"6",
"11",
"19",
"14",
"10",
"13",
"11",
"20",
"14",
"17",
"16",
"10",
"18",
"11",
"13",
"15",
"8",
"14",
"12",
"23",
"18",
"11",
"13",
"15",
"13",
"10",
"16",
"16",
"19",
"11",
"24",
"8",
"24",
"25",
"23",
"22",
"39",
"46",
"42",
"63",
"88",
"98",
"114",
"137",
"203",
"216",
"293",
"326",
"380",
"393",
"488",
"500",
"533",
"491",
"501",
"478",
"476",
"432",
"405",
"372",
"312",
"234",
"206",
"164",
"126",
"116",
"74",
"61",
"60",
"46",
"49",
"42",
"29",
"44",
"34",
"50",
"44",
"52",
"51",
"61",
"69",
"68",
"82",
"75",
"85",
"95",
"84",
"83",
"80",
"75",
"54",
"64",
"37",
"58",
"53",
"43",
"31",
"40",
"28",
"27",
"34",
"23",
"31",
"23",
"20",
"17",
"21",
"27",
"25",
"17",
"27",
"21",
"33",
"34",
"27",
"33",
"31",
"28",
"34",
"39",
"43",
"34",
"41",
"49",
"43",
"53",
"49",
"52",
"53",
"51",
"54",
"54",
"66",
"51",
"48",
"53",
"59",
"55",
"47",
"38",
"40",
"43",
"45",
"44",
"42",
"37",
"29",
"38",
"37",
"46",
"30",
"35",
"44",
"24",
"29",
"36",
"34",
"30",
"28",
"33",
"36",
"33",
"29",
"33",
"32",
"40",
"34",
"23",
"30",
"32",
"27",
"24",
"31",
"29",
"26",
"23",
"32",
"36",
"32",
"41",
"32",
"31",
"38",
"35",
"17",
"19",
"32",
"33",
"39",
"30",
"30",
"27",
"22",
"23",
"33",
"31",
"27",
"34",
"23",
"26",
"33",
"26",
"37",
"33",
"27",
"28",
"35",
"33",
"37",
"40",
"46",
"33",
"25",
"32",
"34",
"33",
"47",
"32",
"33",
"34",
"31",
"43",
"41",
"27",
"38",
"33",
"38",
"28",
"40",
"39",
"53",
"48",
"35",
"37",
"38",
"43",
"42",
"38",
"43",
"37",
"40",
"40",
"47",
"40",
"47",
"49",
"46",
"55",
"38",
"51",
"58",
"51",
"65",
"54",
"51",
"51",
"56",
"69",
"58",
"67",
"56",
"71",
"69",
"63",
"75",
"70",
"82",
"64",
"81",
"71",
"69",
"55",
"74",
"61",
"66",
"73",
"72",
"81",
"59",
"74",
"76",
"70",
"53",
"65",
"64",
"68",
"69",
"46",
"53",
"57",
"54",
"62",
"57",
"48",
"73",
"51",
"57",
"46",
"53",
"56",
"43",
"72",
"48",
"65",
"49",
"69",
"53",
"58",
"47",
"81",
"57",
"48",
"55",
"59",
"60",
"67",
"75",
"67",
"84",
"93",
"85",
"87",
"108",
"79",
"83",
"88",
"104",
"103",
"100",
"91",
"85",
"96",
"106",
"71",
"88",
"74",
"91",
"94",
"93",
"79",
"98",
"78",
"61",
"73",
"75",
"77",
"86",
"76",
"78",
"85",
"93",
"72",
"95",
"62",
"65",
"79",
"77",
"72",
"71",
"83",
"74",
"78",
"90",
"71",
"70",
"84",
"77",
"65",
"84",
"64",
"66",
"61",
"78",
"64",
"67",
"78",
"62",
"72",
"69",
"66",
"77",
"68",
"71",
"79",
"67",
"63",
"60",
"86",
"69",
"60",
"73",
"80",
"60",
"50",
"62",
"62",
"68",
"66",
"62",
"82",
"75",
"71",
"80",
"64",
"69",
"59",
"70",
"72",
"57",
"65",
"71",
"69",
"58",
"55",
"52",
"86",
"73",
"77",
"82",
"84",
"77",
"82",
"70",
"59",
"86",
"57",
"69",
"78",
"72",
"80",
"81",
"87",
"82",
"74",
"84",
"80",
"76",
"78",
"76",
"90",
"73",
"53",
"81",
"96",
"90",
"78",
"97",
"66",
"81",
"88",
"91",
"106",
"88",
"76",
"67",
"75",
"75",
"85",
"92",
"98",
"92",
"95",
"78",
"107",
"77",
"97",
"115",
"90",
"106",
"98",
"105",
"87",
"103",
"88",
"122",
"95",
"116",
"107",
"124",
"119",
"125",
"118",
"118",
"118",
"111",
"134",
"142",
"117",
"152",
"129",
"147",
"153",
"160",
"144",
"169",
"135",
"130",
"139",
"118",
"115",
"119",
"109",
"132",
"117",
"100",
"93",
"117",
"95",
"86",
"87",
"102",
"95",
"93",
"79",
"65",
"81",
"87",
"88",
"79",
"73",
"65",
"81",
"66",
"77",
"68",
"74",
"89",
"73",
"83",
"78",
"93",
"70",
"73",
"89",
"82",
"69",
"91",
"86",
"84",
"72",
"67",
"68",
"71",
"78",
"89",
"77",
"101",
"91",
"110",
"87",
"86",
"101",
"80",
"81",
"85",
"100",
"78",
"91",
"87",
"83",
"85",
"79",
"86",
"78",
"74",
"80",
"88",
"67",
"76",
"68",
"81",
"78",
"84",
"76",
"69",
"67",
"67",
"71",
"75",
"78",
"81",
"60",
"73",
"67",
"87",
"62",
"81",
"73",
"71",
"69",
"82",
"83",
"57",
"61",
"75",
"62",
"70",
"82",
"94",
"83",
"59",
"76",
"73",
"86",
"63",
"68",
"88",
"76",
"75",
"70",
"93",
"86",
"81",
"80",
"106",
"92",
"86",
"100",
"103",
"88",
"84",
"85",
"84",
"80",
"102",
"82",
"115",
"92",
"109",
"89",
"76",
"98",
"94",
"79",
"88",
"96",
"100",
"81",
"66",
"64",
"97",
"69",
"94",
"83",
"89",
"74",
"88",
"72",
"87",
"79",
"85",
"85",
"97",
"86",
"85",
"65",
"76",
"76",
"86",
"79",
"114",
"83",
"75",
"84",
"90",
"61",
"99",
"70",
"77",
"66",
"72",
"73",
"78",
"77",
"80",
"74",
"84",
"87",
"76",
"82",
"87",
"74",
"80",
"91",
"84",
"66",
"76",
"82",
"64",
"71",
"73",
"71",
"75",
"81",
"59",
"73",
"75",
"77",
"84",
"53",
"53",
"78",
"70",
"70",
"70",
"80",
"93",
"66",
"68",
"71",
"70",
"53",
"69",
"73",
"71",
"66",
"74",
"71",
"62",
"89",
"83",
"66",
"70",
"73",
"80",
"59",
"86",
"75",
"63",
"65",
"64",
"85",
"71",
"77",
"80",
"69",
"72",
"78",
"77",
"59",
"62",
"71",
"79",
"81",
"74",
"69",
"73",
"64",
"66",
"73",
"73",
"61",
"67",
"72",
"74",
"56",
"53",
"56",
"67",
"69",
"72",
"56",
"58",
"64",
"85",
"65",
"78",
"61",
"67",
"64",
"81",
"55",
"72",
"55",
"94",
"73",
"63",
"75",
"79",
"66",
"54",
"61",
"77",
"82",
"67",
"78",
"84",
"59",
"69",
"64",
"63",
"50",
"69",
"67",
"56",
"64",
"68",
"80",
"69",
"83",
"78",
"67",
"54",
"55",
"77",
"76",
"64",
"68",
"76",
"71",
"89",
"65",
"75",
"54",
"71",
"64",
"73",
"80",
"61",
"77",
