"Sample    : ni_34679",
"Operator  : americo",
"Comment  : ni_50.6micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 11:42:37",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"0",
"3",
"11",
"15",
"2",
"9",
"11",
"9",
"10",
"12",
"13",
"12",
"10",
"10",
"11",
"14",
"9",
"6",
"11",
"7",
"8",
"10",
"8",
"8",
"10",
"4",
"10",
"9",
"7",
"8",
"10",
"8",
"4",
"5",
"16",
"12",
"12",
"10",
"7",
"10",
"12",
"13",
"15",
"9",
"16",
"17",
"25",
"28",
"36",
"41",
"50",
"55",
"80",
"90",
"87",
"83",
"94",
"116",
"98",
"95",
"93",
"98",
"90",
"60",
"71",
"37",
"38",
"31",
"18",
"26",
"23",
"17",
"11",
"11",
"8",
"12",
"8",
"6",
"12",
"8",
"12",
"6",
"11",
"10",
"9",
"11",
"12",
"13",
"12",
"10",
"7",
"10",
"5",
"14",
"9",
"13",
"10",
"6",
"4",
"5",
"13",
"11",
"12",
"11",
"7",
"10",
"8",
"4",
"6",
"7",
"11",
"8",
"12",
"9",
"8",
"17",
"11",
"11",
"14",
"18",
"12",
"9",
"12",
"13",
"10",
"14",
"7",
"11",
"9",
"8",
"11",
"8",
"14",
"9",
"9",
"5",
"13",
"8",
"22",
"19",
"13",
"10",
"15",
"14",
"14",
"14",
"13",
"18",
"14",
"22",
"15",
"11",
"12",
"9",
"12",
"13",
"10",
"11",
"13",
"15",
"15",
"13",
"18",
"17",
"20",
"23",
"35",
"39",
"42",
"45",
"57",
"39",
"48",
"37",
"54",
"35",
"30",
"35",
"30",
"30",
"16",
"19",
"20",
"17",
"20",
"9",
"11",
"4",
"8",
"12",
"12",
"4",
"6",
"12",
"6",
"11",
"14",
"10",
"10",
"6",
"17",
"13",
"5",
"5",
"8",
"6",
"8",
"6",
"16",
"12",
"9",
"8",
"7",
"6",
"13",
"4",
"12",
"13",
"8",
"13",
"7",
"9",
"9",
"12",
"8",
"9",
"17",
"13",
"13",
"9",
"9",
"11",
"13",
"9",
"9",
"12",
"7",
"12",
"16",
"18",
"9",
"6",
"14",
"19",
"8",
"9",
"7",
"8",
"15",
"15",
"9",
"10",
"9",
"7",
"6",
"6",
"12",
"9",
"13",
"10",
"13",
"9",
"8",
"14",
"14",
"9",
"13",
"10",
"6",
"8",
"12",
"11",
"6",
"11",
"7",
"8",
"8",
"8",
"10",
"4",
"9",
"15",
"13",
"10",
"11",
"11",
"12",
"10",
"19",
"14",
"9",
"13",
"15",
"9",
"10",
"13",
"10",
"17",
"18",
"9",
"10",
"17",
"15",
"14",
"13",
"11",
"27",
"17",
"14",
"18",
"11",
"10",
"17",
"9",
"17",
"8",
"22",
"13",
"10",
"15",
"22",
"18",
"18",
"27",
"22",
"30",
"36",
"44",
"59",
"77",
"96",
"155",
"191",
"223",
"280",
"309",
"372",
"433",
"463",
"435",
"466",
"508",
"474",
"450",
"434",
"375",
"411",
"310",
"206",
"202",
"149",
"148",
"117",
"95",
"65",
"57",
"54",
"50",
"38",
"29",
"34",
"46",
"38",
"39",
"38",
"58",
"66",
"50",
"76",
"60",
"66",
"58",
"65",
"78",
"78",
"79",
"72",
"71",
"45",
"53",
"48",
"39",
"46",
"29",
"30",
"27",
"27",
"25",
"22",
"13",
"16",
"20",
"19",
"16",
"17",
"25",
"16",
"16",
"18",
"24",
"20",
"13",
"23",
"24",
"29",
"24",
"28",
"30",
"20",
"24",
"29",
"34",
"25",
"30",
"30",
"23",
"27",
"26",
"30",
"23",
"31",
"24",
"31",
"31",
"22",
"24",
"25",
"30",
"43",
"22",
"36",
"26",
"35",
"23",
"36",
"18",
"28",
"25",
"26",
"27",
"20",
"27",
"23",
"22",
"27",
"19",
"37",
"10",
"23",
"27",
"20",
"21",
"19",
"20",
"16",
"23",
"27",
"22",
"28",
"21",
"20",
"31",
"17",
"17",
"26",
"21",
"13",
"18",
"21",
"25",
"22",
"22",
"15",
"15",
"25",
"25",
"28",
"23",
"25",
"25",
"26",
"25",
"22",
"21",
"35",
"21",
"26",
"20",
"25",
"24",
"27",
"22",
"18",
"27",
"29",
"32",
"28",
"23",
"36",
"21",
"20",
"25",
"33",
"33",
"26",
"26",
"31",
"27",
"40",
"27",
"38",
"39",
"33",
"41",
"42",
"35",
"32",
"40",
"38",
"40",
"40",
"35",
"27",
"29",
"34",
"34",
"31",
"42",
"38",
"28",
"49",
"42",
"41",
"46",
"62",
"41",
"76",
"72",
"84",
"76",
"92",
"95",
"69",
"110",
"90",
"102",
"128",
"94",
"103",
"88",
"89",
"88",
"67",
"60",
"62",
"48",
"43",
"52",
"60",
"60",
"46",
"50",
"46",
"51",
"62",
"46",
"61",
"47",
"52",
"53",
"54",
"43",
"55",
"55",
"41",
"53",
"55",
"76",
"66",
"52",
"54",
"59",
"75",
"60",
"53",
"54",
"58",
"63",
"96",
"65",
"70",
"55",
"70",
"69",
"61",
"72",
"66",
"76",
"61",
"75",
"83",
"78",
"80",
"102",
"90",
"104",
"111",
"117",
"128",
"120",
"132",
"127",
"126",
"137",
"131",
"105",
"122",
"109",
"114",
"109",
"97",
"91",
"97",
"83",
"80",
"79",
"76",
"58",
"77",
"60",
"78",
"55",
"61",
"57",
"66",
"69",
"61",
"45",
"66",
"57",
"52",
"59",
"69",
"63",
"69",
"63",
"74",
"73",
"70",
"77",
"58",
"63",
"82",
"67",
"70",
"67",
"59",
"71",
"80",
"69",
"79",
"79",
"75",
"84",
"87",
"87",
"82",
"80",
"82",
"89",
"94",
"96",
"96",
"96",
"94",
"119",
"103",
"113",
"110",
"107",
"135",
"116",
"133",
"134",
"130",
"115",
"144",
"105",
"143",
"147",
"184",
"155",
"176",
"181",
"188",
"256",
"317",
"395",
"520",
"699",
"916",
"1169",
"1642",
"2154",
"2958",
"3586",
"4814",
"6240",
"7696",
"9077",
"11244",
"13264",
"15749",
"17295",
"20165",
"21939",
"24187",
"24506",
"26768",
"27436",
"28008",
"26547",
"27338",
"25341",
"24951",
"21632",
"20501",
"18348",
"16552",
"13479",
"11986",
"10051",
"8281",
"6378",
"5206",
"4063",
"3135",
"2278",
"1709",
"1329",
"950",
"641",
"492",
"394",
"248",
"185",
"155",
"140",
"126",
"116",
"97",
"97",
"111",
"109",
"115",
"94",
"100",
"103",
"110",
"97",
"105",
"105",
"120",
"112",
"104",
"125",
"128",
"120",
"136",
"135",
"151",
"139",
"164",
"147",
"186",
"193",
"207",
"202",
"242",
"294",
"334",
"372",
"473",
"577",
"665",
"827",
"1045",
"1176",
"1496",
"1537",
"1864",
"2084",
"2424",
"2629",
"2946",
"3223",
"3386",
"3296",
"3621",
"3627",
"3696",
"3433",
"3434",
"3282",
"3159",
"2758",
"2630",
"2299",
"2112",
"1727",
"1584",
"1276",
"1152",
"865",
"711",
"583",
"442",
"350",
"289",
"228",
"174",
"137",
"135",
"98",
"98",
"74",
"72",
"72",
"62",
"67",
"82",
"68",
"73",
"68",
