"Sample    : ni 48184",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:04:50",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"0",
"0",
"9",
"11",
"10",
"10",
"6",
"10",
"11",
"8",
"10",
"10",
"6",
"6",
"4",
"12",
"9",
"5",
"8",
"10",
"3",
"9",
"6",
"11",
"7",
"11",
"10",
"10",
"13",
"7",
"9",
"9",
"7",
"14",
"8",
"6",
"8",
"12",
"10",
"7",
"11",
"8",
"11",
"12",
"11",
"15",
"18",
"24",
"22",
"38",
"29",
"53",
"68",
"75",
"74",
"85",
"94",
"99",
"105",
"112",
"100",
"92",
"89",
"86",
"61",
"73",
"44",
"52",
"30",
"33",
"23",
"7",
"24",
"11",
"10",
"6",
"13",
"10",
"6",
"13",
"10",
"12",
"14",
"14",
"7",
"10",
"8",
"8",
"9",
"12",
"7",
"8",
"6",
"9",
"11",
"10",
"8",
"9",
"8",
"7",
"12",
"5",
"10",
"7",
"4",
"9",
"8",
"12",
"13",
"7",
"7",
"10",
"9",
"14",
"9",
"13",
"12",
"16",
"10",
"12",
"11",
"10",
"9",
"9",
"11",
"12",
"10",
"13",
"12",
"7",
"10",
"14",
"12",
"16",
"11",
"10",
"8",
"11",
"8",
"11",
"12",
"17",
"17",
"12",
"13",
"12",
"11",
"14",
"11",
"10",
"12",
"19",
"15",
"12",
"12",
"16",
"15",
"10",
"12",
"13",
"14",
"15",
"15",
"22",
"19",
"29",
"23",
"16",
"24",
"36",
"26",
"24",
"41",
"34",
"30",
"41",
"37",
"35",
"26",
"29",
"26",
"18",
"23",
"19",
"6",
"13",
"14",
"6",
"15",
"11",
"9",
"14",
"11",
"19",
"12",
"9",
"10",
"11",
"12",
"7",
"11",
"8",
"12",
"11",
"8",
"10",
"12",
"9",
"9",
"9",
"8",
"9",
"3",
"12",
"5",
"3",
"8",
"8",
"4",
"15",
"9",
"10",
"7",
"9",
"11",
"6",
"7",
"14",
"6",
"11",
"6",
"8",
"8",
"8",
"11",
"12",
"13",
"5",
"9",
"13",
"12",
"13",
"7",
"9",
"10",
"10",
"6",
"14",
"11",
"8",
"9",
"10",
"14",
"13",
"9",
"15",
"11",
"13",
"10",
"8",
"10",
"11",
"11",
"11",
"13",
"13",
"8",
"11",
"13",
"10",
"7",
"9",
"7",
"10",
"5",
"8",
"8",
"9",
"4",
"8",
"8",
"10",
"6",
"10",
"11",
"7",
"15",
"6",
"16",
"7",
"13",
"13",
"10",
"10",
"8",
"11",
"11",
"11",
"9",
"10",
"2",
"9",
"8",
"6",
"8",
"12",
"8",
"9",
"12",
"8",
"13",
"11",
"10",
"12",
"8",
"14",
"12",
"12",
"21",
"10",
"14",
"18",
"18",
"17",
"10",
"19",
"34",
"31",
"40",
"44",
"57",
"81",
"99",
"123",
"154",
"174",
"240",
"261",
"298",
"338",
"340",
"371",
"344",
"360",
"328",
"361",
"298",
"251",
"246",
"195",
"167",
"135",
"100",
"93",
"69",
"55",
"45",
"42",
"36",
"37",
"22",
"41",
"33",
"27",
"24",
"33",
"41",
"47",
"58",
"54",
"44",
"54",
"55",
"63",
"62",
"64",
"50",
"46",
"51",
"36",
"51",
"32",
"43",
"37",
"34",
"40",
"25",
"26",
"23",
"19",
"21",
"14",
"17",
"15",
"13",
"16",
"15",
"21",
"23",
"22",
"23",
"21",
"17",
"25",
"24",
"22",
"21",
"24",
"21",
"28",
"23",
"33",
"27",
"32",
"28",
"32",
"39",
"40",
"32",
"33",
"36",
"37",
"31",
"46",
"34",
"46",
"26",
"35",
"40",
"29",
"27",
"28",
"38",
"30",
"27",
"29",
"26",
"27",
"24",
"14",
"20",
"29",
"25",
"29",
"23",
"31",
"18",
"24",
"23",
"21",
"19",
"17",
"18",
"23",
"14",
"27",
"21",
"28",
"16",
"20",
"19",
"25",
"25",
"21",
"18",
"32",
"16",
"31",
"19",
"30",
"21",
"29",
"23",
"23",
"20",
"18",
"17",
"24",
"19",
"14",
"24",
"24",
"18",
"26",
"23",
"25",
"21",
"29",
"19",
"34",
"29",
"30",
"19",
"24",
"24",
"20",
"37",
"27",
"28",
"21",
"17",
"31",
"31",
"33",
"32",
"23",
"26",
"30",
"35",
"28",
"32",
"23",
"26",
"29",
"36",
"36",
"38",
"30",
"31",
"34",
"40",
"25",
"32",
"31",
"31",
"36",
"36",
"26",
"32",
"36",
"36",
"36",
"42",
"55",
"47",
"49",
"66",
"57",
"68",
"79",
"95",
"91",
"84",
"97",
"95",
"102",
"89",
"110",
"97",
"90",
"93",
"78",
"84",
"76",
"74",
"59",
"69",
"57",
"49",
"59",
"57",
"50",
"44",
"43",
"56",
"43",
"56",
"48",
"46",
"46",
"44",
"50",
"51",
"47",
"56",
"60",
"51",
"56",
"42",
"43",
"52",
"55",
"56",
"56",
"68",
"62",
"57",
"62",
"56",
"73",
"59",
"62",
"64",
"71",
"70",
"55",
"70",
"56",
"59",
"60",
"62",
"69",
"68",
"64",
"84",
"81",
"86",
"72",
"87",
"86",
"82",
"92",
"92",
"82",
"78",
"83",
"73",
"82",
"71",
"76",
"66",
"76",
"82",
"75",
"57",
"72",
"66",
"61",
"61",
"67",
"56",
"78",
"58",
"52",
"56",
"55",
"67",
"67",
"60",
"64",
"66",
"61",
"53",
"51",
"56",
"64",
"72",
"61",
"62",
"69",
"65",
"75",
"58",
"63",
"82",
"53",
"83",
"59",
"63",
"88",
"70",
"78",
"74",
"65",
"76",
"91",
"82",
"74",
"100",
"84",
"72",
"97",
"111",
"113",
"90",
"105",
"101",
"119",
"111",
"112",
"115",
"124",
"108",
"111",
"105",
"149",
"105",
"124",
"133",
"141",
"148",
"165",
"138",
"194",
"149",
"208",
"262",
"292",
"357",
"469",
"605",
"875",
"1122",
"1483",
"1975",
"2730",
"3407",
"4529",
"5907",
"7463",
"8611",
"10933",
"12846",
"15383",
"16879",
"19744",
"21435",
"24349",
"24585",
"26886",
"27412",
"28490",
"26969",
"27681",
"26331",
"25401",
"22354",
"21504",
"19264",
"17217",
"14250",
"12396",
"10371",
"8713",
"6817",
"5500",
"4344",
"3350",
"2378",
"1797",
"1413",
"992",
"685",
"530",
"376",
"320",
"220",
"200",
"156",
"121",
"124",
"114",
"110",
"107",
"107",
"125",
"118",
"105",
"89",
"105",
"130",
"124",
"121",
"92",
"101",
"110",
"123",
"125",
"126",
"130",
"132",
"135",
"150",
"138",
"179",
"181",
"171",
"193",
"201",
"235",
"276",
"326",
"348",
"475",
"558",
"688",
"733",
"947",
"1081",
"1376",
"1489",
"1881",
"2109",
"2423",
"2485",
"2900",
"3086",
"3316",
"3268",
"3511",
"3785",
"3752",
"3516",
"3601",
"3387",
"3318",
"2752",
"2705",
"2346",
"2268",
"1764",
"1574",
"1343",
"1142",
"911",
"765",
"562",
"519",
"392",
"338",
"241",
"190",
"137",
"123",
"110",
"83",
"70",
"75",
"60",
"72",
"52",
"65",
"42",
"60",
"52",
"44",
"49",
"44",
"51",
"57",
"54",
"40",
"48",
"63",
"57",
"62",
"38",
"48",
"53",
"47",
"53",
"50",
"31",
"51",
"46",
"41",
"43",
"34",
"46",
"32",
"37",
"54",
"42",
"54",
"32",
"43",
"44",
"56",
"54",
"49",
"38",
"54",
"56",
"46",
"40",
"63",
"45",
"47",
"44",
"43",
"55",
"44",
"51",
"54",
"34",
"41",
"50",
"36",
"42",
"48",
"51",
"47",
"42",
"39",
"49",
"51",
"46",
"35",
"53",
"58",
"59",
"40",
"53",
"43",
"46",
"41",
"47",
"40",
"55",
"45",
"36",
"48",
"58",
"47",
"40",
"46",
"40",
"45",
"42",
"42",
"44",
"44",
"41",
"69",
"50",
"52",
"61",
"55",
"55",
"60",
"51",
"49",
"38",
"51",
"50",
"59",
"53",
"55",
"49",
"73",
"44",
"62",
"45",
"61",
"47",
"55",
"54",
"49",
"49",
"48",
"59",
"45",
"58",
"55",
"47",
"50",
"51",
"44",
"55",
"47",
"56",
"47",
"44",
"54",
"54",
"56",
"41",
"50",
"50",
"46",
"43",
"44",
"59",
"39",
"42",
"49",
"50",
"53",
"37",
"38",
"50",
"36",
"41",
"47",
"28",
"47",
"44",
"44",
"55",
"48",
"45",
"48",
"51",
"32",
"52",
"52",
"46",
"41",
"51",
"43",
"54",
"37",
"36",
"40",
"50",
"39",
"39",
"36",
"38",
"41",
"53",
"43",
"40",
"40",
"41",
"57",
"51",
"44",
"53",
"51",
"42",
"36",
"54",
"45",
"37",
"43",
"56",
"37",
"52",
"48",
"43",
"51",
"40",
"42",
"40",
"44",
"47",
"59",
"53",
"53",
"47",
"44",
"47",
"30",
"45",
"56",
"40",
"52",
"44",
"40",
"49",
"50",
"40",
"49",
"39",
"45",
"43",
"51",
"44",
"47",
"36",
"46",
"38",
"42",
"51",
"43",
"32",
"48",
"44",
"45",
"47",
"40",
"49",
"51",
"46",
"41",
"42",
"42",
"42",
"49",
"49",
"53",
"45",
"45",
"58",
"43",
"32",
"50",
"37",
"34",
"47",
"41",
"49",
"36",
"51",
"48",
"55",
