"Sample    : ge 48186",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:12:51",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"13",
"25",
"12",
"16",
"11",
"20",
"22",
"23",
"17",
"22",
"20",
"9",
"23",
"14",
"17",
"11",
"14",
"16",
"17",
"13",
"15",
"17",
"15",
"10",
"14",
"11",
"14",
"14",
"16",
"20",
"18",
"13",
"8",
"12",
"18",
"16",
"11",
"13",
"8",
"19",
"16",
"11",
"16",
"8",
"8",
"21",
"8",
"6",
"10",
"5",
"12",
"9",
"13",
"17",
"11",
"12",
"6",
"13",
"14",
"5",
"9",
"14",
"23",
"11",
"25",
"26",
"15",
"33",
"31",
"40",
"30",
"33",
"48",
"49",
"56",
"61",
"65",
"68",
"78",
"95",
"105",
"172",
"211",
"298",
"346",
"414",
"485",
"532",
"583",
"700",
"661",
"699",
"648",
"587",
"574",
"550",
"441",
"412",
"330",
"278",
"198",
"173",
"123",
"99",
"67",
"63",
"60",
"31",
"31",
"29",
"31",
"13",
"15",
"21",
"17",
"16",
"19",
"8",
"17",
"17",
"14",
"11",
"12",
"14",
"16",
"10",
"10",
"12",
"6",
"17",
"11",
"9",
"11",
"13",
"12",
"11",
"8",
"9",
"5",
"9",
"10",
"12",
"12",
"12",
"9",
"17",
"10",
"8",
"16",
"10",
"12",
"10",
"6",
"13",
"17",
"7",
"7",
"6",
"10",
"10",
"12",
"12",
"8",
"20",
"20",
"25",
"22",
"23",
"33",
"34",
"35",
"43",
"23",
"31",
"34",
"21",
"12",
"17",
"14",
"26",
"17",
"14",
"13",
"10",
"4",
"9",
"9",
"18",
"8",
"17",
"5",
"8",
"13",
"8",
"8",
"9",
"7",
"10",
"13",
"10",
"5",
"7",
"10",
"12",
"4",
"10",
"7",
"7",
"8",
"7",
"6",
"10",
"7",
"7",
"4",
"12",
"9",
"5",
"6",
"8",
"12",
"7",
"8",
"7",
"7",
"13",
"9",
"8",
"6",
"9",
"8",
"8",
"6",
"8",
"10",
"13",
"7",
"6",
"10",
"6",
"15",
"14",
"6",
"13",
"16",
"11",
"13",
"15",
"10",
"11",
"18",
"8",
"8",
"10",
"7",
"12",
"7",
"10",
"11",
"10",
"6",
"8",
"10",
"12",
"14",
"4",
"11",
"16",
"17",
"10",
"5",
"11",
"6",
"9",
"9",
"5",
"9",
"10",
"9",
"4",
"12",
"8",
"12",
"6",
"9",
"5",
"9",
"10",
"5",
"15",
"9",
"7",
"11",
"7",
"9",
"13",
"8",
"10",
"9",
"13",
"9",
"9",
"9",
"9",
"9",
"5",
"6",
"5",
"13",
"8",
"11",
"14",
"7",
"12",
"10",
"11",
"8",
"18",
"10",
"13",
"12",
"22",
"19",
"16",
"18",
"28",
"29",
"56",
"58",
"102",
"117",
"138",
"168",
"196",
"271",
"264",
"296",
"302",
"285",
"393",
"320",
"410",
"323",
"307",
"270",
"300",
"245",
"219",
"152",
"110",
"90",
"72",
"52",
"57",
"30",
"43",
"30",
"28",
"34",
"25",
"31",
"28",
"30",
"46",
"30",
"39",
"47",
"49",
"40",
"72",
"38",
"50",
"54",
"52",
"56",
"51",
"42",
"57",
"42",
"51",
"36",
"39",
"21",
"31",
"35",
"23",
"25",
"29",
"19",
"22",
"19",
"18",
"17",
"19",
"23",
"15",
"15",
"20",
"17",
"29",
"23",
"15",
"29",
"21",
"25",
"18",
"28",
"27",
"21",
"33",
"27",
"30",
"29",
"22",
"41",
"34",
"27",
"34",
"29",
"45",
"36",
"47",
"41",
"46",
"36",
"35",
"41",
"34",
"40",
"27",
"33",
"38",
"15",
"32",
"21",
"26",
"16",
"38",
"21",
"21",
"26",
"30",
"29",
"21",
"29",
"18",
"21",
"23",
"21",
"19",
"26",
"23",
"22",
"20",
"25",
"22",
"10",
"29",
"26",
"25",
"14",
"14",
"21",
"30",
"23",
"18",
"32",
"22",
"19",
"17",
"29",
"28",
"26",
"23",
"28",
"21",
"18",
"20",
"17",
"14",
"15",
"21",
"20",
"21",
"29",
"13",
"27",
"33",
"19",
"26",
"21",
"25",
"16",
"19",
"19",
"19",
"23",
"33",
"31",
"23",
"16",
"27",
"38",
"37",
"45",
"45",
"36",
"43",
"32",
"48",
"50",
"50",
"44",
"62",
"50",
"53",
"54",
"48",
"31",
"51",
"26",
"34",
"31",
"22",
"44",
"45",
"27",
"28",
"29",
"23",
"28",
"25",
"31",
"31",
"31",
"31",
"27",
"32",
"27",
"41",
"38",
"35",
"22",
"32",
"36",
"38",
"41",
"40",
"23",
"42",
"26",
"32",
"34",
"48",
"38",
"41",
"47",
"58",
"35",
"45",
"50",
"47",
"33",
"53",
"46",
"44",
"41",
"52",
"33",
"38",
"44",
"52",
"41",
"41",
"51",
"48",
"42",
"47",
"46",
"46",
"39",
"43",
"46",
"59",
"38",
"49",
"40",
"57",
"36",
"41",
"48",
"43",
"53",
"53",
"49",
"52",
"39",
"64",
"62",
"59",
"75",
"74",
"94",
"91",
"96",
"98",
"121",
"125",
"104",
"142",
"139",
"154",
"148",
"134",
"118",
"145",
"125",
"109",
"96",
"117",
"96",
"88",
"91",
"67",
"67",
"78",
"57",
"65",
"60",
"59",
"60",
"62",
"46",
"50",
"60",
"65",
"54",
"65",
"42",
"52",
"56",
"52",
"56",
"50",
"62",
"60",
"62",
"61",
"56",
"63",
"58",
"64",
"46",
"54",
"51",
"56",
"55",
"64",
"52",
"62",
"56",
"61",
"53",
"65",
"64",
"60",
"57",
"61",
"58",
"69",
"56",
"64",
"43",
"49",
"74",
"74",
"53",
"77",
"56",
"54",
"61",
"70",
"66",
"55",
"54",
"58",
"65",
"47",
"46",
"69",
"42",
"63",
"47",
"59",
"56",
"52",
"63",
"69",
"60",
"44",
"42",
"40",
"57",
"36",
"60",
"50",
"63",
"58",
"49",
"72",
"47",
"60",
"61",
"70",
"58",
"62",
"76",
"84",
"65",
"69",
"66",
"56",
"68",
"71",
"77",
"66",
"63",
"64",
"53",
"57",
"60",
"57",
"63",
"65",
"57",
"69",
"53",
"55",
"43",
"72",
"63",
"69",
"61",
"60",
"65",
"67",
"71",
"71",
"48",
"59",
"54",
"60",
"68",
"59",
"57",
"77",
"64",
"70",
"66",
"59",
"58",
"62",
"77",
"81",
"70",
"83",
"91",
"88",
"80",
"106",
"87",
"96",
"109",
"100",
"131",
"118",
"98",
"115",
"119",
"130",
"117",
"97",
"118",
"91",
"98",
"105",
"95",
"95",
"88",
"95",
"72",
"68",
"103",
"87",
"94",
"95",
"76",
"74",
"82",
"60",
"69",
"74",
"67",
"67",
"59",
"65",
"60",
"76",
"53",
"68",
"57",
"62",
"57",
"58",
"66",
"72",
"56",
"64",
"52",
"61",
"58",
"56",
"61",
"56",
"62",
"56",
"81",
"72",
"77",
"67",
"70",
"61",
"84",
"69",
"78",
"69",
"80",
"89",
"82",
"62",
"75",
"78",
"81",
"63",
"53",
"64",
"54",
"75",
"67",
"74",
"60",
"63",
"74",
"61",
"52",
"55",
"70",
"58",
"56",
"72",
"54",
"64",
"56",
"62",
"58",
"61",
"59",
"65",
"60",
"62",
"70",
"66",
"79",
"75",
"67",
"58",
"42",
"70",
"55",
"81",
"59",
"53",
"51",
"53",
"64",
"60",
"68",
"65",
"65",
"56",
"75",
"67",
"75",
"65",
"74",
"63",
"45",
"77",
"71",
"69",
"76",
"75",
"64",
"70",
"71",
"68",
"72",
"84",
"70",
"77",
"77",
"72",
"66",
"80",
"92",
"81",
"79",
"82",
"99",
"100",
"92",
"84",
"106",
"97",
"98",
"118",
"124",
"147",
"130",
"128",
"167",
"182",
"202",
"254",
"310",
"392",
"484",
"647",
"835",
"1114",
"1369",
"1812",
"2308",
"3078",
"3571",
"4704",
"5532",
"6881",
"7801",
"9375",
"10699",
"12601",
"13720",
"15324",
"17355",
"19189",
"19256",
"20819",
"21949",
"22437",
"21533",
"22237",
"22847",
"21768",
"20364",
"19787",
"18330",
"17548",
"15056",
"14062",
"12555",
"10899",
"9015",
"8027",
"6660",
"5701",
"4493",
"3828",
"3041",
"2372",
"1691",
"1326",
"1055",
"778",
"612",
"463",
"382",
"297",
"231",
"161",
"156",
"132",
"133",
"108",
"111",
"104",
"77",
"84",
"91",
"94",
"75",
"90",
"83",
"66",
"74",
"65",
"93",
"74",
"71",
"88",
"66",
"82",
"75",
"77",
"89",
"65",
"82",
"71",
"66",
"74",
"66",
"78",
"89",
"75",
"91",
"87",
"91",
"94",
"72",
"85",
"86",
"98",
"104",
"119",
"100",
"94",
"112",
"101",
"109",
"143",
"109",
"125",
"166",
"138",
"146",
"147",
"167",
"208",
"196",
"287",
"337",
"368",
"387",
"537",
"561",
"707",
"854",
"981",
"1119",
"1326",
"1442",
"1722",
"1872",
"2159",
"2216",
"2485",
"2675",
"2876",
"2852",
"2969",
"3107",
"3266",
"2985",
"3185",
"3038",
"3079",
"2699",
"2644",
"2435",
"2343",
"2084",
"1899",
"1733",
"1497",
"1208",
"1144",
"988",
"880",
"720",
"581",
"504",
"410",
"309",
"292",
