"Sample    : nb2o3_34690",
"Operator  : americo",
"Comment  : nb2o3_52.7micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 12:40:11",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  312-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"1",
"1",
"25",
"47",
"48",
"57",
"62",
"66",
"57",
"75",
"54",
"86",
"83",
"80",
"97",
"76",
"81",
"89",
"90",
"67",
"77",
"86",
"60",
"93",
"67",
"71",
"57",
"62",
"51",
"74",
"53",
"38",
"53",
"61",
"52",
"64",
"54",
"52",
"50",
"55",
"49",
"59",
"51",
"45",
"52",
"45",
"65",
"47",
"50",
"51",
"52",
"56",
"50",
"56",
"39",
"57",
"56",
"45",
"61",
"48",
"54",
"55",
"54",
"53",
"41",
"46",
"47",
"47",
"53",
"43",
"39",
"53",
"56",
"52",
"44",
"56",
"46",
"55",
"37",
"50",
"50",
"56",
"35",
"53",
"35",
"32",
"48",
"45",
"34",
"45",
"51",
"33",
"37",
"37",
"30",
"36",
"36",
"35",
"36",
"39",
"48",
"29",
"34",
"46",
"36",
"58",
"35",
"36",
"23",
"31",
"32",
"31",
"43",
"38",
"34",
"36",
"52",
"38",
"31",
"36",
"35",
"31",
"42",
"39",
"40",
"32",
"43",
"35",
"36",
"43",
"38",
"41",
"58",
"39",
"32",
"49",
"45",
"55",
"50",
"55",
"50",
"59",
"50",
"47",
"77",
"54",
"61",
"83",
"53",
"84",
"83",
"87",
"86",
"99",
"110",
"126",
"125",
"159",
"166",
"173",
"168",
"205",
"210",
"229",
"209",
"241",
"213",
"243",
"238",
"290",
"263",
"262",
"273",
"260",
"262",
"290",
"330",
"382",
"433",
"571",
"669",
"825",
"1019",
"1336",
"1449",
"1855",
"1881",
"2122",
"2225",
"2407",
"2376",
"2478",
"2395",
"2341",
"2124",
"2132",
"1867",
"1834",
"1601",
"1502",
"1356",
"1269",
"1162",
"1085",
"1010",
"860",
"708",
"612",
"566",
"480",
"359",
"359",
"283",
"239",
"212",
"182",
"142",
"115",
"97",
"90",
"83",
"95",
"63",
"54",
"61",
"48",
"50",
"57",
"36",
"55",
"51",
"45",
"46",
"54",
"45",
"61",
"47",
"65",
"57",
"62",
"53",
"80",
"67",
"69",
"45",
"45",
"46",
"43",
"32",
"36",
"26",
"31",
"25",
"41",
"26",
"26",
"24",
"30",
"29",
"21",
"27",
"25",
"22",
"27",
"22",
"25",
"21",
"33",
"16",
"18",
"14",
"15",
"11",
"20",
"18",
"27",
"23",
"16",
"24",
"19",
"24",
"13",
"26",
"20",
"28",
"24",
"22",
"21",
"20",
"20",
"21",
"19",
"23",
"15",
"28",
"15",
"21",
"29",
"26",
"18",
"29",
"32",
"18",
"17",
"25",
"22",
"19",
"27",
"16",
"24",
"21",
"17",
"16",
"18",
"22",
"26",
"17",
"23",
"29",
"28",
"24",
"25",
"24",
"31",
"27",
"42",
"47",
"43",
"70",
"85",
"124",
"177",
"194",
"234",
"254",
"367",
"450",
"471",
"521",
"583",
"613",
"647",
"605",
"574",
"585",
"606",
"508",
"462",
"433",
"346",
"258",
"217",
"183",
"144",
"112",
"89",
"87",
"68",
"53",
"43",
"52",
"43",
"52",
"62",
"62",
"62",
"72",
"59",
"85",
"96",
"70",
"103",
"84",
"104",
"93",
"105",
"108",
"95",
"88",
"89",
"84",
"67",
"57",
"52",
"63",
"48",
"46",
"39",
"35",
"32",
"30",
"33",
"26",
"32",
"23",
"29",
"35",
"37",
"27",
"26",
"34",
"31",
"20",
"23",
"35",
"40",
"29",
"43",
"31",
"52",
"52",
"62",
"43",
"35",
"46",
"30",
"46",
"51",
"42",
"47",
"70",
"43",
"42",
"52",
"44",
"43",
"43",
"56",
"59",
"47",
"37",
"43",
"42",
"55",
"51",
"45",
"44",
"38",
"37",
"51",
"46",
"46",
"50",
"47",
"38",
"41",
"33",
"57",
"41",
"36",
"38",
"45",
"44",
"39",
"39",
"49",
"36",
"31",
"38",
"50",
"37",
"43",
"33",
"32",
"48",
"40",
"46",
"46",
"47",
"33",
"41",
"31",
"35",
"38",
"36",
"50",
"44",
"43",
"38",
"42",
"54",
"41",
"32",
"36",
"38",
"44",
"35",
"28",
"32",
"45",
"36",
"53",
"33",
"42",
"42",
"44",
"44",
"45",
"38",
"47",
"32",
"42",
"41",
"45",
"39",
"58",
"41",
"43",
"43",
"50",
"49",
"52",
"61",
"51",
"50",
"53",
"52",
"53",
"46",
"46",
"44",
"44",
"37",
"51",
"44",
"50",
"37",
"56",
"37",
"51",
"52",
"59",
"55",
"37",
"50",
"36",
"46",
"43",
"55",
"38",
"51",
"54",
"51",
"43",
"48",
"50",
"59",
"43",
"47",
"43",
"52",
"62",
"53",
"51",
"52",
"64",
"58",
"49",
"45",
"67",
"63",
"74",
"53",
"59",
"57",
"52",
"42",
"49",
"58",
"60",
"68",
"59",
"53",
"59",
"62",
"55",
"66",
"61",
"69",
"63",
"68",
"61",
"50",
"63",
"63",
"59",
"67",
"57",
"75",
"57",
"63",
"57",
"53",
"67",
"57",
"71",
"66",
"75",
"72",
"79",
"72",
"60",
"85",
"75",
"101",
"84",
"83",
"77",
"95",
"76",
"92",
"89",
"76",
"88",
"78",
"75",
"86",
"88",
"72",
"68",
"79",
"78",
"72",
"77",
"70",
"74",
"71",
"85",
"80",
"74",
"79",
"92",
"83",
"92",
"84",
"79",
"74",
"81",
"74",
"77",
"95",
"84",
"74",
"74",
"81",
"72",
"79",
"98",
"92",
"67",
"80",
"81",
"82",
"72",
"75",
"68",
"92",
"89",
"81",
"83",
"90",
"85",
"95",
"102",
"96",
"92",
"88",
"66",
"72",
"75",
"72",
"92",
"77",
"90",
"80",
"97",
"81",
"86",
"74",
"82",
"73",
"114",
"69",
"108",
"72",
"79",
"70",
"79",
"81",
"77",
"58",
"69",
"76",
"62",
"73",
"71",
"68",
"74",
"89",
"89",
"76",
"89",
"66",
"70",
"75",
"69",
"77",
"82",
"53",
"83",
"82",
"67",
"75",
"87",
"72",
"78",
"76",
"84",
"72",
"91",
"95",
"77",
"81",
"70",
"89",
"88",
"65",
"83",
"68",
"93",
"70",
"70",
"68",
"82",
"70",
"68",
"61",
"97",
"58",
"89",
"78",
"78",
"65",
"86",
"70",
"74",
"81",
"95",
"82",
"70",
"74",
"83",
"78",
"76",
"89",
"94",
"97",
"83",
"92",
"107",
"92",
"116",
"86",
"98",
"107",
"90",
"92",
"113",
"116",
"119",
"109",
"111",
"127",
"110",
"129",
"120",
"137",
"140",
"119",
"141",
"146",
"119",
"122",
"124",
"138",
"92",
"100",
"109",
"96",
"113",
"112",
"81",
"108",
"80",
"90",
"78",
"104",
"87",
"89",
"85",
"92",
"93",
"71",
"97",
"88",
"74",
"77",
"90",
"79",
"79",
"88",
"84",
"90",
"79",
"82",
"80",
"85",
"88",
"53",
"75",
"90",
"81",
"81",
"88",
"93",
"100",
"92",
"123",
"83",
"119",
"99",
"106",
"105",
"128",
"137",
"123",
"107",
"136",
"126",
"118",
"118",
"122",
"122",
"135",
"112",
"120",
"93",
"95",
"97",
"106",
"84",
"96",
"79",
"112",
"87",
"88",
"93",
"77",
"81",
"82",
"73",
"90",
"100",
"80",
"70",
"100",
"94",
"81",
"93",
"96",
"89",
"78",
"67",
"97",
"78",
"98",
"69",
"74",
"84",
"82",
"80",
"73",
"83",
"85",
"78",
"88",
"76",
"97",
"65",
"76",
"68",
"85",
"76",
"84",
"75",
"79",
"81",
"81",
"75",
"89",
"73",
"83",
"72",
"78",
"82",
"65",
"77",
"75",
"88",
"63",
"64",
"89",
"80",
"75",
"86",
"72",
"81",
"92",
"72",
"79",
"75",
"84",
"76",
"100",
"100",
"90",
"67",
"78",
"71",
"84",
"78",
"76",
"89",
"91",
"82",
"92",
"63",
"81",
"87",
"81",
"79",
"92",
"73",
"80",
"105",
"89",
"85",
"83",
"63",
"78",
"74",
"79",
"72",
"79",
"82",
"66",
"67",
"73",
"69",
"76",
"73",
"91",
"80",
"75",
"63",
"82",
"76",
"70",
"61",
"93",
"86",
"72",
"83",
"91",
"82",
"73",
"77",
"70",
"71",
"77",
"71",
"88",
"68",
"69",
"67",
"64",
"59",
"77",
"72",
"68",
"74",
"65",
"101",
"68",
"68",
"121",
"57",
"89",
"80",
"80",
"77",
"75",
"80",
"66",
"62",
"72",
"77",
"89",
"89",
"77",
"88",
"83",
"76",
"80",
"67",
"73",
"72",
"78",
"72",
"93",
"64",
"55",
"65",
"70",
"79",
"68",
"64",
"68",
"65",
"73",
"64",
"73",
"86",
"72",
"84",
"69",
"84",
"74",
"58",
"54",
"71",
"81",
"74",
"63",
"79",
"82",
"50",
"63",
"82",
"72",
"74",
"66",
"64",
"84",
"79",
"56",
"69",
"58",
"70",
"81",
"72",
"91",
"56",
"73",
"69",
"73",
"61",
"67",
"72",
"82",
"60",
"70",
"55",
"62",
"72",
"80",
"69",
"72",
"67",
"75",
"81",
"79",
"87",
"66",
"86",
"91",
"69",
"73",
"61",
"73",
"65",
"75",
"69",
"81",
"66",
"68",
"61",
"67",
"65",
"64",
"62",
"72",
"48",
"76",
"75",
"62",
"63",
"70",
"65",
"73",
"72",
"69",
"76",
"79",
"57",
"82",
"65",
"73",
"87",
"63",
"60",
"79",
"66",
"67",
"74",
"79",
"58",
"55",
"63",
"78",
"76",
"67",
"69",
"91",
"74",
"60",
"63",
"72",
"76",
"73",
"66",
"66",
"65",
"67",
"64",
"81",
"60",
"54",
"59",
"70",
"72",
"77",
"67",
"73",
"55",
"65",
"81",
"60",
"56",
"69",
"62",
"71",
"62",
"70",
"71",
"72",
"55",
"61",
"61",
"69",
"61",
"69",
"71",
"67",
"71",
"77",
"86",
"77",
"58",
"84",
"72",
"55",
"51",
"70",
"65",
"60",
"62",
"59",
"73",
"80",
"62",
"77",
"64",
"78",
"46",
"76",
"88",
"53",
"56",
"70",
"64",
"58",
"68",
"68",
"55",
"67",
"64",
"82",
"73",
"45",
"71",
"54",
"64",
"73",
"68",
"64",
"80",
"71",
"67",
"57",
"70",
"72",
"64",
"72",
"57",
"60",
"53",
"65",
"52",
"66",
"56",
"68",
"78",
"65",
"56",
"72",
"60",
"65",
"55",
"78",
"73",
"67",
"54",
"64",
"64",
"74",
"69",
"59",
"65",
"74",
"69",
"48",
"63",
"65",
"71",
"70",
"58",
"66",
"54",
"71",
"50",
"68",
"56",
"65",
"59",
"62",
"55",
"66",
"57",
"75",
"69",
"58",
"68",
"69",
"68",
"70",
"53",
"62",
"56",
"35",
"59",
"59",
"64",
"57",
"60",
"54",
"57",
"59",
"58",
"66",
"58",
"63",
"64",
"71",
"60",
"64",
"67",
"49",
"52",
"67",
"62",
"78",
"63",
"51",
"55",
"50",
"69",
"59",
"60",
"67",
"62",
"55",
"55",
"57",
"66",
"78",
"67",
"42",
"78",
"59",
"50",
"61",
"51",
"64",
"51",
"51",
"63",
"56",
"62",
"59",
"68",
"55",
"73",
"53",
"53",
"58",
"53",
"72",
"46",
"57",
"57",
"67",
"66",
"58",
"46",
"56",
"61",
"69",
"59",
"42",
"58",
"51",
"60",
"47",
"50",
"67",
"49",
"50",
"53",
"62",
"64",
"62",
"63",
"62",
"63",
"60",
"56",
"69",
"63",
"41",
"62",
"59",
"51",
"57",
"58",
"53",
"65",
"53",
"56",
"48",
"67",
"49",
"46",
"65",
"46",
"61",
"44",
"59",
"51",
"61",
"41",
"50",
"39",
"64",
"62",
"47",
"60",
"37",
"40",
"55",
"52",
"60",
"43",
"53",
"55",
"50",
"52",
"60",
"55",
"49",
"55",
"73",
"59",
"51",
"59",
"52",
"60",
"66",
"41",
"66",
"51",
"56",
"67",
"57",
"49",
"62",
"47",
"53",
"58",
"47",
"48",
"46",
"49",
"62",
"54",
"58",
"55",
"51",
"46",
"54",
"66",
"58",
"50",
"63",
"48",
"49",
"54",
"79",
"58",
"54",
"47",
"41",
"65",
"65",
"54",
"45",
"53",
"57",
"51",
"74",
"55",
"58",
"59",
"55",
"51",
"61",
"54",
"60",
"52",
"60",
"51",
"62",
"69",
"52",
"57",
"55",
"49",
"53",
"45",
"67",
"59",
"57",
"58",
"47",
"51",
"69",
"57",
"48",
"41",
"56",
"59",
"59",
"68",
"66",
"49",
"57",
"47",
"53",
"57",
"42",
"68",
"68",
"42",
"50",
"66",
"55",
"41",
"43",
"55",
"79",
"47",
"68",
"46",
"64",
"51",
"70",
"57",
"72",
"43",
"52",
"49",
"69",
"66",
"64",
"74",
"68",
"58",
"49",
"46",
"62",
"66",
"58",
"59",
"65",
"62",
"69",
"70",
"52",
"62",
"50",
"62",
"59",
"50",
"68",
"67",
"63",
"46",
"63",
"68",
"74",
"52",
"65",
"60",
"73",
"70",
"76",
"61",
"53",
"61",
"79",
"62",
"82",
"52",
"67",
"68",
"85",
"67",
"76",
"89",
"54",
"75",
"66",
"69",
"80",
"75",
"81",
"94",
"72",
"81",
"61",
"64",
"69",
"83",
"82",
"72",
"88",
"89",
"90",
"95",
"105",
"99",
"134",
"113",
"108",
"118",
"156",
"165",
"197",
"181",
"252",
"274",
"356",
"390",
"515",
"614",
"749",
"875",
"991",
"1196",
"1481",
"1637",
"2020",
"2432",
"2807",
"2993",
"3462",
"4089",
"4607",
"4839",
"5648",
"6219",
"6978",
"7260",
"7870",
"8690",
"9250",
"9435",
"10242",
"11182",
"11485",
"11303",
"11869",
"12426",
"12689",
"12173",
"12913",
"12716",
"12757",
"11651",
"11945",
"11212",
"11326",
"10167",
"10200",
"9464",
"9008",
"7941",
"7669",
"6994",
"6551",
"5701",
"5329",
"4574",
"4163",
"3422",
"3171",
"2657",
"2401",
"1949",
"1733",
"1413",
"1270",
"950",
"786",
"645",
"584",
"418",
"378",
"332",
"263",
"206",
"192",
"157",
"116",
"129",
"114",
"108",
"94",
"79",
"88",
"78",
"65",
"74",
"60",
"83",
"62",
"60",
"69",
"55",
"73",
"68",
"51",
"45",
"52",
"56",
"62",
"60",
"58",
"59",
"66",
"58",
"56",
"63",
"58",
"39",
"51",
"52",
"53",
"55",
"56",
"58",
"49",
"62",
"64",
"45",
"59",
"49",
"52",
"52",
"49",
"49",
"54",
"44",
"68",
"54",
"54",
"46",
"59",
"41",
"48",
"51",
"53",
"47",
"52",
"52",
"42",
"64",
"66",
"52",
"55",
"58",
"53",
"49",
"48",
"52",
"68",
"61",
"71",
"60",
"58",
"46",
"59",
"62",
"62",
"50",
"65",
"57",
"53",
"48",
"59",
"56",
"57",
"77",
"51",
"68",
"63",
"69",
"62",
"54",
"52",
"58",
"54",
"65",
"66",
"58",
"80",
"67",
"68",
"53",
"78",
"76",
"63",
"57",
"68",
"62",
"76",
"63",
"68",
"74",
"69",
"76",
"68",
"68",
"71",
"88",
"91",
"77",
"79",
"72",
"78",
"75",
"77",
"83",
"94",
"108",
"109",
"115",
"114",
"148",
"173",
"193",
"242",
"240",
"272",
"313",
"395",
"446",
"526",
"537",
"639",
"711",
"743",
"829",
"944",
"1071",
"1198",
"1286",
"1350",
"1483",
"1567",
"1543",
"1710",
"1788",
"1939",
"1921",
"2085",
"2062",
"2118",
"2151",
"2050",
"2090",
"2080",
"1986",
"2073",
"1962",
"1836",
"1733",
"1678",
"1679",
"1552",
"1463",
"1396",
"1342",
"1169",
"1061",
"1118",
"1037",
"964",
"885",
"770",
"797",
"723",
"702",
"656",
"603",
"657",
"607",
"605",
"562",
"564",
"526",
"547",
"578",
"553",
"538",
"551",
"556",
"568",
"498",
"545",
"461",
"475",
"499",
"459",
"483",
"447",
"371",
"429",
"369",
"370",
"336",
"355",
"374",
"337",
"326",
"300",
"311",
"299",
"289",
"289",
"265",
"248",
"264",
"222",
"254",
"258",
"228",
"237",
"250",
"196",
"224",
"226",
"217",
"185",
"192",
"194",
"201",
"183",
"182",
"155",
"139",
"171",
"131",
"128",
"154",
"158",
"142",
"135",
"126",
"127",
"113",
"123",
"104",
"96",
"106",
"95",
"86",
"104",
"78",
"70",
"76",
"77",
"73",
"84",
"76",
"57",
"57",
"68",
"72",
"76",
"58",
"59",
"64",
"61",
"53",
"51",
"69",
"56",
"39",
"67",
"59",
"67",
"57",
"51",
"64",
"61",
"66",
"79",
"65",
"67",
"78",
"76",
"84",
"91",
"81",
"96",
"102",
"97",
"85",
"103",
"97",
"126",
"111",
"123",
"119",
"115",
"114",
"116",
"119",
"126",
"112",
"117",
"108",
"136",
"110",
"117",
"112",
"95",
"102",
"96",
"101",
"97",
"78",
"80",
"85",
"72",
"61",
"77",
"65",
"66",
"55",
"63",
"45",
"33",
"42",
"38",
"39",
"38",
"34",
"19841",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Sc, Nb, Ca",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ScLa         0.41     0.009",
"                      ----         1.90     0.032",
"                      NbLa         2.18     0.514",
"                      CaKa         3.69     0.150",
"                      CaKb         4.04     0.019",
"                      NbKa        16.64     4.929",
"                      NbKb        18.65     0.770",
"                      ----        19.04     0.126",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
