"Sample    : cr_34673",
"57",
"69",
"62",
"70",
"57",
"65",
"62",
"67",
"73",
"69",
"81",
"86",
"64",
"85",
"83",
"79",
"66",
"68",
"74",
"71",
"53",
"74",
"67",
"61",
"76",
"62",
"57",
"68",
"81",
"79",
"68",
"80",
"65",
"58",
"66",
"76",
"67",
"83",
"73",
"77",
"79",
"88",
"80",
"77",
"74",
"79",
"64",
"85",
"88",
"93",
"65",
"86",
"87",
"84",
"82",
"93",
"96",
"97",
"89",
"96",
"106",
"92",
"94",
"97",
"94",
"80",
"90",
"115",
"91",
"96",
"77",
"93",
"85",
"80",
"95",
"108",
"88",
"72",
"71",
"84",
"73",
"85",
"77",
"73",
"73",
"78",
"74",
"69",
"71",
"72",
"70",
"61",
"69",
"82",
"67",
"76",
"68",
"65",
"53",
"70",
"56",
"73",
"64",
"65",
"65",
"85",
"59",
"78",
"80",
"78",
"77",
"78",
"83",
"84",
"95",
"82",
"76",
"85",
"94",
"88",
"83",
"103",
"95",
"95",
"109",
"121",
"106",
"115",
"110",
"96",
"97",
"92",
"100",
"98",
"103",
"97",
"87",
"83",
"85",
"72",
"80",
"82",
"83",
"76",
"69",
"67",
"77",
"75",
"76",
"88",
"67",
"82",
"85",
"83",
"63",
"72",
"65",
"86",
"77",
"73",
"79",
"63",
"56",
"71",
"71",
"82",
"77",
"63",
"66",
"67",
"88",
"73",
"61",
"67",
"60",
"66",
"68",
"77",
"69",
"76",
"64",
"65",
"73",
"84",
"57",
"59",
"80",
"64",
"71",
"69",
"64",
"69",
"58",
"76",
"63",
"73",
"71",
"68",
"63",
"78",
"65",
"72",
"73",
"70",
"66",
"75",
"56",
"62",
"74",
"74",
"66",
"83",
"69",
"98",
"76",
"79",
"71",
"75",
"70",
"67",
"76",
"81",
"62",
"75",
"82",
"87",
"79",
"82",
"70",
"65",
"63",
"51",
"74",
"66",
"73",
"77",
"66",
"76",
"62",
"83",
"80",
"79",
"72",
"60",
"95",
"76",
"66",
"61",
"77",
"71",
"76",
"76",
"87",
"76",
"67",
"78",
"61",
"75",
"73",
"79",
"75",
"68",
"72",
"57",
"62",
"69",
"79",
"85",
"71",
"67",
"67",
"68",
"82",
"72",
"51",
"64",
"60",
"63",
"61",
"67",
"65",
"72",
"47",
"77",
"67",
"72",
"66",
"76",
"82",
"72",
"80",
"67",
"58",
"79",
"75",
"74",
"60",
"58",
"60",
"88",
"67",
"70",
"63",
"72",
"59",
"67",
"74",
"51",
"53",
"70",
"64",
"61",
"57",
"50",
"62",
"78",
"60",
"70",
"63",
"62",
"66",
"63",
"54",
"72",
"69",
"66",
"59",
"68",
"69",
"75",
"76",
"59",
"64",
"80",
"92",
"71",
"68",
"86",
"88",
"105",
"98",
"103",
"94",
"102",
"114",
"103",
"101",
"126",
"99",
"101",
"118",
"98",
"108",
"108",
"108",
"87",
"94",
"85",
"95",
"110",
"80",
"85",
"74",
"71",
"60",
"68",
"66",
"76",
"76",
"61",
"68",
"66",
"65",
"69",
"57",
"49",
"72",
"67",
"58",
"70",
"50",
"69",
"56",
"82",
"69",
"71",
"74",
"90",
"70",
"73",
"93",
"66",
"72",
"79",
"64",
"68",
"76",
"80",
"75",
"82",
"89",
"81",
"86",
"78",
"74",
"80",
"50",
"77",
"67",
"80",
"70",
"74",
"81",
"72",
"60",
"74",
"65",
"54",
"65",
"58",
"63",
"70",
"59",
"55",
"68",
"61",
"57",
"62",
"67",
"70",
"41",
"57",
"68",
"58",
"58",
"60",
"67",
"57",
"61",
"67",
"55",
"46",
"53",
"67",
"71",
"72",
"53",
"58",
"62",
"72",
"68",
"65",
"55",
"64",
"55",
"66",
"69",
"68",
"65",
"61",
"71",
"60",
"54",
"65",
"58",
"67",
"61",
"66",
"54",
"66",
"69",
"56",
"67",
"67",
"55",
"66",
"72",
"61",
"74",
"58",
"70",
"58",
"66",
"63",
"62",
"61",
"76",
"67",
"73",
"61",
"51",
"77",
"41",
"42",
"57",
"70",
"45",
"68",
"63",
"52",
"52",
"53",
"60",
"49",
"57",
"66",
"65",
"49",
"62",
"70",
"58",
"59",
"51",
"45",
"54",
"55",
"70",
"61",
"44",
"47",
"56",
"51",
"43",
"56",
"43",
"74",
"54",
"61",
"53",
"52",
"53",
"61",
"53",
"52",
"68",
"66",
"56",
"63",
"72",
"53",
"65",
"63",
"60",
"41",
"64",
"50",
"46",
"52",
"44",
"66",
"59",
"62",
"54",
"63",
"42",
"60",
"42",
"72",
"72",
"56",
"54",
"36",
"49",
"51",
"60",
"61",
"56",
"66",
"52",
"57",
"59",
"49",
"50",
"64",
"50",
"61",
"61",
"54",
"49",
"59",
"63",
"53",
"62",
"52",
"53",
"68",
"51",
"64",
"54",
"44",
"57",
"65",
"65",
"52",
"52",
"52",
"61",
"59",
"56",
"54",
"51",
"56",
"58",
"65",
"57",
"59",
"43",
"56",
"58",
"43",
"57",
"54",
"55",
"53",
"61",
"44",
"55",
"64",
"53",
"59",
"54",
"49",
"42",
"71",
"65",
"52",
"61",
"35",
"49",
"54",
"56",
"57",
"60",
"60",
"52",
"61",
"57",
"56",
"51",
"62",
"58",
"66",
"45",
"59",
"61",
"50",
"52",
"55",
"63",
"45",
"55",
"49",
"50",
"53",
"38",
"54",
"50",
"49",
"49",
"43",
"55",
"59",
"49",
"47",
"60",
"66",
"52",
"43",
"55",
"64",
"56",
"50",
"41",
"58",
"61",
"62",
"63",
"65",
"55",
"49",
"60",
"52",
"43",
"52",
"45",
"55",
"51",
"51",
"55",
"47",
"47",
"49",
"43",
"54",
"42",
"53",
"54",
"54",
"49",
"52",
"43",
"50",
"46",
"52",
"57",
"51",
"52",
"46",
"42",
"41",
"51",
"51",
"46",
"37",
"46",
"40",
"37",
"39",
"43",
"35",
"38",
"51",
"45",
"37",
"38",
"45",
"40",
"59",
"59",
"58",
"52",
"45",
"46",
"55",
"52",
"35",
"49",
"53",
"59",
"52",
"40",
"50",
"56",
"45",
"56",
"56",
"42",
"46",
"37",
"54",
"40",
"44",
"36",
"43",
"49",
"36",
"60",
"64",
"51",
"38",
"49",
"54",
"53",
"46",
"57",
"60",
"50",
"43",
"43",
"40",
"50",
"63",
"54",
"52",
"36",
"50",
"65",
"52",
"51",
"54",
"52",
"37",
"42",
"56",
"47",
"47",
"57",
"44",
"53",
"45",
"43",
"49",
"42",
"59",
"45",
"33",
"61",
"45",
"34",
"50",
"51",
"45",
"32",
"42",
"40",
"79",
"52",
"56",
"46",
"54",
"40",
"42",
"38",
"51",
"42",
"42",
"31",
"44",
"46",
"46",
"52",
"44",
"61",
"28",
"37",
"44",
"45",
"42",
"49",
"50",
"40",
"41",
"40",
"57",
"46",
"40",
"40",
"43",
"32",
"51",
"58",
"45",
"26",
"40",
"37",
"42",
"45",
"45",
"35",
"42",
"31",
"29",
"50",
"66",
"43",
"49",
"53",
"34",
"29",
"36",
"32",
"39",
"55",
"37",
"51",
"54",
"42",
"40",
"42",
"34",
"37",
"50",
"63",
"52",
"35",
"43",
"33",
"38",
"42",
"40",
"42",
"46",
"46",
"37",
"45",
"37",
"49",
"38",
"52",
"47",
"55",
"31",
"34",
"40",
"42",
"39",
"44",
"38",
"39",
"52",
"46",
"25",
"41",
"46",
"47",
"44",
"36",
"38",
"44",
"45",
"43",
"45",
"35",
"49",
"36",
"34",
"43",
"34",
"34",
"45",
"43",
"37",
"53",
"44",
"44",
"47",
"35",
"54",
"47",
"38",
"38",
"36",
"39",
"49",
"27",
"52",
"42",
"40",
"46",
"40",
"40",
"42",
"50",
"37",
"52",
"49",
"35",
"30",
"39",
"52",
"41",
"38",
"36",
"41",
"35",
"44",
"38",
"43",
"43",
"43",
"36",
"43",
"35",
"44",
"49",
"43",
"46",
"32",
"37",
"46",
"41",
"36",
"33",
"42",
"25",
"41",
"33",
"40",
"40",
"46",
"35",
"36",
"43",
"33",
"31",
"39",
"38",
"38",
"46",
"39",
"39",
"41",
"54",
"40",
"42",
"39",
"41",
"36",
"44",
"45",
"47",
"39",
"39",
"39",
"40",
"41",
"42",
"36",
"43",
"37",
"47",
"50",
"43",
"53",
"36",
"38",
"45",
"43",
"30",
"39",
"51",
"40",
"41",
"38",
"43",
"37",
"23",
"40",
"46",
"39",
"39",
"37",
"40",
"47",
"35",
"42",
"34",
"46",
"36",
"36",
"35",
"35",
"37",
"42",
"42",
"52",
"44",
"26",
"41",
"42",
"42",
"37",
"39",
"44",
"44",
"53",
"46",
"31",
"43",
"47",
"56",
"51",
"43",
"41",
"45",
"52",
"31",
"50",
"45",
"45",
"31",
"58",
"47",
"53",
"39",
"25",
"43",
"42",
"49",
"46",
"51",
"50",
"40",
"40",
"41",
"44",
"41",
"50",
"34",
"39",
"51",
"42",
"39",
"54",
"62",
"44",
"57",
"43",
"52",
"46",
"60",
"58",
"42",
"45",
"44",
"52",
"45",
"63",
"62",
"57",
"43",
"53",
"53",
"47",
"53",
"59",
"47",
"66",
"53",
"47",
"70",
"63",
"68",
"67",
"73",
"69",
"55",
"70",
"60",
"61",
"72",
"75",
"73",
"71",
"84",
"75",
"90",
"104",
"87",
"92",
"82",
"82",
"112",
"97",
"107",
"122",
"131",
"113",
"125",
"133",
"119",
"131",
"133",
"128",
"166",
"170",
"145",
"161",
"161",
"157",
"174",
"146",
"179",
"206",
"195",
"225",
"199",
"190",
"229",
"221",
"200",
"237",
"235",
"276",
"221",
"229",
"247",
"289",
"289",
"260",
"273",
"281",
"221",
"290",
"277",
"281",
"275",
"311",
"272",
"284",
"272",
"239",
"259",
"271",
"249",
"264",
"262",
"208",
"251",
"238",
"248",
"218",
"198",
"212",
"218",
"252",
"181",
"195",
"192",
"193",
"182",
"155",
"160",
"148",
"168",
"143",
"135",
"121",
"130",
"120",
"129",
"124",
"119",
"116",
"115",
"109",
"116",
"94",
"93",
"76",
"71",
"82",
"78",
"93",
"71",
"76",
"86",
"71",
"59",
"58",
"47",
"66",
"64",
"61",
"53",
"68",
"52",
"53",
"68",
"55",
"59",
"65",
"63",
"69",
"61",
"84",
"81",
"80",
"77",
"99",
"76",
"82",
"89",
"124",
"121",
"106",
"111",
"118",
"106",
"129",
"114",
"122",
"139",
"136",
"121",
"130",
"131",
"115",
"138",
"133",
"126",
"154",
"113",
"100",
"138",
"105",
"108",
"98",
"95",
"86",
"95",
"95",
"81",
"81",
"72",
"64",
"66",
"62",
"53",
"67",
"55",
"75",
"43",
"40",
"32",
"49",
"35",
"19412",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Cr",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         1.99     0.012",
"                      CaKa         3.71     0.196",
"                      CaKb         4.03     0.020",
"                      CrKa         5.44     8.937",
"                      CrKb         5.96     1.152",
"                      ----        19.27     0.082",
"                      ----        20.04     0.027",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
