"Sample    : cr_34673",
"Operator  : americo",
"Comment  : cr_52.2micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 10:08:53",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  312-Auto Al  0 - 20    0.8 - 1.2   Live -  180   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"0",
"0",
"0",
"8",
"17",
"7",
"14",
"14",
"8",
"15",
"11",
"15",
"14",
"11",
"11",
"14",
"11",
"10",
"16",
"7",
"22",
"12",
"12",
"13",
"17",
"9",
"16",
"11",
"7",
"12",
"14",
"12",
"20",
"15",
"12",
"9",
"12",
"11",
"16",
"18",
"10",
"8",
"17",
"11",
"10",
"9",
"14",
"11",
"14",
"13",
"12",
"13",
"15",
"10",
"4",
"12",
"16",
"13",
"14",
"12",
"8",
"17",
"15",
"12",
"8",
"8",
"7",
"12",
"9",
"13",
"9",
"12",
"7",
"17",
"18",
"13",
"14",
"6",
"14",
"9",
"12",
"13",
"12",
"5",
"14",
"13",
"16",
"16",
"12",
"16",
"15",
"8",
"9",
"15",
"12",
"12",
"20",
"14",
"24",
"13",
"14",
"12",
"9",
"14",
"17",
"10",
"13",
"14",
"11",
"16",
"9",
"18",
"14",
"20",
"17",
"19",
"22",
"19",
"17",
"12",
"22",
"20",
"20",
"16",
"17",
"20",
"20",
"17",
"21",
"13",
"14",
"16",
"13",
"23",
"16",
"7",
"19",
"13",
"18",
"13",
"15",
"24",
"22",
"21",
"17",
"17",
"20",
"20",
"22",
"20",
"25",
"20",
"22",
"15",
"25",
"18",
"22",
"25",
"15",
"21",
"8",
"18",
"23",
"28",
"26",
"31",
"42",
"40",
"52",
"64",
"55",
"70",
"70",
"69",
"68",
"63",
"59",
"70",
"60",
"60",
"55",
"45",
"34",
"39",
"33",
"27",
"23",
"18",
"21",
"23",
"17",
"22",
"28",
"21",
"14",
"26",
"15",
"7",
"18",
"20",
"9",
"12",
"14",
"25",
"16",
"14",
"18",
"12",
"21",
"11",
"21",
"11",
"14",
"17",
"17",
"14",
"6",
"13",
"17",
"17",
"15",
"11",
"18",
"14",
"16",
"8",
"17",
"7",
"19",
"10",
"16",
"16",
"17",
"13",
"18",
"14",
"17",
"10",
"13",
"14",
"12",
"15",
"17",
"16",
"18",
"15",
"18",
"22",
"16",
"14",
"23",
"13",
"20",
"21",
"25",
"22",
"22",
"23",
"31",
"28",
"22",
"12",
"24",
"13",
"20",
"18",
"18",
"12",
"20",
"13",
"24",
"18",
"13",
"17",
"20",
"18",
"16",
"15",
"15",
"19",
"13",
"20",
"14",
"20",
"17",
"21",
"18",
"21",
"21",
"19",
"18",
"33",
"20",
"27",
"23",
"15",
"20",
"18",
"26",
"15",
"24",
"22",
"25",
"25",
"30",
"31",
"21",
"29",
"21",
"31",
"26",
"32",
"24",
"31",
"27",
"20",
"27",
"20",
"38",
"17",
"27",
"22",
"35",
"34",
"37",
"54",
"65",
"83",
"93",
"120",
"159",
"192",
"219",
"273",
"372",
"424",
"531",
"622",
"695",
"738",
"821",
"796",
"883",
"809",
"857",
"839",
"844",
"705",
"647",
"563",
"465",
"403",
"310",
"238",
"203",
"167",
"120",
"91",
"78",
"75",
"70",
"55",
"53",
"60",
"62",
"54",
"96",
"73",
"94",
"83",
"77",
"96",
"115",
"95",
"117",
"108",
"138",
"134",
"107",
"108",
"127",
"101",
"101",
"94",
"70",
"71",
"72",
"69",
"73",
"63",
"70",
"46",
"55",
"60",
"66",
"54",
"64",
"72",
"62",
"57",
"55",
"66",
"55",
"52",
"54",
"66",
"58",
"55",
"66",
"65",
"62",
"52",
"63",
"57",
"62",
"69",
"68",
"44",
"76",
"68",
"78",
"76",
"80",
"91",
"83",
"67",
"98",
"78",
"90",
"71",
"75",
"87",
"94",
"82",
"99",
"66",
"85",
"74",
"85",
"81",
"101",
"102",
"87",
"85",
"81",
"94",
"102",
"91",
"67",
"84",
"99",
"85",
"89",
"87",
"92",
"81",
"71",
"91",
"90",
"81",
"90",
"78",
"96",
"94",
"87",
"104",
"84",
"79",
"92",
"95",
"92",
"75",
"103",
"96",
"102",
"114",
"111",
"114",
"101",
"114",
"136",
"134",
"155",
"133",
"172",
"132",
"147",
"153",
"173",
"163",
"213",
"196",
"247",
"270",
"353",
"376",
"548",
"731",
"1051",
"1378",
"2086",
"2708",
"3941",
"5070",
"6739",
"8505",
"11279",
"12919",
"16509",
"19112",
"22975",
"24076",
"27929",
"29350",
"32097",
"31383",
"33553",
"31977",
"32191",
"28790",
"27881",
"24731",
"22736",
"18531",
"16985",
"13620",
"11171",
"8496",
"6953",
"5110",
"3881",
"2605",
"2086",
"1353",
"938",
"706",
"460",
"345",
"283",
"183",
"178",
"137",
"162",
"158",
"140",
"155",
"153",
"188",
"201",
"200",
"255",
"266",
"346",
"411",
"538",
"630",
"815",
"997",
"1306",
"1433",
"1846",
"2127",
"2607",
"2753",
"3171",
"3348",
"3750",
"3909",
"4187",
"4138",
"4285",
"4041",
"4034",
"3671",
"3508",
"3087",
"2834",
"2345",
"2138",
"1722",
"1434",
"1148",
"877",
"736",
"556",
"403",
"319",
"232",
"172",
"143",
"115",
"91",
"91",
"72",
"63",
"78",
"67",
"72",
"67",
"65",
"55",
"77",
"74",
"66",
"66",
"73",
"70",
"70",
"77",
"74",
"72",
"85",
"79",
"68",
"79",
"82",
"89",
"69",
"80",
"76",
"82",
"87",
"73",
"69",
"86",
"79",
"72",
"58",
"102",
"71",
"69",
"76",
"70",
"58",
"87",
"74",
"78",
"69",
"76",
"69",
"71",
"68",
"80",
"71",
"85",
"79",
"75",
"64",
"83",
"92",
"68",
"70",
"73",
"68",
"64",
"62",
"67",
"67",
"67",
"61",
"58",
"67",
"67",
"70",
"67",
"70",
"66",
"46",
"68",
"45",
"78",
"67",
"57",
"73",
"65",
"66",
"61",
"67",
"67",
"65",
"56",
"56",
"70",
"56",
"59",
"61",
"75",
"57",
"56",
"66",
"68",
"65",
"60",
"53",
"67",
"60",
"55",
"64",
"66",
"52",
"71",
"64",
"55",
"56",
"58",
"55",
"65",
"69",
"70",
"68",
"66",
"61",
"77",
