"Sample    : cu 48185",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:08:50",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"0",
"7",
"16",
"19",
"21",
"6",
"15",
"11",
"13",
"13",
"9",
"10",
"18",
"13",
"12",
"19",
"5",
"10",
"14",
"9",
"18",
"17",
"11",
"12",
"18",
"12",
"15",
"18",
"8",
"11",
"10",
"7",
"11",
"12",
"14",
"8",
"4",
"10",
"11",
"16",
"15",
"11",
"11",
"7",
"11",
"17",
"13",
"11",
"14",
"24",
"14",
"31",
"25",
"22",
"29",
"43",
"66",
"72",
"110",
"94",
"133",
"144",
"181",
"150",
"170",
"193",
"212",
"178",
"182",
"163",
"135",
"110",
"113",
"77",
"61",
"57",
"41",
"27",
"24",
"30",
"24",
"19",
"13",
"13",
"11",
"10",
"13",
"13",
"12",
"4",
"7",
"12",
"5",
"3",
"11",
"7",
"8",
"15",
"14",
"11",
"16",
"14",
"7",
"7",
"6",
"8",
"11",
"9",
"11",
"10",
"6",
"8",
"12",
"7",
"7",
"12",
"12",
"10",
"14",
"13",
"14",
"10",
"15",
"9",
"18",
"13",
"15",
"12",
"10",
"12",
"12",
"9",
"15",
"12",
"6",
"12",
"18",
"12",
"19",
"9",
"24",
"9",
"21",
"18",
"21",
"12",
"24",
"25",
"17",
"29",
"15",
"24",
"24",
"17",
"10",
"18",
"20",
"19",
"12",
"20",
"22",
"21",
"28",
"16",
"25",
"33",
"31",
"41",
"40",
"36",
"51",
"36",
"50",
"44",
"38",
"36",
"42",
"43",
"34",
"43",
"42",
"28",
"31",
"57",
"53",
"74",
"79",
"100",
"113",
"119",
"144",
"133",
"160",
"160",
"183",
"176",
"155",
"156",
"155",
"156",
"156",
"116",
"147",
"121",
"125",
"75",
"80",
"70",
"57",
"54",
"49",
"23",
"36",
"25",
"18",
"22",
"36",
"25",
"25",
"28",
"26",
"20",
"28",
"31",
"15",
"24",
"22",
"23",
"14",
"9",
"12",
"17",
"9",
"5",
"7",
"10",
"14",
"10",
"7",
"9",
"8",
"4",
"12",
"8",
"16",
"9",
"9",
"12",
"13",
"10",
"8",
"13",
"5",
"9",
"20",
"17",
"9",
"11",
"14",
"16",
"21",
"17",
"17",
"11",
"16",
"14",
"14",
"10",
"13",
"13",
"20",
"13",
"15",
"15",
"9",
"20",
"9",
"10",
"11",
"9",
"12",
"13",
"12",
"10",
"4",
"9",
"12",
"4",
"8",
"12",
"10",
"13",
"7",
"9",
"8",
"12",
"11",
"12",
"9",
"7",
"7",
"14",
"13",
"16",
"8",
"11",
"11",
"9",
"7",
"10",
"7",
"12",
"9",
"14",
"13",
"9",
"16",
"6",
"14",
"10",
"10",
"15",
"22",
"19",
"28",
"24",
"40",
"44",
"63",
"99",
"82",
"105",
"135",
"162",
"214",
"239",
"283",
"256",
"364",
"366",
"374",
"356",
"391",
"346",
"351",
"324",
"287",
"239",
"201",
"162",
"146",
"118",
"95",
"73",
"52",
"41",
"31",
"32",
"32",
"32",
"27",
"21",
"37",
"36",
"36",
"41",
"32",
"46",
"52",
"54",
"74",
"53",
"52",
"57",
"52",
"40",
"54",
"59",
"56",
"55",
"35",
"39",
"34",
"28",
"23",
"31",
"23",
"27",
"26",
"15",
"27",
"19",
"18",
"26",
"11",
"18",
"18",
"18",
"11",
"13",
"15",
"15",
"16",
"24",
"22",
"13",
"19",
"21",
"21",
"16",
"26",
"16",
"32",
"21",
"30",
"31",
"43",
"27",
"25",
"33",
"34",
"31",
"29",
"43",
"44",
"30",
"27",
"33",
"41",
"40",
"35",
"40",
"28",
"38",
"36",
"31",
"34",
"21",
"29",
"22",
"20",
"20",
"14",
"17",
"28",
"16",
"28",
"24",
"19",
"29",
"11",
"20",
"19",
"23",
"21",
"34",
"22",
"15",
"22",
"15",
"19",
"15",
"14",
"23",
"28",
"20",
"28",
"21",
"25",
"35",
"22",
"15",
"18",
"16",
"27",
"15",
"26",
"24",
"19",
"25",
"23",
"17",
"28",
"17",
"20",
"23",
"19",
"22",
"26",
"23",
"15",
"19",
"29",
"15",
"26",
"24",
"25",
"21",
"22",
"22",
"24",
"34",
"24",
"29",
"31",
"33",
"24",
"23",
"38",
"28",
"26",
"31",
"31",
"31",
"33",
"31",
"34",
"34",
"38",
"22",
"35",
"34",
"39",
"27",
"31",
"27",
"25",
"30",
"29",
"22",
"35",
"30",
"30",
"30",
"21",
"28",
"20",
"30",
"32",
"26",
"24",
"15",
"41",
"35",
"39",
"38",
"42",
"39",
"44",
"29",
"31",
"34",
"34",
"37",
"40",
"34",
"45",
"47",
"39",
"34",
"54",
"38",
"43",
"42",
"48",
"60",
"57",
"61",
"47",
"58",
"49",
"70",
"66",
"61",
"47",
"45",
"57",
"51",
"63",
"60",
"43",
"51",
"61",
"54",
"66",
"54",
"57",
"69",
"47",
"65",
"52",
"79",
"79",
"73",
"100",
"82",
"82",
"101",
"102",
"85",
"90",
"112",
"106",
"116",
"95",
"90",
"90",
"118",
"101",
"93",
"101",
"86",
"84",
"81",
"77",
"92",
"78",
"65",
"75",
"57",
"48",
"56",
"51",
"46",
"45",
"49",
"65",
"58",
"62",
"57",
"56",
"66",
"60",
"44",
"61",
"62",
"53",
"52",
"58",
"58",
"74",
"71",
"63",
"58",
"56",
"80",
"60",
"79",
"79",
"61",
"77",
"60",
"46",
"70",
"86",
"81",
"52",
"79",
"67",
"77",
"76",
"63",
"81",
"76",
"83",
"77",
"91",
"78",
"77",
"64",
"75",
"79",
"79",
"79",
"75",
"87",
"79",
"89",
"90",
"74",
"89",
"75",
"91",
"83",
"86",
"92",
"90",
"85",
"90",
"86",
"83",
"80",
"89",
"73",
"74",
"75",
"86",
"72",
"90",
"61",
"71",
"63",
"71",
"78",
"80",
"75",
"78",
"85",
"69",
"67",
"80",
"56",
"83",
"76",
"50",
"64",
"73",
"72",
"80",
"71",
"71",
"100",
"86",
"75",
"81",
"82",
"81",
"94",
"90",
"81",
"96",
"69",
"102",
"97",
"89",
"86",
"90",
"95",
"107",
"100",
"107",
"121",
"122",
"131",
"129",
"109",
"146",
"136",
"162",
"148",
"194",
"207",
"248",
"293",
"407",
"454",
"705",
"793",
"1211",
"1537",
"2206",
"2600",
"3576",
"4467",
"5684",
"6841",
"8608",
"10046",
"12136",
"13325",
"15925",
"17588",
"19796",
"20430",
"22570",
"23283",
"24677",
"23810",
"24658",
"24115",
"23813",
"21356",
"20854",
"18924",
"17783",
"15038",
"13888",
"11562",
"10130",
"7997",
"6862",
"5434",
"4510",
"3280",
"2644",
"2088",
"1479",
"1024",
"861",
"613",
"454",
"346",
"257",
"215",
"172",
"137",
"135",
"91",
"111",
"94",
"95",
"92",
"89",
"77",
"79",
"84",
"91",
"63",
"79",
"94",
"92",
"106",
"92",
"90",
"85",
"89",
"126",
"97",
"101",
"116",
"138",
"109",
"118",
"113",
"129",
"143",
"158",
"169",
"176",
"200",
"219",
"243",
"236",
"287",
"344",
"380",
"444",
"540",
"614",
"672",
"886",
"1024",
"1252",
"1345",
"1539",
"1827",
"2116",
"2200",
"2486",
"2688",
"2905",
"3030",
"3213",
"3099",
"3218",
"3171",
"3244",
"3139",
"2985",
"2624",
"2569",
"2233",
"2072",
"1745",
"1616",
"1319",
"1132",
"1001",
"799",
"628",
"566",
"414",
"327",
"251",
"242",
"184",
"155",
"121",
"114",
"82",
"84",
"77",
"71",
"64",
"62",
"54",
"56",
"44",
"40",
"62",
"60",
"43",
"54",
"54",
"48",
"51",
"46",
"56",
"74",
"55",
"62",
"56",
"54",
"49",
"62",
"65",
"49",
"53",
"63",
"48",
"59",
"52",
"40",
"56",
"42",
"50",
"56",
"56",
"58",
"51",
"39",
"71",
"55",
"43",
"46",
"57",
"55",
"52",
"57",
"54",
"46",
"45",
"39",
"57",
"58",
"52",
"61",
"63",
"52",
"51",
"71",
"90",
"80",
"85",
"110",
"120",
"142",
"174",
"174",
"207",
"221",
"235",
"277",
"355",
"349",
"351",
"387",
"422",
"404",
"429",
"468",
"472",
"504",
"442",
"471",
"469",
"444",
"406",
"448",
"387",
"373",
"304",
"302",
"254",
"271",
"194",
"174",
"172",
"157",
"126",
"109",
"101",
"87",
"75",
"74",
"61",
"57",
"55",
"62",
"48",
"50",
"48",
"46",
"54",
"54",
"39",
"35",
"38",
"47",
"54",
"47",
"37",
"51",
"45",
"53",
"49",
"50",
"36",
"37",
"50",
"57",
"51",
"46",
"45",
"51",
"44",
"50",
"60",
"51",
"58",
"50",
"48",
"52",
"59",
"60",
"59",
"55",
"42",
"60",
"53",
"48",
"42",
"48",
"63",
"48",
"42",
"47",
"54",
"48",
"61",
"45",
"58",
"52",
"40",
"45",
"52",
"39",
"48",
"52",
"47",
"51",
"49",
"52",
"45",
"47",
"43",
"50",
"45",
"59",
"51",
"41",
"43",
"39",
"40",
"40",
"49",
"56",
"36",
"50",
"43",
"48",
"41",
"51",
"38",
"35",
"39",
"44",
"44",
"42",
"44",
"35",
"51",
"58",
"60",
"50",
"42",
