"Sample    : ni_48184_16p",
"Operator  : americo kerr",
"Comment  : cubatao-g-policarbonato",
"Group     : kerr2007ab13liv300al",
"Date       : 2020-06-10 14:02:09",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  263-Auto Al  0 - 20    0.8 - 1.2   Live -  179   20",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"13",
"21",
"11",
"17",
"13",
"12",
"14",
"13",
"15",
"10",
"15",
"12",
"18",
"12",
"14",
"7",
"8",
"18",
"14",
"8",
"10",
"18",
"19",
"14",
"11",
"12",
"13",
"13",
"8",
"18",
"12",
"18",
"8",
"11",
"11",
"15",
"12",
"14",
"14",
"19",
"25",
"20",
"14",
"33",
"33",
"26",
"38",
"51",
"53",
"76",
"60",
"114",
"117",
"140",
"143",
"152",
"167",
"143",
"155",
"144",
"114",
"115",
"106",
"69",
"80",
"65",
"42",
"42",
"32",
"25",
"23",
"21",
"25",
"18",
"17",
"10",
"12",
"17",
"14",
"12",
"17",
"19",
"22",
"11",
"14",
"22",
"7",
"17",
"16",
"17",
"8",
"8",
"17",
"20",
"6",
"10",
"12",
"11",
"11",
"14",
"13",
"12",
"10",
"10",
"16",
"6",
"7",
"16",
"17",
"18",
"12",
"13",
"10",
"15",
"12",
"15",
"11",
"12",
"12",
"11",
"24",
"18",
"18",
"17",
"21",
"19",
"12",
"13",
"13",
"12",
"14",
"16",
"14",
"16",
"13",
"13",
"20",
"16",
"14",
"18",
"23",
"17",
"23",
"19",
"16",
"31",
"22",
"25",
"14",
"23",
"19",
"16",
"14",
"16",
"16",
"21",
"10",
"33",
"24",
"12",
"17",
"17",
"16",
"31",
"30",
"25",
"44",
"55",
"36",
"54",
"39",
"51",
"54",
"43",
"43",
"41",
"40",
"35",
"32",
"35",
"26",
"19",
"23",
"33",
"16",
"14",
"14",
"13",
"16",
"19",
"13",
"11",
"17",
"17",
"16",
"17",
"22",
"16",
"20",
"14",
"16",
"10",
"12",
"12",
"8",
"20",
"10",
"8",
"14",
"6",
"8",
"8",
"6",
"13",
"11",
"16",
"7",
"8",
"5",
"8",
"14",
"13",
"7",
"16",
"11",
"7",
"17",
"10",
"16",
"15",
"17",
"14",
"14",
"17",
"13",
"11",
"17",
"18",
"17",
"14",
"18",
"13",
"15",
"8",
"15",
"19",
"16",
"21",
"10",
"13",
"17",
"14",
"14",
"13",
"19",
"14",
"17",
"11",
"12",
"20",
"11",
"25",
"14",
"15",
"8",
"19",
"12",
"16",
"11",
"16",
"10",
"23",
"13",
"21",
"12",
"8",
"14",
"8",
"10",
"13",
"12",
"17",
"15",
"11",
"14",
"10",
"17",
"7",
"21",
"20",
"16",
"10",
"19",
"19",
"14",
"20",
"11",
"10",
"13",
"12",
"13",
"11",
"16",
"19",
"15",
"14",
"20",
"10",
"16",
"10",
"12",
"18",
"14",
"14",
"13",
"16",
"15",
"17",
"15",
"23",
"24",
"23",
"19",
"29",
"40",
"48",
"59",
"69",
"96",
"120",
"136",
"189",
"203",
"270",
"310",
"362",
"404",
"454",
"460",
"533",
"507",
"536",
"492",
"505",
"434",
"412",
"365",
"286",
"239",
"189",
"160",
"134",
"88",
"95",
"70",
"57",
"56",
"44",
"45",
"42",
"55",
"41",
"42",
"61",
"58",
"71",
"46",
"72",
"72",
"87",
"92",
"64",
"75",
"73",
"75",
"72",
"56",
"87",
"61",
"76",
"64",
"57",
"49",
"41",
"39",
"48",
"27",
"30",
"23",
"29",
"26",
"21",
"32",
"21",
"24",
"29",
"21",
"21",
"25",
"45",
"31",
"32",
"38",
"32",
"41",
"29",
"19",
"35",
"41",
"40",
"37",
"43",
"35",
"45",
"30",
"45",
"56",
"55",
"51",
"56",
"52",
"55",
"55",
"63",
"46",
"44",
"57",
"45",
"48",
"55",
"36",
"35",
"49",
"45",
"37",
"41",
"41",
"43",
"29",
"36",
"32",
"36",
"42",
"46",
"32",
"29",
"30",
"27",
"42",
"29",
"36",
"37",
"33",
"33",
"36",
"45",
"31",
"43",
"45",
"45",
"30",
"34",
"27",
"36",
"18",
"36",
"23",
"38",
"36",
"39",
"30",
"34",
"41",
"34",
"26",
"38",
"33",
"36",
"37",
"49",
"30",
"34",
"25",
"29",
"25",
"34",
"25",
"36",
"31",
"39",
"38",
"36",
"34",
"27",
"26",
"26",
"31",
"43",
"37",
"36",
"25",
"41",
"33",
"42",
"40",
"34",
"37",
"45",
"46",
"43",
"56",
"41",
"46",
"56",
"39",
"35",
"46",
"44",
"39",
"48",
"46",
"39",
"41",
"64",
"36",
"48",
"48",
"45",
"48",
"62",
"54",
"55",
"86",
"71",
"82",
"88",
"77",
"93",
"139",
"117",
"131",
"144",
"148",
"173",
"141",
"124",
"133",
"132",
"135",
"130",
"128",
"120",
"100",
"100",
"94",
"87",
"80",
"64",
"75",
"63",
"68",
"67",
"63",
"62",
"69",
"61",
"64",
"75",
"51",
"71",
"72",
"57",
"72",
"77",
"78",
"72",
"72",
"70",
"69",
"80",
"80",
"90",
"74",
"92",
"75",
"91",
"94",
"88",
"78",
"89",
"94",
"94",
"92",
"111",
"80",
"101",
"77",
"93",
"90",
"95",
"106",
"107",
"101",
"83",
"92",
"88",
"101",
"107",
"126",
"128",
"132",
"117",
"127",
"109",
"95",
"116",
"128",
"116",
"116",
"121",
"103",
"106",
"110",
"102",
"88",
"97",
"96",
"105",
"90",
"98",
"89",
"102",
"86",
"92",
"89",
"68",
"75",
"77",
"69",
"78",
"87",
"97",
"76",
"83",
"64",
"77",
"83",
"89",
"96",
"97",
"95",
"96",
"83",
"72",
"97",
"109",
"74",
"96",
"97",
"106",
"95",
"106",
"117",
"98",
"108",
"140",
"111",
"127",
"119",
"133",
"137",
"128",
"130",
"145",
"114",
"137",
"148",
"145",
"127",
"159",
"150",
"174",
"156",
"150",
"171",
"197",
"188",
"225",
"202",
"198",
"175",
"225",
"254",
"284",
"305",
"384",
"507",
"590",
"741",
"1029",
"1326",
"1806",
"2328",
"3351",
"4214",
"5431",
"7227",
"9215",
"10919",
"13776",
"16353",
"19941",
"21973",
"26166",
"29215",
"32874",
"33940",
"36991",
"38225",
"40279",
"38673",
"40406",
"38464",
"37830",
"34007",
"32317",
"29542",
"26748",
"22339",
"19870",
"16927",
"14360",
"11391",
"9389",
"7494",
"5965",
"4343",
"3354",
"2650",
"1848",
"1292",
"986",
"663",
"523",
"415",
"330",
"222",
"209",
"175",
"171",
"170",
"151",
"155",
"163",
"134",
"143",
"138",
"134",
"149",
"188",
"152",
"151",
"146",
"170",
"152",
"178",
"188",
"191",
"183",
"178",
"192",
"215",
"210",
"252",
"206",
"265",
"299",
"334",
"326",
"462",
"516",
"563",
"714",
"872",
"954",
"1188",
"1407",
"1718",
"1980",
"2305",
"2767",
"3183",
"3276",
"3784",
"4200",
"4515",
"4642",
"4873",
"5044",
"5420",
"5054",
"5221",
"4993",
"4991",
"4301",
"4069",
"3595",
"3481",
"2922",
"2528",
"2198",
"1971",
"1489",
"1322",
"1060",
"890",
"666",
"551",
"403",
"338",
"232",
"179",
"163",
"137",
"97",
"109",
"108",
"90",
"73",
"82",
"71",
"76",
"59",
"88",
"52",
"81",
"84",
"79",
"80",
"79",
"83",
"63",
"76",
"74",
"69",
"76",
"57",
"60",
"68",
"70",
"70",
"71",
"61",
"70",
"53",
"74",
"58",
"76",
"76",
"69",
"61",
"69",
"81",
"73",
"78",
"83",
"71",
"76",
"63",
"70",
"70",
"64",
"58",
"59",
"62",
"68",
"70",
"70",
"60",
"60",
"68",
"79",
"72",
"68",
"58",
"54",
"71",
"86",
"75",
"64",
"75",
"55",
"59",
"73",
"79",
"68",
"74",
"76",
"74",
"70",
"61",
"76",
"63",
"86",
"62",
"79",
"61",
"57",
"48",
"54",
