"Sample    : fe_34676",
"Operator  : americo",
"Comment  : fe_53.9micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 10:21:05",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"9",
"11",
"10",
"10",
"13",
"12",
"5",
"7",
"8",
"11",
"10",
"11",
"15",
"12",
"12",
"9",
"6",
"11",
"10",
"12",
"11",
"6",
"5",
"5",
"14",
"14",
"17",
"5",
"12",
"10",
"15",
"12",
"11",
"13",
"17",
"13",
"15",
"20",
"25",
"31",
"18",
"22",
"18",
"20",
"21",
"22",
"18",
"15",
"21",
"16",
"15",
"15",
"14",
"16",
"11",
"12",
"8",
"14",
"10",
"7",
"5",
"9",
"11",
"5",
"8",
"8",
"19",
"12",
"8",
"7",
"12",
"22",
"10",
"12",
"6",
"10",
"4",
"14",
"7",
"11",
"7",
"13",
"12",
"14",
"9",
"11",
"12",
"7",
"9",
"7",
"12",
"13",
"7",
"12",
"7",
"14",
"8",
"16",
"7",
"12",
"10",
"12",
"13",
"10",
"11",
"9",
"13",
"7",
"13",
"13",
"10",
"12",
"12",
"13",
"12",
"13",
"9",
"15",
"17",
"18",
"13",
"21",
"14",
"12",
"11",
"22",
"13",
"16",
"9",
"20",
"7",
"13",
"11",
"14",
"8",
"6",
"14",
"18",
"11",
"14",
"16",
"15",
"16",
"11",
"18",
"10",
"11",
"13",
"17",
"18",
"10",
"17",
"11",
"18",
"12",
"15",
"14",
"22",
"18",
"21",
"23",
"22",
"21",
"27",
"25",
"34",
"45",
"48",
"49",
"57",
"58",
"43",
"74",
"50",
"34",
"47",
"30",
"31",
"22",
"31",
"20",
"20",
"23",
"13",
"19",
"15",
"16",
"18",
"10",
"14",
"20",
"8",
"10",
"12",
"12",
"14",
"9",
"7",
"7",
"18",
"13",
"16",
"16",
"23",
"11",
"11",
"14",
"8",
"11",
"3",
"9",
"14",
"7",
"7",
"7",
"11",
"8",
"6",
"14",
"13",
"9",
"15",
"17",
"14",
"11",
"10",
"6",
"14",
"16",
"10",
"11",
"11",
"12",
"16",
"10",
"12",
"11",
"11",
"11",
"11",
"13",
"14",
"12",
"14",
"16",
"8",
"15",
"7",
"14",
"14",
"13",
"8",
"13",
"16",
"14",
"22",
"11",
"15",
"20",
"25",
"9",
"13",
"12",
"8",
"14",
"11",
"10",
"8",
"9",
"19",
"13",
"13",
"10",
"17",
"10",
"12",
"11",
"13",
"9",
"9",
"13",
"7",
"12",
"10",
"12",
"14",
"14",
"13",
"14",
"9",
"12",
"17",
"16",
"14",
"15",
"15",
"16",
"14",
"11",
"19",
"10",
"14",
"18",
"20",
"9",
"14",
"18",
"16",
"10",
"16",
"14",
"16",
"16",
"14",
"22",
"15",
"18",
"15",
"20",
"20",
"18",
"16",
"16",
"27",
"36",
"45",
"57",
"84",
"95",
"122",
"142",
"193",
"234",
"285",
"355",
"425",
"435",
"529",
"555",
"593",
"546",
"552",
"545",
"536",
"481",
"418",
"360",
"341",
"242",
"217",
"152",
"124",
"98",
"90",
"67",
"60",
"56",
"39",
"38",
"53",
"37",
"43",
"42",
"54",
"55",
"60",
"55",
"86",
"80",
"78",
"78",
"110",
"80",
"93",
"93",
"105",
"67",
"83",
"61",
"63",
"45",
"40",
"53",
"43",
"35",
"31",
"24",
"27",
"26",
"26",
"21",
"21",
"20",
"17",
"24",
"24",
"26",
"24",
"30",
"38",
"20",
"18",
"21",
"24",
"26",
"48",
"34",
"36",
"37",
"44",
"33",
"34",
"28",
"40",
"34",
"22",
"49",
"46",
"25",
"40",
"40",
"53",
"71",
"66",
"55",
"77",
"72",
"67",
"81",
"108",
"97",
"122",
"106",
"143",
"132",
"161",
"158",
"164",
"116",
"159",
"128",
"125",
"132",
"94",
"92",
"82",
"79",
"73",
"55",
"68",
"49",
"46",
"35",
"48",
"40",
"28",
"33",
"38",
"48",
"35",
"38",
"40",
"41",
"37",
"25",
"30",
"27",
"31",
"34",
"57",
"30",
"39",
"40",
"39",
"37",
"41",
"45",
"38",
"42",
"48",
"41",
"54",
"35",
"49",
"45",
"55",
"42",
"58",
"60",
"54",
"52",
"57",
"48",
"57",
"69",
"56",
"53",
"51",
"79",
"76",
"69",
"69",
"65",
"74",
"67",
"100",
"88",
"84",
"75",
"85",
"94",
"74",
"72",
"61",
"76",
"70",
"59",
"74",
"75",
"70",
"74",
"80",
"74",
"59",
"58",
"70",
"39",
"71",
"52",
"66",
"64",
"72",
"62",
"54",
"65",
"55",
"59",
"64",
"64",
"63",
"53",
"57",
"64",
"58",
"56",
"73",
"52",
"57",
"71",
"69",
"67",
"76",
"72",
"69",
"69",
"68",
"60",
"76",
"70",
"83",
"69",
"83",
"70",
"83",
"75",
"84",
"77",
"115",
"84",
"98",
"93",
"97",
"89",
"104",
"110",
"104",
"109",
"124",
"124",
"131",
"108",
"160",
"144",
"156",
"158",
"149",
"183",
"236",
"253",
"308",
"393",
"502",
"697",
"975",
"1341",
"1836",
"2439",
"3316",
"4454",
"5902",
"7256",
"9408",
"11590",
"14296",
"16334",
"19509",
"22047",
"25208",
"26591",
"30942",
"30008",
"32546",
"30877",
"32322",
"30604",
"30034",
"26867",
"25977",
"22755",
"20554",
"17121",
"14847",
"12187",
"10282",
"7782",
"6464",
"4704",
"3658",
"2549",
"1939",
"1380",
"1032",
"725",
"515",
"359",
"288",
"192",
"205",
"166",
"164",
"154",
"144",
"130",
"115",
"127",
"151",
"135",
"143",
"146",
"170",
"137",
"148",
"165",
"176",
"182",
"207",
"207",
"251",
"294",
"333",
"381",
"491",
"618",
"750",
"898",
"1066",
"1319",
"1608",
"1762",
"2121",
"2479",
"2832",
"2960",
"3417",
"3800",
"3872",
"3865",
"4153",
"4117",
"4272",
"3922",
"3895",
"3453",
"3289",
"3001",
"2624",
"2390",
"2072",
"1630",
"1432",
"1133",
"936",
"724",
"591",
"429",
"344",
"252",
"219",
"174",
"135",
"101",
"96",
"70",
"65",
"67",
"51",
"52",
"63",
"62",
"55",
"57",
"48",
"50",
"58",
"45",
"50",
"52",
"66",
"64",
"73",
"64",
"66",
"64",
"52",
"71",
"57",
"55",
"52",
"55",
"59",
"60",
"45",
"59",
"54",
"52",
"50",
"54",
"62",
"49",
"58",
"59",
"60",
"60",
"59",
"50",
"48",
"51",
"60",
"67",
"62",
"54",
"54",
"52",
"61",
"44",
"66",
"70",
"57",
"60",
"66",
"51",
"69",
"69",
"68",
"64",
"69",
"74",
"62",
"73",
"74",
"69",
"63",
"78",
"67",
"86",
"82",
"94",
"70",
"77",
"76",
"75",
"84",
"81",
"73",
"77",
"73",
"71",
"69",
"57",
"60",
"60",
"63",
"55",
"50",
"61",
"46",
"55",
"58",
"52",
"64",
"59",
"72",
"53",
"56",
"49",
"67",
"62",
"71",
"50",
"52",
"56",
"60",
"46",
"57",
"63",
"65",
"67",
"63",
"66",
"74",
"66",
"60",
"55",
"78",
"67",
"55",
"67",
"65",
"69",
"80",
"93",
"90",
"81",
"90",
"90",
"88",
"79",
"92",
"82",
"73",
"78",
"92",
"82",
"66",
"63",
"66",
"63",
"67",
"75",
"61",
"59",
"61",
"64",
"54",
"62",
"60",
"58",
"59",
"35",
"72",
"50",
"59",
"50",
"55",
"56",
"60",
"61",
"51",
"63",
"55",
"41",
"40",
"58",
"47",
"55",
"40",
"43",
"50",
"56",
"51",
"47",
"67",
"54",
"64",
"47",
"74",
"56",
"56",
"51",
"70",
"43",
"57",
"60",
"40",
"47",
"52",
"46",
"53",
"46",
"46",
"49",
"59",
"63",
"63",
"39",
"55",
"51",
"47",
"63",
"40",
"46",
"49",
"54",
"43",
"50",
"59",
"51",
"60",
"60",
"63",
"58",
"46",
"64",
"53",
"51",
"44",
"53",
"52",
"44",
"47",
"69",
"63",
"56",
"56",
"60",
"48",
"65",
"51",
"60",
"53",
"61",
"48",
"72",
"54",
"51",
"55",
"50",
"68",
"63",
"61",
"58",
"67",
"46",
"54",
"54",
"56",
"58",
"53",
"58",
"60",
"60",
"66",
"56",
"67",
"55",
"53",
"57",
"62",
"57",
"66",
"59",
"53",
"52",
"63",
"60",
"68",
"56",
"59",
"63",
"55",
"58",
"68",
"53",
"56",
"64",
"60",
"51",
"63",
"57",
"66",
"52",
"57",
"66",
"51",
"74",
"61",
"70",
"70",
"57",
"57",
"53",
"56",
"70",
"53",
"54",
"61",
"55",
"49",
"49",
"57",
"50",
"60",
"59",
"40",
"64",
"47",
"59",
"44",
"58",
"59",
"56",
"43",
"62",
"55",
"38",
"47",
"48",
"69",
"43",
"53",
"38",
"56",
"52",
"59",
"50",
"62",
"52",
"47",
"54",
"46",
"67",
"53",
"47",
"61",
"47",
"48",
"60",
"56",
"44",
"52",
"54",
"46",
"45",
"44",
"54",
"57",
"57",
"53",
"44",
"69",
"53",
"52",
"54",
"55",
"33",
"55",
"43",
"48",
"43",
"53",
"47",
"54",
"58",
"57",
"56",
"65",
"56",
"51",
"52",
"52",
"47",
"50",
"51",
"59",
"33",
"63",
"54",
"46",
"46",
"43",
"49",
"50",
"54",
"44",
"48",
"49",
"51",
"44",
"49",
"53",
"61",
"42",
"40",
"53",
"51",
"48",
"45",
"56",
"56",
"62",
"34",
"50",
"44",
"52",
"54",
"40",
"51",
"48",
"47",
"46",
"54",
"63",
"55",
"60",
"46",
"47",
"40",
"52",
"40",
"45",
"57",
"47",
"44",
"43",
"55",
"56",
"44",
"48",
"56",
"47",
"34",
"70",
"44",
"51",
"55",
"46",
"49",
"42",
"41",
"42",
"56",
"44",
"34",
"55",
"54",
"33",
"50",
"45",
"47",
"44",
"42",
"52",
"44",
"50",
"36",
"36",
"45",
"37",
"41",
"55",
"52",
"52",
"53",
"41",
"47",
"49",
"49",
"41",
"58",
"42",
"37",
"41",
"50",
"46",
"55",
"51",
"57",
"38",
"45",
"51",
"32",
"51",
"36",
"61",
"40",
"50",
"39",
"41",
"41",
"44",
"53",
"47",
"50",
"53",
"44",
"48",
"47",
"49",
"43",
"53",
"45",
"46",
"50",
"41",
"49",
"47",
"37",
"42",
"45",
"47",
"49",
"50",
"55",
"44",
"39",
"48",
"46",
"58",
"50",
"55",
"44",
"38",
"49",
"39",
"50",
"48",
"52",
"62",
"44",
"63",
"66",
"79",
"64",
"67",
"70",
"67",
"83",
"60",
"82",
"98",
"100",
"101",
"73",
"77",
"86",
"85",
"91",
"86",
"90",
"100",
"80",
"88",
"92",
"82",
"68",
"70",
"69",
"71",
"64",
"64",
"44",
"61",
"78",
"52",
"56",
"49",
"42",
"51",
"47",
"51",
"42",
"45",
"53",
"48",
"37",
"47",
"43",
"53",
"43",
"41",
"40",
"40",
"37",
"56",
"44",
"39",
"46",
"56",
"39",
"48",
"38",
"44",
"39",
"40",
"45",
"40",
"45",
"56",
"55",
"42",
"56",
"54",
"57",
"54",
"55",
"44",
"59",
"68",
"67",
"57",
"35",
"63",
"63",
"63",
"46",
"58",
"63",
"70",
"48",
"51",
"53",
"58",
"49",
"43",
"43",
"56",
"43",
"50",
"52",
"57",
"43",
"33",
"43",
"49",
"49",
"40",
"39",
"56",
"42",
"34",
"53",
"38",
"45",
"32",
"34",
"38",
"50",
"56",
"35",
"42",
"49",
"45",
"41",
"53",
"42",
"35",
"39",
"41",
"45",
"30",
"31",
"35",
"47",
"39",
"33",
"39",
"41",
"39",
"40",
"55",
"37",
"41",
"46",
"49",
"41",
"39",
"41",
"36",
"48",
"37",
"35",
"40",
"42",
"56",
"35",
"37",
"38",
"48",
"27",
"37",
"43",
"42",
"39",
"46",
"34",
"30",
"34",
"39",
"41",
"28",
"44",
"45",
"40",
"50",
"46",
"31",
"40",
"39",
"39",
"35",
"28",
"45",
"41",
"37",
"37",
"34",
"46",
"45",
"32",
"41",
"40",
"33",
"47",
"36",
"48",
"34",
"32",
"28",
"26",
"50",
"41",
"36",
"33",
"33",
"21",
"32",
"42",
"35",
"30",
"38",
"46",
"39",
"28",
"35",
"44",
"41",
"33",
"26",
"34",
"43",
"36",
"40",
"45",
"41",
"35",
"37",
"32",
"43",
"35",
"40",
"38",
"44",
"35",
"38",
"44",
"39",
"28",
"26",
"31",
"45",
"39",
"42",
"49",
"35",
"42",
"47",
"45",
"40",
"33",
"38",
"32",
"40",
"27",
"42",
"34",
"22",
"36",
"36",
"36",
"37",
"37",
"43",
"40",
"38",
"38",
"39",
"31",
"36",
"28",
"39",
"40",
"30",
"31",
"39",
"34",
"35",
"42",
"32",
"40",
"27",
"37",
"34",
"26",
"37",
"31",
"39",
"34",
"26",
"31",
"41",
"45",
"32",
"33",
"36",
"38",
"36",
"35",
"43",
"36",
"35",
"39",
"43",
"34",
"39",
"35",
"40",
"31",
"38",
"43",
"32",
"28",
"31",
"40",
"26",
"35",
"33",
"39",
"45",
"39",
"42",
"36",
"46",
"24",
"36",
"35",
"33",
"30",
"40",
"27",
"34",
"31",
"37",
"16",
"37",
"40",
"38",
"36",
"26",
"27",
"39",
"36",
"40",
"35",
"40",
"34",
"39",
"28",
"40",
"32",
"33",
"31",
"25",
"34",
"34",
"33",
"30",
"22",
"35",
"24",
"36",
"33",
"30",
"40",
"31",
"42",
"22",
"33",
"38",
"39",
"35",
"23",
"35",
"30",
"34",
"26",
"39",
"35",
"27",
"32",
"24",
"27",
"37",
"33",
"28",
"36",
"38",
"30",
"24",
"32",
"31",
"37",
"35",
"24",
"33",
"25",
"38",
"24",
"27",
"38",
"38",
"27",
"27",
"28",
"43",
"20",
"33",
"26",
"31",
"24",
"32",
"31",
"30",
"32",
"33",
"27",
"35",
"36",
"25",
"34",
"26",
"31",
"28",
"26",
"26",
"17",
"27",
"38",
