"Sample    : co_34678",
"Operator  : americo",
"Comment  : co_54.8micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 11:36:38",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"10",
"7",
"7",
"15",
"11",
"6",
"7",
"5",
"9",
"10",
"13",
"7",
"11",
"6",
"3",
"6",
"9",
"12",
"11",
"8",
"8",
"12",
"10",
"9",
"8",
"4",
"9",
"6",
"8",
"8",
"12",
"9",
"9",
"8",
"12",
"14",
"18",
"19",
"25",
"18",
"18",
"24",
"21",
"34",
"49",
"45",
"43",
"36",
"40",
"76",
"58",
"59",
"40",
"44",
"30",
"35",
"39",
"38",
"23",
"20",
"21",
"17",
"9",
"12",
"15",
"6",
"8",
"6",
"7",
"5",
"5",
"7",
"10",
"7",
"11",
"9",
"6",
"10",
"2",
"4",
"7",
"15",
"7",
"8",
"10",
"4",
"8",
"4",
"11",
"17",
"8",
"5",
"6",
"6",
"12",
"9",
"5",
"10",
"11",
"7",
"6",
"10",
"11",
"10",
"4",
"4",
"8",
"12",
"6",
"12",
"14",
"13",
"7",
"10",
"16",
"11",
"8",
"12",
"14",
"15",
"10",
"15",
"12",
"12",
"7",
"16",
"13",
"10",
"11",
"14",
"9",
"15",
"7",
"15",
"10",
"18",
"7",
"12",
"11",
"7",
"11",
"11",
"14",
"12",
"16",
"10",
"8",
"15",
"15",
"15",
"12",
"11",
"9",
"9",
"9",
"10",
"13",
"16",
"9",
"24",
"13",
"20",
"21",
"28",
"24",
"32",
"18",
"24",
"27",
"35",
"43",
"42",
"40",
"47",
"31",
"43",
"33",
"25",
"19",
"23",
"13",
"23",
"13",
"8",
"15",
"15",
"15",
"9",
"7",
"14",
"11",
"11",
"9",
"6",
"9",
"8",
"14",
"6",
"14",
"9",
"10",
"12",
"12",
"8",
"12",
"13",
"6",
"4",
"6",
"10",
"7",
"6",
"7",
"9",
"9",
"10",
"16",
"11",
"9",
"4",
"19",
"18",
"16",
"7",
"9",
"18",
"8",
"13",
"11",
"11",
"6",
"19",
"12",
"8",
"9",
"19",
"12",
"14",
"18",
"11",
"14",
"12",
"13",
"10",
"12",
"13",
"14",
"10",
"13",
"10",
"9",
"17",
"13",
"11",
"8",
"10",
"10",
"9",
"15",
"14",
"12",
"14",
"13",
"2",
"4",
"10",
"10",
"13",
"11",
"11",
"12",
"9",
"13",
"13",
"7",
"18",
"11",
"6",
"10",
"9",
"7",
"14",
"13",
"15",
"7",
"13",
"10",
"14",
"11",
"13",
"12",
"12",
"9",
"10",
"12",
"10",
"12",
"8",
"13",
"10",
"13",
"6",
"11",
"13",
"12",
"13",
"13",
"10",
"10",
"8",
"9",
"11",
"12",
"13",
"18",
"16",
"11",
"17",
"10",
"12",
"19",
"18",
"19",
"35",
"34",
"35",
"48",
"64",
"79",
"126",
"130",
"156",
"193",
"202",
"289",
"345",
"356",
"403",
"426",
"482",
"453",
"507",
"429",
"444",
"398",
"297",
"291",
"219",
"220",
"175",
"125",
"126",
"66",
"69",
"54",
"47",
"37",
"47",
"38",
"43",
"28",
"45",
"31",
"39",
"45",
"35",
"52",
"58",
"49",
"69",
"74",
"63",
"72",
"82",
"78",
"79",
"61",
"61",
"47",
"59",
"32",
"46",
"31",
"32",
"23",
"26",
"31",
"21",
"19",
"18",
"24",
"21",
"20",
"18",
"20",
"16",
"14",
"26",
"21",
"25",
"17",
"24",
"20",
"30",
"18",
"20",
"18",
"33",
"21",
"32",
"27",
"17",
"20",
"22",
"38",
"39",
"36",
"32",
"36",
"26",
"35",
"23",
"23",
"34",
"28",
"28",
"24",
"23",
"25",
"19",
"26",
"40",
"30",
"33",
"31",
"26",
"33",
"33",
"21",
"36",
"23",
"35",
"26",
"27",
"27",
"19",
"21",
"27",
"22",
"24",
"30",
"24",
"23",
"36",
"24",
"28",
"22",
"27",
"19",
"22",
"26",
"25",
"33",
"33",
"22",
"26",
"23",
"19",
"22",
"30",
"22",
"30",
"31",
"36",
"38",
"30",
"33",
"50",
"50",
"61",
"61",
"83",
"66",
"107",
"80",
"88",
"115",
"111",
"104",
"112",
"109",
"129",
"104",
"92",
"92",
"98",
"74",
"74",
"66",
"68",
"55",
"57",
"40",
"42",
"32",
"43",
"37",
"52",
"37",
"27",
"39",
"43",
"33",
"55",
"41",
"48",
"38",
"25",
"45",
"40",
"35",
"41",
"50",
"44",
"36",
"33",
"36",
"52",
"35",
"47",
"35",
"39",
"28",
"36",
"53",
"41",
"42",
"41",
"52",
"36",
"42",
"42",
"48",
"36",
"42",
"48",
"50",
"43",
"45",
"62",
"46",
"56",
"42",
"56",
"51",
"66",
"61",
"53",
"62",
"54",
"71",
"63",
"78",
"52",
"53",
"58",
"73",
"73",
"70",
"65",
"53",
"75",
"61",
"62",
"54",
"72",
"66",
"66",
"62",
"65",
"48",
"72",
"66",
"60",
"72",
"58",
"61",
"50",
"55",
"81",
"67",
"74",
"64",
"72",
"67",
"82",
"71",
"57",
"72",
"59",
"70",
"84",
"75",
"67",
"87",
"87",
"73",
"87",
"88",
"88",
"70",
"96",
"103",
"100",
"88",
"69",
"93",
"88",
"89",
"96",
"95",
"97",
"84",
"87",
"95",
"116",
"98",
"114",
"123",
"104",
"124",
"142",
"142",
"143",
"145",
"170",
"148",
"147",
"182",
"215",
"239",
"317",
"405",
"545",
"706",
"904",
"1290",
"1844",
"2405",
"3335",
"4344",
"5747",
"7014",
"8825",
"10844",
"13421",
"15109",
"18312",
"19849",
"23212",
"24002",
"26902",
"27509",
"29378",
"28557",
"28972",
"28765",
"28105",
"24974",
"23863",
"21789",
"19752",
"16289",
"14772",
"12607",
"10169",
"7933",
"6572",
"5153",
"3968",
"2858",
"2304",
"1625",
"1219",
"820",
"597",
"404",
"328",
"255",
"196",
"130",
"143",
"139",
"137",
"102",
"113",
"92",
"113",
"93",
"103",
"112",
"124",
"121",
"99",
"120",
"103",
"139",
"137",
"133",
"161",
"142",
"158",
"183",
"179",
"185",
"245",
"271",
"308",
"352",
"414",
"477",
"654",
"729",
"931",
"1061",
"1285",
"1490",
"1912",
"2001",
"2426",
"2654",
"3010",
"3063",
"3480",
"3578",
"3695",
"3731",
"3694",
"3921",
"3589",
"3413",
"3114",
"3009",
"2802",
"2333",
"2192",
"1845",
"1589",
"1281",
"1081",
"933",
"739",
"518",
"462",
"367",
"288",
"210",
"173",
"129",
"116",
"103",
"75",
"96",
"51",
"63",
"66",
"51",
"62",
"60",
"68",
"81",
"81",
"55",
"66",
"71",
"69",
"62",
"68",
"61",
"89",
"62",
"50",
"58",
"61",
"70",
"47",
"57",
"57",
"60",
"48",
"45",
"46",
"53",
"56",
"38",
"44",
"42",
"35",
"40",
"42",
"59",
"64",
"42",
"38",
"46",
"50",
"41",
"34",
"51",
"42",
"50",
"33",
"37",
"40",
"44",
"43",
"54",
"48",
"45",
"55",
"42",
"60",
"38",
"54",
"52",
"47",
"51",
"47",
"49",
"68",
"53",
"66",
"79",
"73",
"65",
"76",
"61",
"71",
"69",
"84",
"62",
"59",
"59",
"52",
"68",
"59",
"63",
"59",
"49",
"46",
"43",
"54",
"44",
"42",
"57",
"46",
"35",
"48",
"45",
"55",
"54",
"49",
"53",
"48",
"52",
"41",
"42",
"51",
"56",
"37",
"46",
"50",
"37",
"40",
"43",
"42",
"51",
"54",
"48",
"45",
"39",
"48",
"45",
"50",
"49",
"38",
"39",
"46",
"31",
"49",
"49",
"46",
"48",
"60",
"58",
"61",
"47",
"44",
"54",
"57",
"49",
"55",
"41",
"47",
"53",
"44",
"53",
"62",
"45",
"45",
"49",
"55",
"52",
"60",
"38",
"55",
"51",
"48",
"41",
"40",
"60",
"56",
"49",
"59",
"66",
"64",
"48",
"60",
"53",
"66",
"66",
"50",
"57",
"49",
"57",
"39",
"51",
"45",
"62",
"56",
"41",
"48",
"61",
"47",
"51",
"54",
"59",
"50",
"60",
"53",
"62",
"45",
"43",
"54",
"49",
"47",
"46",
"56",
"49",
"52",
"46",
"40",
"51",
"57",
"47",
"51",
"47",
"59",
"48",
"44",
"47",
"52",
"47",
"61",
"37",
"49",
"53",
"46",
"57",
"47",
"52",
"52",
"44",
"50",
"41",
"36",
"44",
"38",
"35",
"42",
"45",
"43",
"33",
"40",
"46",
"35",
"47",
"45",
"47",
"44",
"47",
"40",
"51",
"50",
"45",
"49",
"45",
"52",
"48",
"42",
"55",
"60",
"41",
"42",
"39",
"34",
"35",
"43",
"34",
"61",
"34",
"43",
"34",
"36",
"42",
"49",
"38",
"55",
"39",
"38",
"49",
"45",
"50",
"35",
"53",
"46",
"50",
"43",
"44",
"47",
"47",
"45",
"27",
"51",
"45",
"55",
"47",
"46",
"55",
"40",
"34",
"28",
"41",
"54",
"49",
"57",
"41",
"46",
"43",
"45",
"42",
"43",
"39",
"47",
"50",
"44",
"37",
"45",
"35",
"47",
"57",
"48",
"52",
"32",
"41",
"46",
"44",
"48",
"44",
"48",
"51",
"51",
"51",
"44",
"40",
"39",
"59",
"28",
"36",
"39",
"43",
"44",
"36",
"47",
"42",
"50",
"31",
"48",
"43",
"39",
"40",
"39",
"42",
"43",
"45",
"42",
"37",
"48",
"32",
"55",
"52",
"49",
"35",
"39",
"42",
"40",
"37",
"39",
"38",
"45",
"41",
"43",
"42",
"41",
"40",
"44",
"43",
"41",
"44",
"43",
"39",
"38",
"36",
"40",
"53",
"41",
"25",
"43",
"41",
"50",
"34",
"39",
"45",
"47",
"53",
"53",
"45",
"28",
"40",
"46",
"43",
"41",
"44",
"44",
"27",
"43",
"53",
"34",
"44",
"43",
"38",
"25",
"38",
"33",
"42",
"39",
"42",
"50",
"38",
"37",
"42",
"44",
"35",
"44",
"46",
"43",
"44",
"36",
"41",
"43",
"49",
"39",
"37",
"26",
"43",
"50",
"36",
"47",
"41",
"40",
"41",
"44",
"41",
"41",
"38",
"43",
"41",
"36",
"31",
"35",
"26",
"40",
"39",
"39",
"42",
"50",
"35",
"38",
"30",
"41",
"44",
"38",
"44",
"39",
"33",
"40",
"20",
"25",
"37",
"37",
"42",
"40",
"27",
"44",
"34",
"39",
"46",
"42",
"39",
"41",
"34",
"52",
"45",
"48",
"36",
"40",
"41",
"44",
"40",
"40",
"34",
"37",
"47",
"44",
"36",
"44",
"39",
"34",
"36",
"45",
"35",
"51",
"51",
"33",
"49",
"43",
"41",
"31",
"41",
"37",
"30",
"56",
"37",
"33",
"40",
"47",
"48",
"44",
"35",
"36",
"45",
"41",
"32",
"45",
"48",
"39",
"45",
"47",
"42",
"42",
"48",
"43",
"38",
"45",
"26",
"41",
"49",
"36",
"44",
"36",
"42",
"38",
"39",
"34",
"30",
"27",
"31",
"33",
"40",
"44",
"41",
"36",
"48",
"35",
"44",
"38",
"30",
"40",
"43",
"33",
"32",
"30",
"35",
"33",
"43",
"36",
"37",
"31",
"32",
"37",
"41",
"44",
"34",
"35",
"33",
"30",
"44",
"34",
"35",
"46",
"28",
"38",
"37",
"37",
"33",
"40",
"44",
"35",
"39",
"42",
"42",
"31",
"41",
"50",
"53",
"42",
"53",
"53",
"40",
"58",
"68",
"51",
"69",
"58",
"71",
"77",
"71",
"87",
"79",
"83",
"74",
"70",
"77",
"77",
"55",
"80",
"83",
"67",
"60",
"66",
"56",
"48",
"60",
"45",
"45",
"52",
"43",
"53",
"40",
"38",
"41",
"35",
"34",
"40",
"24",
"31",
"38",
"36",
"23",
"30",
"35",
"36",
"28",
"36",
"39",
"30",
"31",
"33",
"28",
"46",
"31",
"36",
"43",
"43",
"38",
"40",
"31",
"33",
"33",
"43",
"40",
"34",
"31",
"40",
"44",
"40",
"31",
"26",
"36",
"47",
"41",
"43",
"45",
"37",
"53",
"45",
"47",
"42",
"38",
"39",
"44",
"40",
"45",
"50",
"51",
"53",
"49",
"41",
"32",
"41",
"40",
"40",
"40",
"34",
"38",
"36",
"37",
"39",
"41",
"33",
"38",
"28",
"38",
"28",
"31",
"33",
"36",
"39",
"39",
"36",
"31",
"42",
"22",
"33",
"30",
"31",
"32",
"23",
"21",
"22",
"27",
"43",
"26",
"23",
"39",
"34",
"23",
"32",
"28",
"31",
"33",
"40",
"22",
"35",
"34",
"32",
"30",
"33",
"25",
"25",
"40",
"31",
"27",
"34",
"21",
"25",
"38",
"41",
"28",
"27",
"31",
"31",
"31",
"38",
"28",
"25",
"26",
"33",
"35",
"35",
"38",
"30",
"36",
"32",
"26",
"22",
"32",
"32",
"45",
"35",
"30",
"27",
"27",
"34",
"33",
"44",
"30",
"34",
"37",
"36",
"34",
"26",
"30",
"26",
"26",
"32",
"31",
"28",
"34",
"30",
"25",
"28",
"35",
"27",
"22",
"30",
"22",
"28",
"34",
"28",
"43",
"31",
"23",
"36",
"21",
"31",
"28",
"22",
"28",
"32",
"19",
"42",
"26",
"26",
"22",
"38",
"20",
"35",
"38",
"35",
"27",
"21",
"25",
"20",
"25",
"27",
"22",
"25",
"21",
"33",
"23",
"32",
"36",
"27",
"20",
"23",
"33",
"35",
"32",
"31",
"39",
"30",
"31",
"26",
"38",
"28",
"33",
"42",
"24",
"30",
"39",
"27",
"34",
"21",
"27",
"22",
"25",
"41",
"24",
"28",
"18",
"22",
"38",
"38",
"32",
"28",
"19",
"28",
"23",
"31",
"27",
"30",
"31",
"21",
"31",
"21",
"39",
"34",
"25",
"27",
"26",
"26",
"35",
"28",
"46",
"35",
"27",
"26",
"20",
"25",
"24",
"32",
"22",
"28",
"23",
"25",
"35",
"37",
"20",
"28",
"34",
"22",
"26",
"28",
"30",
"35",
"23",
"27",
"39",
"28",
"22",
"34",
"26",
"32",
"28",
"25",
"23",
"31",
"32",
"25",
"23",
"28",
"28",
"22",
"23",
"24",
"36",
"31",
"24",
"24",
"28",
"31",
"18",
"30",
"27",
"25",
"21",
"35",
"31",
"22",
"22",
"31",
"27",
"33",
"27",
"19",
"25",
"22",
"26",
"21",
"41",
"28",
"31",
"28",
"25",
"24",
"23",
"27",
"27",
"19",
"32",
"19",
"27",
"26",
"22",
"25",
"27",
"27",
"27",
"25",
"27",
"33",
"30",
"24",
"27",
"24",
"32",
"26",
"26",
"28",
"32",
"24",
"24",
"26",
"32",
"35",
"22",
"21",
"28",
"16",
"27",
"25",
"18",
"22",
"19",
"20",
"23",
"37",
"27",
"32",
"18",
"27",
"23",
"22",
"30",
"23",
"24",
"14",
"23",
"40",
"39",
"25",
"40",
"19",
"21",
"22",
"31",
"30",
"24",
"32",
"30",
"30",
"28",
"22",
"31",
"23",
"26",
"28",
"25",
"35",
"25",
"31",
"32",
"36",
"25",
"40",
"26",
"25",
"24",
"22",
"30",
"35",
"34",
"28",
"28",
"35",
"19",
"31",
"28",
"33",
"41",
"25",
"33",
"45",
"37",
"36",
"36",
"31",
"22",
"28",
"34",
"21",
"27",
"33",
"27",
"41",
"40",
"39",
"32",
"34",
"33",
"28",
"27",
"44",
"40",
"42",
"49",
"36",
"38",
"42",
"42",
"49",
"46",
"47",
"39",
"45",
"50",
"42",
"53",
"39",
"49",
"51",
"50",
"55",
"42",
"52",
"56",
"69",
"70",
"65",
"62",
"67",
"58",
"75",
"72",
"68",
"76",
"65",
"94",
"85",
"103",
"84",
"93",
"110",
"108",
"103",
"123",
"137",
"114",
"124",
"110",
"133",
"146",
"132",
"177",
"161",
"148",
"159",
"139",
"152",
"166",
"160",
"199",
"187",
"183",
"199",
"158",
"159",
"184",
"166",
"213",
"206",
"182",
"183",
"172",
"200",
"164",
"153",
"185",
"194",
"160",
"152",
"181",
"156",
"137",
"163",
"147",
"133",
"156",
"155",
"135",
"139",
"137",
"133",
"126",
"126",
"96",
"112",
"102",
"112",
"121",
"119",
"125",
"97",
"94",
"70",
"73",
"81",
"96",
"71",
"84",
"70",
"65",
"49",
"72",
"67",
"60",
"67",
"64",
"63",
"39",
"41",
"42",
"51",
"41",
"53",
"50",
"47",
"47",
"36",
"36",
"46",
"45",
"42",
"45",
"43",
"48",
"44",
"50",
"40",
"47",
"38",
"52",
"56",
"45",
"52",
"54",
"63",
"61",
"72",
"59",
"81",
"70",
"77",
"87",
"91",
"72",
"89",
"91",
"94",
"84",
"75",
"99",
"88",
"88",
"98",
"114",
"79",
"90",
"75",
"101",
"80",
"90",
"69",
"99",
"75",
"65",
"73",
"59",
"67",
"46",
"54",
"46",
"46",
"27",
"41",
"41",
"44",
"35",
"45",
"27",
"23",
"42",
"23",
"24",
"25",
"16",
"12896",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Co, P , Ca",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CoLa         0.79     0.015",
"                      P Ka         2.02     0.011",
"                      CaKa         3.70     0.172",
"                      CaKb         4.04     0.023",
"                      CoKaESC      5.20     0.035",
"                      CoKa         6.94    12.574",
"                      CoKb         7.67     1.660",
"                      CoKaSUM     13.88     0.028",
"                      ----        19.13     0.080",
"                      ----        19.39     0.057",
"                      ----        20.04     0.030",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
