"Sample    : moo3_34691",
"Operator  : americo",
"Comment  : moo3_50.4micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 12:44:22",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  309-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"3",
"15",
"42",
"37",
"34",
"35",
"34",
"47",
"40",
"44",
"37",
"31",
"50",
"42",
"39",
"41",
"61",
"53",
"57",
"72",
"71",
"65",
"77",
"61",
"70",
"96",
"80",
"81",
"86",
"74",
"95",
"81",
"76",
"81",
"87",
"54",
"69",
"75",
"75",
"71",
"64",
"53",
"67",
"59",
"49",
"39",
"48",
"41",
"60",
"54",
"55",
"54",
"48",
"61",
"64",
"53",
"51",
"61",
"51",
"43",
"69",
"56",
"55",
"56",
"48",
"44",
"59",
"63",
"55",
"44",
"76",
"43",
"68",
"45",
"67",
"52",
"61",
"59",
"62",
"60",
"54",
"42",
"68",
"45",
"66",
"51",
"49",
"49",
"54",
"52",
"53",
"47",
"45",
"43",
"51",
"39",
"35",
"47",
"37",
"31",
"39",
"47",
"43",
"40",
"52",
"37",
"37",
"21",
"44",
"23",
"40",
"36",
"34",
"34",
"34",
"31",
"30",
"43",
"46",
"36",
"34",
"41",
"37",
"50",
"33",
"37",
"26",
"42",
"40",
"31",
"37",
"24",
"29",
"41",
"35",
"40",
"33",
"24",
"33",
"39",
"41",
"47",
"50",
"50",
"49",
"36",
"45",
"57",
"51",
"52",
"69",
"48",
"75",
"48",
"68",
"76",
"61",
"47",
"88",
"70",
"87",
"79",
"108",
"103",
"112",
"141",
"142",
"159",
"190",
"184",
"238",
"209",
"258",
"240",
"265",
"230",
"210",
"239",
"226",
"199",
"210",
"191",
"202",
"180",
"195",
"191",
"228",
"238",
"301",
"324",
"455",
"553",
"709",
"893",
"1271",
"1429",
"1694",
"1816",
"2040",
"2090",
"2360",
"2397",
"2477",
"2400",
"2449",
"2164",
"2261",
"2040",
"1949",
"1756",
"1697",
"1489",
"1426",
"1305",
"1253",
"1141",
"1055",
"867",
"814",
"791",
"663",
"531",
"481",
"388",
"370",
"315",
"298",
"234",
"200",
"166",
"182",
"137",
"138",
"109",
"114",
"93",
"84",
"74",
"85",
"57",
"54",
"48",
"56",
"40",
"59",
"45",
"40",
"39",
"61",
"48",
"62",
"60",
"72",
"61",
"63",
"58",
"67",
"69",
"61",
"54",
"57",
"57",
"64",
"39",
"32",
"40",
"42",
"30",
"28",
"34",
"24",
"18",
"25",
"22",
"26",
"20",
"26",
"16",
"26",
"23",
"14",
"28",
"20",
"22",
"16",
"33",
"22",
"22",
"18",
"25",
"28",
"17",
"29",
"21",
"31",
"26",
"21",
"29",
"30",
"30",
"26",
"27",
"25",
"31",
"26",
"29",
"21",
"26",
"25",
"23",
"29",
"24",
"22",
"32",
"19",
"28",
"21",
"28",
"28",
"27",
"37",
"30",
"24",
"42",
"45",
"36",
"64",
"98",
"115",
"120",
"185",
"209",
"253",
"329",
"364",
"449",
"514",
"503",
"587",
"599",
"643",
"648",
"670",
"606",
"610",
"480",
"471",
"431",
"360",
"298",
"237",
"198",
"158",
"112",
"94",
"89",
"70",
"65",
"46",
"48",
"57",
"62",
"51",
"60",
"62",
"71",
"83",
"72",
"88",
"96",
"107",
"99",
"115",
"122",
"103",
"102",
"102",
"94",
"82",
"79",
"90",
"59",
"62",
"47",
"45",
"47",
"35",
"34",
"31",
"17",
"28",
"33",
"28",
"25",
"36",
"23",
"33",
"33",
"30",
"35",
"42",
"32",
"36",
"27",
"52",
"30",
"42",
"32",
"51",
"36",
"30",
"44",
"54",
"39",
"38",
"51",
"46",
"51",
"36",
"47",
"47",
"49",
"55",
"55",
"45",
"51",
"50",
"37",
"53",
"38",
"55",
"59",
"51",
"48",
"43",
"53",
"44",
"42",
"49",
"48",
"40",
"47",
"53",
"44",
"55",
"46",
"34",
"43",
"36",
"36",
"44",
"49",
"36",
"46",
"38",
"61",
"42",
"36",
"42",
"41",
"33",
"29",
"38",
"46",
"29",
"40",
"42",
"39",
"40",
"37",
"33",
"53",
"36",
"45",
"33",
"43",
"43",
"40",
"43",
"48",
"41",
"35",
"49",
"35",
"47",
"46",
"47",
"50",
"45",
"41",
"49",
"30",
"44",
"35",
"48",
"42",
"48",
"43",
"44",
"43",
"42",
"44",
"38",
"47",
"49",
"45",
"47",
"56",
"57",
"48",
"53",
"54",
"46",
"54",
"48",
"50",
"47",
"56",
"38",
"37",
"54",
"35",
"55",
"63",
"44",
"46",
"57",
"57",
"41",
"41",
"50",
"52",
"50",
"60",
"38",
"45",
"54",
"46",
"53",
"50",
"49",
"47",
"50",
"62",
"67",
"43",
"55",
"67",
"54",
"43",
"64",
"58",
"61",
"48",
"69",
"43",
"60",
"62",
"53",
"67",
"61",
"65",
"63",
"62",
"48",
"62",
"69",
"68",
"83",
"61",
"75",
"51",
"68",
"62",
"79",
"68",
"69",
"62",
"73",
"65",
"72",
"72",
"64",
"71",
"84",
"59",
"59",
"80",
"65",
"80",
"68",
"72",
"78",
"78",
"76",
"78",
"65",
"75",
"64",
"78",
"73",
"68",
"83",
"74",
"86",
"88",
"79",
"75",
"94",
"76",
"80",
"86",
"92",
"76",
"103",
"90",
"97",
"75",
"87",
"96",
"77",
"81",
"67",
"77",
"90",
"81",
"88",
"78",
"81",
"78",
"69",
"72",
"74",
"74",
"81",
"78",
"85",
"77",
"68",
"72",
"97",
"86",
"75",
"71",
"88",
"77",
"100",
"84",
"77",
"64",
"69",
"86",
"86",
"66",
"74",
"77",
"73",
"79",
"70",
"79",
"85",
"82",
"85",
"80",
"83",
"89",
"84",
"82",
"94",
"89",
"67",
"89",
"77",
"85",
"70",
"99",
"82",
"80",
"86",
"90",
"74",
"79",
"96",
"79",
"78",
"82",
"73",
"74",
"78",
"68",
"85",
"91",
"71",
"67",
"69",
"86",
"63",
"71",
"83",
"76",
"82",
"87",
"80",
"67",
"72",
"58",
"75",
"82",
"78",
"87",
"79",
"66",
"72",
"76",
"80",
"92",
"97",
"62",
"82",
"73",
"61",
"71",
"93",
"73",
"75",
"66",
"78",
"93",
"75",
"83",
"88",
"83",
"86",
"62",
"82",
"93",
"69",
"79",
"75",
"92",
"105",
"72",
"83",
"85",
"84",
"80",
"103",
"73",
"82",
"98",
"98",
"97",
"93",
"94",
"79",
"84",
"83",
"84",
"87",
"95",
"106",
"96",
"100",
"108",
"86",
"97",
"108",
"117",
"127",
"109",
"130",
"127",
"123",
"116",
"131",
"134",
"113",
"138",
"146",
"128",
"122",
"111",
"101",
"104",
"107",
"111",
"119",
"101",
"96",
"84",
"93",
"78",
"89",
"80",
"94",
"97",
"75",
"74",
"70",
"89",
"86",
"97",
"81",
"73",
"87",
"87",
"76",
"84",
"71",
"82",
"88",
"83",
"81",
"81",
"95",
"93",
"75",
"84",
"97",
"73",
"101",
"103",
"90",
"99",
"116",
"106",
"103",
"121",
"117",
"114",
"94",
"97",
"121",
"126",
"113",
"126",
"122",
"109",
"134",
"126",
"131",
"105",
"138",
"117",
"118",
"104",
"108",
"94",
"97",
"79",
"92",
"94",
"91",
"86",
"78",
"91",
"80",
"84",
"78",
"75",
"79",
"79",
"99",
"90",
"93",
"73",
"94",
"94",
"79",
"84",
"75",
"79",
"78",
"72",
"83",
"83",
"86",
"71",
"81",
"83",
"97",
"97",
"77",
"88",
"91",
"82",
"75",
"83",
"94",
"96",
"69",
"68",
"78",
"75",
"70",
"97",
"58",
"69",
"77",
"81",
"102",
"81",
"78",
"75",
"86",
"70",
"72",
"63",
"69",
"74",
"78",
"88",
"75",
"68",
"84",
"82",
"88",
"90",
"69",
"91",
"81",
"81",
"83",
"62",
"109",
"90",
"74",
"77",
"73",
"76",
"75",
"72",
"87",
"93",
"90",
"80",
"83",
"77",
"86",
"75",
"75",
"69",
"85",
"65",
"85",
"87",
"84",
"78",
"83",
"85",
"92",
"85",
"94",
"80",
"97",
"74",
"78",
"81",
"81",
"62",
"92",
"73",
"66",
"77",
"77",
"88",
"76",
"79",
"94",
"66",
"93",
"71",
"83",
"78",
"75",
"67",
"84",
"52",
"69",
"77",
"67",
"71",
"84",
"90",
"89",
"80",
"74",
"81",
"80",
"81",
"72",
"78",
"84",
"68",
"83",
"72",
"78",
"78",
"75",
"68",
"76",
"73",
"79",
"70",
"81",
"74",
"78",
"77",
"80",
"64",
"66",
"75",
"67",
"69",
"72",
"73",
"69",
"75",
"88",
"62",
"83",
"57",
"101",
"75",
"63",
"81",
"72",
"79",
"72",
"87",
"74",
"72",
"79",
"82",
"70",
"65",
"69",
"69",
"76",
"70",
"74",
"84",
"89",
"72",
"95",
"63",
"70",
"72",
"73",
"52",
"60",
"76",
"85",
"92",
"73",
"75",
"64",
"76",
"67",
"80",
"74",
"75",
"81",
"66",
"84",
"75",
"81",
"77",
"73",
"60",
"74",
"81",
"75",
"89",
"63",
"67",
"80",
"80",
"93",
"66",
"72",
"62",
"84",
"73",
"70",
"67",
"66",
"76",
"77",
"65",
"89",
"55",
"72",
"64",
"66",
"75",
"85",
"72",
"74",
"89",
"89",
"72",
"58",
"73",
"73",
"67",
"77",
"61",
"84",
"58",
"82",
"63",
"52",
"68",
"73",
"70",
"70",
"62",
"67",
"73",
"57",
"61",
"69",
"67",
"69",
"71",
"68",
"78",
"93",
"72",
"73",
"73",
"73",
"72",
"61",
"69",
"65",
"86",
"67",
"77",
"74",
"84",
"71",
"66",
"67",
"50",
"65",
"71",
"74",
"65",
"73",
"66",
"79",
"62",
"66",
"81",
"66",
"67",
"72",
"62",
"87",
"64",
"72",
"67",
"61",
"71",
"74",
"67",
"55",
"71",
"73",
"65",
"86",
"77",
"64",
"81",
"68",
"66",
"64",
"66",
"69",
"79",
"59",
"70",
"73",
"62",
"64",
"75",
"65",
"73",
"58",
"81",
"76",
"54",
"64",
"68",
"61",
"56",
"55",
"70",
"65",
"73",
"78",
"56",
"72",
"62",
"70",
"82",
"82",
"68",
"71",
"58",
"79",
"65",
"68",
"66",
"79",
"60",
"69",
"60",
"84",
"73",
"71",
"77",
"48",
"68",
"59",
"72",
"72",
"60",
"71",
"83",
"60",
"61",
"64",
"62",
"78",
"65",
"57",
"71",
"60",
"74",
"74",
"66",
"76",
"66",
"77",
"75",
"67",
"65",
"69",
"73",
"63",
"60",
"59",
"60",
"49",
"45",
"62",
"57",
"70",
"72",
"58",
"66",
"71",
"81",
"67",
"58",
"56",
"65",
"74",
"59",
"72",
"63",
"58",
"59",
"61",
"47",
"67",
"75",
"66",
"51",
"67",
"53",
"52",
"49",
"42",
"53",
"56",
"59",
"49",
"50",
"66",
"71",
"53",
"68",
"58",
"57",
"63",
"66",
"63",
"58",
"64",
"79",
"72",
"60",
"60",
"68",
"72",
"58",
"56",
"51",
"70",
"72",
"59",
"64",
"69",
"58",
"70",
"56",
"68",
"72",
"64",
"62",
"61",
"73",
"67",
"57",
"62",
"51",
"67",
"69",
"69",
"55",
"67",
"58",
"49",
"58",
"67",
"63",
"56",
"49",
"56",
"74",
"50",
"51",
"63",
"57",
"72",
"60",
"53",
"54",
"52",
"58",
"63",
"60",
"49",
"50",
"76",
"76",
"67",
"68",
"70",
"57",
"69",
"63",
"60",
"66",
"59",
"52",
"67",
"65",
"63",
"59",
"63",
"44",
"81",
"64",
"66",
"62",
"58",
"47",
"63",
"58",
"64",
"68",
"75",
"51",
"53",
"56",
"58",
"55",
"68",
"49",
"60",
"53",
"61",
"68",
"66",
"59",
"61",
"50",
"56",
"56",
"51",
"56",
"47",
"64",
