"Sample    : moo3 48191",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:40:32",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  309-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"1",
"3",
"23",
"41",
"43",
"45",
"43",
"36",
"44",
"33",
"45",
"40",
"46",
"45",
"39",
"42",
"55",
"62",
"47",
"64",
"74",
"70",
"69",
"88",
"71",
"88",
"78",
"98",
"94",
"92",
"80",
"78",
"74",
"78",
"74",
"79",
"68",
"69",
"62",
"75",
"50",
"67",
"69",
"70",
"59",
"55",
"52",
"58",
"56",
"71",
"56",
"64",
"39",
"56",
"48",
"45",
"53",
"65",
"56",
"37",
"53",
"52",
"56",
"63",
"51",
"62",
"39",
"51",
"47",
"66",
"65",
"62",
"57",
"58",
"49",
"49",
"44",
"52",
"46",
"40",
"49",
"47",
"46",
"68",
"57",
"57",
"52",
"53",
"39",
"42",
"50",
"48",
"57",
"46",
"48",
"50",
"46",
"42",
"46",
"45",
"41",
"31",
"37",
"42",
"40",
"33",
"40",
"42",
"36",
"38",
"35",
"43",
"51",
"35",
"45",
"40",
"39",
"32",
"31",
"36",
"31",
"43",
"50",
"46",
"40",
"31",
"35",
"38",
"32",
"37",
"39",
"35",
"31",
"29",
"35",
"48",
"44",
"36",
"41",
"34",
"35",
"38",
"38",
"36",
"46",
"43",
"43",
"54",
"54",
"50",
"40",
"55",
"40",
"44",
"47",
"57",
"67",
"58",
"71",
"71",
"60",
"73",
"66",
"97",
"96",
"119",
"136",
"160",
"158",
"161",
"167",
"215",
"230",
"230",
"225",
"236",
"227",
"232",
"215",
"206",
"207",
"233",
"191",
"187",
"178",
"193",
"183",
"193",
"215",
"291",
"330",
"413",
"524",
"722",
"866",
"1138",
"1341",
"1571",
"1734",
"2089",
"2136",
"2419",
"2364",
"2493",
"2355",
"2411",
"2145",
"2240",
"1963",
"2021",
"1711",
"1728",
"1495",
"1540",
"1272",
"1240",
"1223",
"1021",
"894",
"856",
"786",
"665",
"581",
"515",
"444",
"369",
"343",
"314",
"216",
"205",
"182",
"164",
"148",
"121",
"90",
"118",
"87",
"69",
"80",
"92",
"60",
"63",
"46",
"64",
"40",
"53",
"58",
"51",
"54",
"53",
"51",
"49",
"65",
"58",
"59",
"66",
"64",
"50",
"70",
"68",
"44",
"50",
"52",
"54",
"39",
"54",
"24",
"37",
"31",
"40",
"21",
"29",
"18",
"26",
"25",
"29",
"31",
"30",
"21",
"16",
"26",
"28",
"30",
"16",
"14",
"23",
"18",
"17",
"18",
"25",
"16",
"14",
"19",
"26",
"25",
"23",
"20",
"23",
"18",
"23",
"25",
"16",
"32",
"30",
"25",
"16",
"22",
"28",
"23",
"28",
"24",
"23",
"27",
"23",
"17",
"20",
"26",
"24",
"27",
"34",
"25",
"29",
"27",
"25",
"27",
"28",
"36",
"52",
"48",
"87",
"104",
"123",
"156",
"179",
"204",
"245",
"299",
"397",
"383",
"469",
"488",
"487",
"490",
"490",
"460",
"453",
"433",
"395",
"336",
"310",
"195",
"211",
"175",
"129",
"110",
"87",
"69",
"64",
"50",
"45",
"50",
"57",
"40",
"43",
"44",
"63",
"52",
"84",
"63",
"91",
"62",
"87",
"71",
"98",
"79",
"86",
"86",
"101",
"75",
"85",
"73",
"68",
"48",
"56",
"43",
"47",
"30",
"41",
"30",
"45",
"32",
"23",
"38",
"22",
"26",
"43",
"24",
"28",
"22",
"34",
"37",
"24",
"37",
"39",
"30",
"44",
"36",
"34",
"35",
"50",
"45",
"51",
"48",
"46",
"45",
"39",
"43",
"56",
"49",
"50",
"61",
"72",
"43",
"73",
"66",
"54",
"76",
"62",
"46",
"56",
"56",
"54",
"57",
"43",
"57",
"51",
"47",
"48",
"37",
"48",
"36",
"46",
"40",
"45",
"35",
"40",
"46",
"44",
"34",
"42",
"37",
"42",
"45",
"36",
"38",
"28",
"40",
"38",
"34",
"38",
"37",
"41",
"42",
"36",
"42",
"45",
"43",
"48",
"24",
"40",
"45",
"29",
"30",
"45",
"35",
"26",
"41",
"35",
"35",
"42",
"37",
"46",
"36",
"48",
"44",
"55",
"39",
"39",
"47",
"47",
"42",
"49",
"52",
"41",
"35",
"50",
"33",
"42",
"59",
"49",
"36",
"48",
"42",
"36",
"33",
"54",
"51",
"56",
"66",
"55",
"45",
"53",
"46",
"53",
"62",
"73",
"59",
"52",
"47",
"71",
"64",
"58",
"49",
"53",
"40",
"58",
"48",
"56",
"47",
"46",
"48",
"55",
"53",
"58",
"66",
"51",
"45",
"53",
"50",
"57",
"48",
"55",
"52",
"44",
"46",
"44",
"51",
"57",
"52",
"55",
"56",
"63",
"62",
"48",
"64",
"60",
"45",
"67",
"52",
"60",
"46",
"55",
"61",
"65",
"57",
"55",
"44",
"52",
"78",
"59",
"79",
"79",
"65",
"70",
"61",
"61",
"62",
"70",
"64",
"69",
"65",
"74",
"68",
"70",
"63",
"78",
"59",
"65",
"75",
"72",
"64",
"74",
"57",
"70",
"59",
"81",
"68",
"80",
"65",
"100",
"92",
"64",
"70",
"79",
"83",
"73",
"82",
"85",
"91",
"121",
"102",
"123",
"87",
"119",
"103",
"105",
"102",
"109",
"101",
"96",
"97",
"112",
"103",
"97",
"78",
"78",
"80",
"85",
"70",
"71",
"76",
"88",
"89",
"74",
"67",
"89",
"80",
"70",
"78",
"73",
"72",
"77",
"73",
"82",
"79",
"73",
"71",
"83",
"87",
"81",
"87",
"82",
"77",
"78",
"59",
"82",
"83",
"74",
"74",
"89",
"71",
"93",
"79",
"98",
"78",
"70",
"74",
"84",
"84",
"91",
"88",
"73",
"85",
"81",
"95",
"72",
"97",
"90",
"74",
"99",
"52",
"105",
"73",
"88",
"76",
"89",
"88",
"71",
"65",
"88",
"84",
"105",
"63",
"100",
"82",
"82",
"90",
"95",
"75",
"83",
"79",
"90",
"77",
"70",
"90",
"95",
"68",
"70",
"70",
"85",
"91",
"76",
"82",
"58",
"75",
"82",
"83",
"91",
"70",
"70",
"68",
"85",
"77",
"83",
"82",
"98",
"81",
"90",
"78",
"84",
"71",
"84",
"82",
"84",
"84",
"92",
"63",
"81",
"82",
"82",
"77",
"73",
"86",
"81",
"77",
"79",
"86",
"92",
"77",
"72",
"91",
"88",
"86",
"81",
"72",
"107",
"84",
"88",
"83",
"117",
"84",
"97",
"96",
"99",
"119",
"108",
"121",
"98",
"100",
"87",
"99",
"114",
"123",
"128",
"109",
"130",
"109",
"137",
"119",
"120",
"117",
"125",
"114",
"128",
"136",
"124",
"98",
"104",
"100",
"105",
"98",
"106",
"76",
"98",
"88",
"88",
"80",
"88",
"74",
"79",
"86",
"82",
"86",
"104",
"78",
"85",
"88",
"87",
"74",
"90",
"81",
"78",
"72",
"65",
"97",
"76",
"98",
"73",
"78",
"92",
"100",
"82",
"106",
"72",
"88",
"72",
"89",
"94",
"82",
"90",
"93",
"96",
"89",
"82",
"86",
"95",
"92",
"101",
"101",
"92",
"103",
"108",
"90",
"101",
"91",
"86",
"74",
"75",
"98",
"89",
"76",
"92",
"74",
"74",
"95",
"87",
"105",
"88",
"81",
"88",
"76",
"70",
"88",
"77",
"83",
"90",
"85",
"95",
"91",
"92",
"102",
"87",
"75",
"99",
"83",
"86",
"87",
"75",
"66",
"85",
"90",
"75",
"70",
"95",
"73",
"80",
"88",
"85",
"73",
"86",
"74",
"70",
"84",
"73",
"91",
"85",
"70",
"66",
"73",
"79",
"79",
"74",
"74",
"87",
"63",
"85",
"74",
"85",
"73",
"91",
"68",
"94",
"85",
"90",
"79",
"84",
"87",
"88",
"84",
"74",
"79",
"79",
"75",
"76",
"90",
"76",
"69",
"113",
"76",
"97",
"73",
"72",
"93",
"81",
"82",
"85",
"80",
"87",
"74",
"65",
"76",
"71",
"73",
"67",
"82",
"65",
"82",
"88",
"87",
"92",
"69",
"84",
"81",
"70",
"84",
"83",
"71",
"70",
"68",
"88",
"86",
"71",
"77",
"88",
"78",
"79",
"67",
"79",
"55",
"92",
"70",
"82",
"76",
"88",
"72",
"77",
"66",
"78",
"61",
"83",
"72",
"70",
"63",
"76",
"84",
"57",
"62",
"73",
"82",
"80",
"85",
"66",
"67",
"72",
"86",
"78",
"59",
"76",
"66",
"89",
"79",
"73",
"71",
"70",
"77",
"66",
"77",
"69",
"71",
"84",
"85",
"69",
"73",
"86",
"62",
"78",
"88",
"66",
"61",
"63",
"82",
"89",
"67",
"77",
"72",
"87",
"70",
"87",
"83",
"76",
"60",
"78",
"85",
"69",
"73",
"78",
"73",
"72",
"54",
"62",
"80",
"86",
"72",
"59",
"63",
"71",
"82",
"67",
"72",
"75",
"87",
"77",
"74",
"88",
"71",
"71",
"54",
"72",
"78",
"68",
"77",
"71",
"66",
"75",
"47",
"65",
"72",
"63",
"87",
"77",
"78",
"83",
"69",
"73",
"80",
"74",
"73",
"59",
"66",
"84",
"67",
"87",
"70",
"70",
"62",
"83",
"69",
"69",
"76",
"84",
"63",
"78",
"76",
"75",
"64",
"79",
"76",
"68",
"71",
"76",
"74",
"84",
"87",
"59",
"70",
"64",
"73",
"76",
