"Sample    : fe 48183",
"Operator  : americo",
"Comment  : micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2020-06-03 17:00:47",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  268-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"5",
"7",
"11",
"16",
"14",
"8",
"16",
"13",
"18",
"20",
"12",
"9",
"9",
"9",
"5",
"6",
"9",
"12",
"16",
"12",
"12",
"13",
"10",
"7",
"8",
"7",
"5",
"21",
"14",
"12",
"7",
"9",
"17",
"13",
"7",
"13",
"23",
"25",
"20",
"20",
"26",
"17",
"27",
"26",
"22",
"27",
"30",
"24",
"13",
"20",
"22",
"11",
"17",
"15",
"17",
"17",
"6",
"9",
"10",
"10",
"16",
"7",
"12",
"6",
"12",
"6",
"12",
"9",
"10",
"7",
"7",
"13",
"8",
"9",
"8",
"14",
"15",
"8",
"11",
"15",
"9",
"6",
"14",
"13",
"6",
"11",
"8",
"9",
"7",
"11",
"12",
"8",
"7",
"4",
"14",
"12",
"13",
"12",
"17",
"8",
"6",
"8",
"10",
"15",
"11",
"13",
"6",
"9",
"12",
"5",
"11",
"12",
"14",
"13",
"16",
"20",
"13",
"15",
"27",
"21",
"15",
"17",
"13",
"8",
"10",
"14",
"11",
"10",
"16",
"11",
"14",
"16",
"5",
"17",
"13",
"11",
"13",
"13",
"10",
"13",
"12",
"11",
"18",
"16",
"20",
"15",
"16",
"16",
"20",
"18",
"11",
"14",
"10",
"17",
"18",
"18",
"15",
"18",
"22",
"15",
"16",
"22",
"22",
"31",
"26",
"32",
"42",
"36",
"42",
"43",
"51",
"32",
"55",
"35",
"47",
"39",
"45",
"47",
"29",
"33",
"25",
"32",
"19",
"16",
"16",
"8",
"15",
"18",
"9",
"8",
"15",
"15",
"10",
"14",
"14",
"3",
"13",
"10",
"12",
"10",
"16",
"9",
"23",
"13",
"12",
"8",
"14",
"12",
"9",
"13",
"10",
"16",
"13",
"12",
"9",
"12",
"9",
"8",
"4",
"11",
"12",
"6",
"9",
"15",
"13",
"9",
"12",
"13",
"12",
"16",
"10",
"9",
"13",
"12",
"9",
"10",
"11",
"18",
"9",
"13",
"9",
"14",
"11",
"21",
"16",
"12",
"10",
"15",
"13",
"10",
"13",
"9",
"14",
"10",
"16",
"11",
"19",
"13",
"12",
"4",
"16",
"15",
"11",
"17",
"13",
"13",
"15",
"15",
"12",
"7",
"12",
"15",
"12",
"10",
"11",
"15",
"20",
"7",
"10",
"17",
"11",
"14",
"13",
"17",
"12",
"13",
"7",
"15",
"16",
"18",
"15",
"13",
"8",
"13",
"8",
"17",
"8",
"11",
"16",
"10",
"10",
"9",
"16",
"13",
"10",
"8",
"14",
"15",
"12",
"17",
"11",
"13",
"10",
"21",
"23",
"18",
"20",
"15",
"14",
"17",
"16",
"14",
"19",
"34",
"29",
"24",
"42",
"53",
"61",
"70",
"114",
"142",
"175",
"215",
"265",
"266",
"374",
"337",
"397",
"430",
"492",
"468",
"485",
"432",
"450",
"377",
"369",
"282",
"274",
"207",
"175",
"148",
"125",
"69",
"65",
"61",
"45",
"41",
"51",
"44",
"45",
"43",
"42",
"57",
"37",
"55",
"57",
"55",
"79",
"70",
"68",
"63",
"96",
"86",
"72",
"64",
"82",
"48",
"42",
"62",
"60",
"45",
"50",
"38",
"33",
"36",
"40",
"33",
"23",
"36",
"24",
"19",
"24",
"19",
"28",
"28",
"23",
"29",
"30",
"23",
"17",
"21",
"34",
"25",
"21",
"37",
"25",
"33",
"31",
"38",
"32",
"30",
"41",
"34",
"38",
"39",
"51",
"44",
"45",
"45",
"57",
"49",
"50",
"58",
"63",
"61",
"58",
"74",
"87",
"106",
"116",
"116",
"123",
"133",
"134",
"140",
"148",
"142",
"148",
"129",
"125",
"113",
"132",
"118",
"129",
"81",
"69",
"75",
"54",
"46",
"51",
"42",
"43",
"34",
"30",
"25",
"37",
"37",
"29",
"29",
"45",
"28",
"43",
"42",
"54",
"44",
"32",
"44",
"35",
"48",
"40",
"33",
"22",
"40",
"28",
"46",
"38",
"49",
"37",
"43",
"35",
"46",
"46",
"35",
"43",
"42",
"50",
"35",
"44",
"47",
"56",
"46",
"42",
"49",
"60",
"69",
"65",
"47",
"58",
"65",
"71",
"67",
"63",
"59",
"90",
"62",
"75",
"71",
"83",
"76",
"87",
"71",
"81",
"89",
"82",
"57",
"68",
"52",
"79",
"85",
"87",
"61",
"73",
"67",
"69",
"58",
"62",
"52",
"67",
"69",
"44",
"70",
"58",
"64",
"51",
"61",
"61",
"66",
"66",
"47",
"67",
"69",
"60",
"55",
"56",
"59",
"66",
"57",
"52",
"65",
"60",
"65",
"78",
"82",
"62",
"65",
"83",
"72",
"56",
"74",
"66",
"64",
"100",
"82",
"87",
"73",
"85",
"90",
"94",
"78",
"113",
"103",
"96",
"100",
"110",
"103",
"117",
"85",
"134",
"137",
"129",
"141",
"123",
"148",
"160",
"151",
"163",
"209",
"239",
"288",
"335",
"367",
"542",
"714",
"1039",
"1414",
"1967",
"2503",
"3401",
"4508",
"6089",
"7373",
"9473",
"11590",
"14252",
"15931",
"18894",
"21288",
"24319",
"25268",
"29195",
"28607",
"30526",
"28616",
"29741",
"27646",
"27203",
"24087",
"23025",
"20099",
"18360",
"14758",
"13121",
"10648",
"8734",
"6742",
"5589",
"4064",
"3161",
"2132",
"1669",
"1177",
"853",
"572",
"449",
"359",
"245",
"184",
"176",
"157",
"130",
"120",
"116",
"134",
"133",
"137",
"117",
"110",
"123",
"135",
"133",
"128",
"166",
"144",
"168",
"188",
"196",
"208",
"261",
"266",
"337",
"422",
"487",
"604",
"724",
"885",
"1060",
"1270",
"1538",
"1782",
"2058",
"2392",
"2841",
"2863",
"3383",
"3554",
"3771",
"3705",
"3804",
"3689",
"3898",
"3501",
"3507",
"3149",
"3120",
"2559",
"2352",
"2072",
"1782",
"1443",
"1317",
"981",
"856",
"650",
"488",
"413",
"343",
"230",
"178",
"163",
"118",
"107",
"80",
"72",
"59",
"68",
"69",
"63",
"64",
"44",
"60",
"54",
"58",
"56",
"58",
"74",
"89",
"59",
"72",
"63",
"60",
"46",
"70",
"67",
"69",
"65",
"66",
"62",
"49",
"43",
"61",
"66",
"62",
"59",
"56",
"50",
"58",
"80",
"60",
"49",
"64",
"54",
"66",
"49",
"58",
"61",
"70",
"73",
"64",
"52",
"66",
"59",
"52",
"46",
"76",
"56",
"63",
"70",
"69",
"59",
"61",
"60",
"79",
"76",
"68",
"52",
"74",
"66",
"83",
"87",
"69",
"88",
"71",
"68",
"80",
"86",
"82",
"87",
"95",
"71",
"75",
"87",
"83",
"88",
"75",
"74",
"62",
"73",
"74",
"78",
"68",
"76",
"62",
"66",
"49",
"74",
"78",
"65",
"69",
"74",
"54",
"65",
"56",
"64",
"61",
"71",
"74",
"76",
"68",
"45",
"70",
"59",
"59",
"55",
"59",
"55",
"68",
"73",
"72",
"63",
"57",
"75",
"98",
"84",
"84",
"70",
"78",
"87",
"80",
"101",
"87",
"97",
"102",
"98",
"103",
"137",
"125",
"106",
"99",
"114",
"98",
"101",
"116",
"86",
"83",
"96",
"88",
"97",
"72",
"82",
"66",
"69",
"53",
"62",
"45",
"67",
"67",
"68",
"49",
"68",
"84",
"73",
"60",
"64",
"65",
"50",
"46",
"61",
"56",
"55",
"49",
"54",
"67",
"50",
"62",
"53",
"49",
"44",
"56",
"47",
"55",
"52",
"54",
"45",
"40",
"49",
"64",
"40",
"48",
"55",
"54",
"53",
"61",
"58",
"59",
"49",
"51",
"60",
"52",
"57",
"71",
"46",
"59",
"52",
"56",
"67",
"50",
"65",
"55",
"60",
"48",
"51",
"57",
"53",
"51",
"56",
"50",
"59",
"57",
"56",
"47",
"54",
"55",
"56",
"58",
"54",
"67",
"58",
"62",
"65",
"61",
"60",
"65",
"69",
"66",
"51",
"63",
"50",
"70",
"68",
"67",
"65",
"57",
"60",
"53",
"63",
"46",
"57",
"55",
"65",
"68",
"61",
"69",
"62",
"63",
"58",
"67",
"70",
"73",
"68",
"60",
"65",
"63",
"54",
"67",
"43",
"66",
"64",
"71",
"70",
"72",
"71",
"62",
"60",
"69",
"60",
"71",
"68",
"53",
"64",
"62",
"72",
"60",
"55",
"50",
"52",
"71",
"56",
"76",
"65",
"59",
"50",
"53",
"70",
"65",
"71",
"83",
"51",
"59",
"52",
"66",
"49",
"73",
"46",
"60",
"59",
"50",
"48",
"36",
"62",
"50",
"48",
"55",
"59",
"39",
"52",
"44",
"43",
"63",
"56",
"59",
"57",
"53",
"57",
"55",
"48",
"46",
"55",
"69",
"60",
"70",
"57",
"44",
"52",
"59",
"36",
"40",
"58",
"45",
"53",
"57",
"57",
"66",
"64",
"65",
"47",
"52",
"49",
"57",
"54",
"51",
"58",
"52",
"45",
"57",
"55",
"58",
"53",
"53",
"59",
"67",
"55",
"46",
"49",
"48",
"44",
"55",
"52",
"48",
"49",
"49",
"61",
"66",
"43",
"56",
"49",
"55",
"42",
"45",
"58",
"44",
"44",
"62",
"54",
"41",
"47",
"61",
"51",
"69",
"50",
"49",
"58",
"63",
"53",
"50",
"51",
"54",
