"Sample    : fe 48183",
"45",
"52",
"56",
"49",
"55",
"55",
"50",
"62",
"46",
"58",
"58",
"47",
"50",
"49",
"46",
"51",
"58",
"57",
"60",
"61",
"73",
"42",
"56",
"52",
"51",
"65",
"44",
"58",
"49",
"59",
"46",
"45",
"54",
"69",
"66",
"54",
"51",
"53",
"59",
"65",
"43",
"58",
"47",
"54",
"63",
"56",
"56",
"50",
"52",
"58",
"50",
"56",
"45",
"49",
"59",
"53",
"62",
"56",
"57",
"59",
"46",
"57",
"55",
"50",
"48",
"53",
"46",
"54",
"45",
"50",
"55",
"66",
"57",
"59",
"48",
"56",
"43",
"53",
"47",
"40",
"34",
"56",
"56",
"56",
"44",
"48",
"48",
"43",
"38",
"56",
"43",
"57",
"44",
"48",
"45",
"47",
"54",
"49",
"69",
"52",
"41",
"58",
"56",
"54",
"40",
"56",
"47",
"43",
"55",
"49",
"54",
"42",
"45",
"47",
"45",
"55",
"51",
"39",
"44",
"47",
"50",
"32",
"56",
"37",
"41",
"41",
"51",
"52",
"46",
"42",
"38",
"55",
"40",
"46",
"49",
"55",
"53",
"51",
"53",
"54",
"56",
"52",
"53",
"66",
"65",
"51",
"78",
"71",
"75",
"63",
"87",
"71",
"78",
"71",
"97",
"105",
"82",
"97",
"84",
"95",
"94",
"91",
"82",
"89",
"82",
"87",
"86",
"81",
"60",
"70",
"46",
"62",
"60",
"50",
"61",
"54",
"54",
"44",
"44",
"55",
"56",
"52",
"42",
"46",
"50",
"43",
"40",
"55",
"48",
"51",
"50",
"52",
"54",
"54",
"47",
"49",
"49",
"50",
"42",
"55",
"45",
"47",
"43",
"48",
"48",
"58",
"47",
"44",
"46",
"69",
"49",
"70",
"52",
"52",
"49",
"52",
"54",
"53",
"47",
"66",
"64",
"60",
"56",
"61",
"59",
"63",
"42",
"58",
"63",
"61",
"52",
"68",
"59",
"63",
"59",
"51",
"44",
"51",
"46",
"51",
"46",
"45",
"48",
"52",
"53",
"50",
"50",
"49",
"46",
"52",
"50",
"38",
"53",
"50",
"55",
"46",
"39",
"47",
"47",
"31",
"40",
"41",
"40",
"45",
"45",
"48",
"46",
"45",
"41",
"50",
"37",
"49",
"35",
"43",
"37",
"42",
"32",
"33",
"39",
"42",
"33",
"63",
"40",
"44",
"44",
"46",
"55",
"45",
"44",
"34",
"51",
"48",
"50",
"34",
"34",
"54",
"47",
"45",
"39",
"41",
"35",
"41",
"54",
"37",
"37",
"46",
"48",
"46",
"35",
"34",
"36",
"45",
"50",
"46",
"40",
"37",
"35",
"49",
"35",
"28",
"35",
"49",
"38",
"49",
"38",
"44",
"43",
"45",
"46",
"44",
"55",
"49",
"32",
"33",
"30",
"49",
"29",
"31",
"38",
"33",
"31",
"34",
"42",
"37",
"32",
"30",
"40",
"34",
"27",
"43",
"43",
"43",
"43",
"44",
"44",
"38",
"51",
"48",
"32",
"39",
"47",
"42",
"36",
"52",
"40",
"40",
"42",
"35",
"47",
"31",
"46",
"26",
"39",
"32",
"46",
"39",
"29",
"41",
"35",
"53",
"29",
"40",
"40",
"35",
"37",
"38",
"40",
"47",
"39",
"47",
"33",
"34",
"26",
"28",
"42",
"32",
"31",
"30",
"30",
"44",
"36",
"52",
"34",
"38",
"37",
"40",
"47",
"44",
"30",
"38",
"44",
"43",
"43",
"47",
"50",
"45",
"39",
"47",
"40",
"26",
"37",
"34",
"32",
"41",
"39",
"36",
"34",
"31",
"35",
"28",
"47",
"51",
"34",
"43",
"37",
"43",
"36",
"37",
"34",
"37",
"45",
"39",
"44",
"42",
"41",
"32",
"34",
"35",
"30",
"43",
"37",
"38",
"41",
"50",
"43",
"41",
"33",
"32",
"44",
"35",
"43",
"30",
"49",
"36",
"44",
"38",
"40",
"38",
"32",
"38",
"29",
"40",
"33",
"43",
"36",
"51",
"27",
"38",
"33",
"31",
"38",
"35",
"39",
"30",
"25",
"39",
"36",
"44",
"34",
"38",
"48",
"38",
"34",
"30",
"36",
"31",
"40",
"45",
"42",
"32",
"28",
"34",
"37",
"31",
"35",
"31",
"40",
"39",
"35",
"31",
"50",
"45",
"35",
"46",
"33",
"35",
"34",
"48",
"40",
"51",
"27",
"38",
"34",
"40",
"52",
"27",
"45",
"38",
"37",
"24",
"38",
"37",
"32",
"39",
"41",
"38",
"24",
"35",
"27",
"32",
"41",
"37",
"36",
"30",
"34",
"34",
"36",
"31",
"28",
"39",
"35",
"21",
"36",
"26",
"27",
"32",
"28",
"31",
"40",
"36",
"28",
"37",
"42",
"26",
"26",
"35",
"38",
"25",
"35",
"22",
"28",
"43",
"33",
"32",
"26",
"35",
"37",
"32",
"38",
"42",
"33",
"38",
"38",
"32",
"40",
"45",
"38",
"32",
"35",
"32",
"34",
"32",
"34",
"28",
"28",
"24",
"24",
"32",
"40",
"22",
"30",
"31",
"43",
"32",
"37",
"43",
"43",
"26",
"36",
"24",
"36",
"30",
"38",
"39",
"33",
"38",
"40",
"30",
"34",
"34",
"33",
"38",
"36",
"37",
"30",
"27",
"36",
"39",
"33",
"27",
"26",
"26",
"38",
"39",
"33",
"42",
"36",
"34",
"35",
"27",
"39",
"43",
"27",
"43",
"39",
"30",
"34",
"22",
"40",
"29",
"33",
"29",
"29",
"31",
"29",
"39",
"39",
"45",
"37",
"38",
"36",
"34",
"39",
"33",
"25",
"29",
"29",
"32",
"29",
"43",
"39",
"44",
"38",
"36",
"34",
"38",
"45",
"28",
"26",
"34",
"38",
"30",
"33",
"40",
"31",
"36",
"33",
"40",
"38",
"36",
"40",
"37",
"37",
"32",
"47",
"33",
"44",
"41",
"50",
"39",
"24",
"32",
"34",
"42",
"29",
"46",
"52",
"28",
"34",
"52",
"48",
"33",
"40",
"34",
"34",
"39",
"39",
"45",
"45",
"50",
"40",
"51",
"46",
"41",
"38",
"50",
"34",
"48",
"34",
"48",
"49",
"45",
"55",
"52",
"42",
"60",
"51",
"37",
"57",
"62",
"50",
"62",
"55",
"66",
"56",
"57",
"79",
"82",
"53",
"71",
"73",
"84",
"63",
"81",
"86",
"85",
"100",
"75",
"104",
"97",
"88",
"110",
"105",
"107",
"120",
"114",
"143",
"135",
"125",
"148",
"142",
"144",
"152",
"146",
"147",
"179",
"150",
"186",
"159",
"182",
"185",
"165",
"216",
"219",
"204",
"189",
"232",
"212",
"223",
"238",
"232",
"229",
"223",
"229",
"283",
"220",
"216",
"224",
"250",
"232",
"221",
"239",
"233",
"241",
"244",
"222",
"227",
"192",
"205",
"218",
"233",
"185",
"195",
"185",
"182",
"204",
"169",
"193",
"191",
"155",
"164",
"139",
"152",
"168",
"150",
"143",
"156",
"127",
"127",
"124",
"121",
"112",
"103",
"111",
"111",
"98",
"98",
"90",
"95",
"80",
"74",
"62",
"98",
"69",
"58",
"68",
"60",
"58",
"73",
"68",
"54",
"51",
"48",
"55",
"47",
"52",
"50",
"52",
"60",
"46",
"59",
"62",
"53",
"75",
"53",
"57",
"67",
"52",
"65",
"72",
"58",
"81",
"84",
"93",
"73",
"69",
"87",
"108",
"90",
"104",
"111",
"98",
"104",
"105",
"94",
"120",
"115",
"89",
"102",
"115",
"116",
"117",
"121",
"125",
"109",
"113",
"111",
"80",
"113",
"89",
"80",
"91",
"66",
"75",
"64",
"63",
"75",
"60",
"55",
"48",
"55",
"36",
"44",
"38",
"43",
"40",
"45",
"32",
"29",
"31",
"27",
"16401",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Fe, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         1.98     0.009",
"                      CaKa         3.70     0.135",
"                      CaKb         4.01     0.018",
"                      FeKaESC      4.65     0.035",
"                      FeKa         6.40     9.893",
"                      FeKb         7.08     1.280",
"                      ----         8.64     0.026",
"                      RhKaC       19.29     0.078",
"                      ----        19.52     0.036",
"                      RhKa        20.06     0.029",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
